,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,4474,126.567,43.812,725,1,,
1,4474,126.55756,43.81768,725,0,660940.0,07-25 12:59:00
2,4474,126.55553,43.80501,725,0,788278.0,07-25 13:46:00
3,4474,126.55657,43.80816,725,0,1701142.0,07-25 09:16:00
4,4474,126.54472,43.81634,725,0,2588124.0,07-25 11:27:00
5,4474,126.54943,43.81905,725,0,4006555.0,07-25 12:04:00
6,4474,126.55955,43.80763,725,0,2352871.0,07-25 09:10:00
7,4474,126.55593,43.80697,725,0,2190823.0,07-25 09:24:00
8,4474,126.55533,43.80437,725,0,2345382.0,07-25 09:38:00
9,4474,126.54589,43.81045,725,0,3257619.0,07-25 10:20:00
10,4474,126.54502,43.81192,725,0,4222002.0,07-25 10:35:00
11,4474,126.55943,43.81958,725,0,860041.0,07-25 12:30:00
12,4474,126.56859,43.81887,725,0,2245088.0,07-25 19:31:00
13,4474,126.54461,43.81645,725,0,2652918.0,07-25 11:18:00
