,0,1,2,3,4,5,6,7,8,9,10
0,0.0,57.03623027542072,44.4253965924465,2410.8659347719017,3609.261491351863,3223.8522556134158,43.313533430747356,3062.49836584489,3189.126373129716,4148.422135488311,3336.512949276175
1,57.03623027542072,0.0,12.885030018350225,2452.4430671787763,3618.5733718369065,3246.148877123939,17.882846953077795,3055.0843576596417,3218.1125168888047,4181.908851247964,3359.7260451944026
2,44.4253965924465,12.885030018350225,0.0,2441.563050789483,3614.1291395037265,3238.97882441129,7.906260736087708,3054.3267645414435,3209.60386117536,4172.540898732148,3352.37223630466
3,2410.8659347719017,2452.4430671787763,2441.563050789483,0.0,2238.659542225841,1407.7998685903522,2434.783420694622,2565.4860954738997,1103.9673824924562,1834.9635515455745,1452.7203627450497
4,3609.261491351863,3618.5733718369065,3614.1291395037265,2238.659542225841,0.0,894.8055765309766,3606.2742858289826,1122.0835295973352,1314.465715522537,1865.486419395084,924.2030510508179
5,3223.8522556134158,3246.148877123939,3238.97882441129,1407.7998685903522,894.8055765309766,0.0,3231.133440735476,1663.150582541951,424.08892383175134,1244.8533602459643,126.97466064979346
6,43.313533430747356,17.882846953077795,7.906260736087708,2434.783420694622,3606.2742858289826,3231.133440735476,0.0,3047.070224026275,3201.95455044178,4165.110778682445,3344.545027484282
7,3062.49836584489,3055.0843576596417,3054.3267645414435,2565.4860954738997,1122.0835295973352,1663.150582541951,3047.070224026275,0.0,2044.1159636220978,2863.1602424232433,1760.4358563129606
8,3189.126373129716,3218.1125168888047,3209.60386117536,1103.9673824924562,1314.465715522537,424.08892383175134,3201.95455044178,2044.1159636220978,0.0,1021.4686902021338,399.9894423491846
9,4148.422135488311,4181.908851247964,4172.540898732148,1834.9635515455745,1865.486419395084,1244.8533602459643,4165.110778682445,2863.1602424232433,1021.4686902021338,0.0,1127.2394134675073
10,3336.512949276175,3359.7260451944026,3352.37223630466,1452.7203627450497,924.2030510508179,126.97466064979346,3344.545027484282,1760.4358563129606,399.9894423491846,1127.2394134675073,0.0
