,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,487,08-16 08:52:00,126.567,43.812,816,1,
1,487,08-16 12:16:00,126.537,43.805,816,1,
2,487,08-16 13:31:00,126.52575,43.79997,816,0,4003658.0
3,487,08-16 12:53:00,126.53066,43.80483,816,0,3255448.0
4,487,08-16 13:18:00,126.52859,43.80586,816,0,3911694.0
5,487,08-16 12:36:00,126.53421,43.80463,816,0,1470710.0
6,487,08-16 11:51:00,126.59188,43.77656,816,0,3259425.0
7,487,08-16 11:28:00,126.5967,43.77981,816,0,26473.0
8,487,08-16 11:46:00,126.59501,43.77525,816,0,4491436.0
9,487,08-16 11:11:00,126.58446,43.78118,816,0,2133489.0
10,487,08-16 10:55:00,126.58141,43.78261,816,0,3509231.0
11,487,08-16 11:06:00,126.58426,43.78223,816,0,3073582.0
12,487,08-16 10:36:00,126.56953,43.76897,816,0,525543.0
13,487,08-16 10:21:00,126.55393,43.78804,816,0,2169340.0
14,487,08-16 10:00:00,126.54859,43.79223,816,0,511702.0
15,487,08-16 10:06:00,126.54901,43.7921,816,0,3163247.0
16,487,08-16 09:45:00,126.5454,43.79546,816,0,281.0
17,487,08-16 19:37:00,126.55542,43.78986,816,0,478515.0
18,487,08-16 12:16:00,126.53694,43.80509,816,0,2380268.0
