,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.0,5107.52372746802,4670.288209960199,5202.240196455534,4880.246796528646,5075.209854991033,5155.323675946503,4219.044717300012,4148.144662137139,3292.100365664407,2722.9881465273697,3241.0529791911486,3215.6194565814753,3767.152819453323,2835.0198940095115,3414.6203378269374,6125.438360862249,5326.695716080751,3954.530935888728,4305.1015322689545,4446.765200892421,4368.389273925319,3256.457004627972,3152.2349835053433,3158.5822512349378,4150.887508664953
1,5107.52372746802,0.0,438.10352919080265,214.06378702952193,230.1618415887722,97.03931982004588,108.59387064513795,942.5088344344061,1076.8132289396144,1817.7318208483637,2425.2067064619055,1953.4327656916776,1979.259404182971,1426.1129183912508,2309.0324430900046,1701.3564938536642,1120.4965181922357,366.3827162649647,1218.5912147583476,825.3746792537935,1034.478637674571,1103.6243597652008,1864.8175507526876,2029.0632973014606,2000.8406478001186,1263.5954728797835
2,4670.288209960199,438.10352919080265,0.0,572.4116987304817,210.10317434882407,420.92785018107503,499.8840664007424,556.5672761321052,717.7008778947253,1379.7407857429553,1997.059237616484,1539.831964423802,1565.2517456686705,1027.1924036987168,1880.8783692496368,1269.1512282127915,1513.9148671943829,703.3369599681445,798.0416275140111,398.5118290986698,768.7058984314227,816.1777821967785,1433.7489417544405,1597.2878718070474,1566.660165723016,924.3852030772642
3,5202.240196455534,214.06378702952193,572.4116987304817,0.0,392.41829283738383,161.06630804690838,105.47475254155793,993.5405038461142,1101.791522031311,1925.9820746773323,2498.109978965311,2007.5677747110321,2033.6576503815782,1471.8341970216698,2382.566279259992,1787.6746034604837,1148.1736221479916,507.71375608322325,1370.3964119379946,970.9195453692336,1238.7069277539097,1304.9915598908963,1947.2229450328402,2165.429849983857,2132.063190587232,1454.6934057129984
4,4880.246796528646,230.1618415887722,210.10317434882407,392.41829283738383,0.0,231.9462491714086,305.02577844715427,743.7014590377323,892.6199127611693,1589.292896422221,2205.5092390031014,1742.9041097401202,1768.5048802274648,1223.214610242537,2089.3074738222876,1478.5776251805232,1313.5011868890463,511.6342300778076,990.9554774513076,595.8208566144134,861.2961085447652,922.6394995263862,1642.915024251756,1799.3097753970094,1770.7519332885133,1063.7541037668968
5,5075.209854991033,97.03931982004588,420.92785018107503,161.06630804690838,231.9462491714086,0.0,80.28703174961852,886.625505884658,1011.7029912521505,1790.70370776062,2381.7963429613774,1901.5612916536315,1927.5289177994844,1369.9166235486605,2265.8006686141025,1663.250350312399,1193.4995785672181,460.7490259682094,1216.6408997031476,818.2958324051498,1080.1250516779705,1145.3399009117818,1825.1172229200556,2018.057150110808,1986.7422446140622,1293.6332207734113
6,5155.323675946503,108.59387064513795,499.8840664007424,105.47475254155793,305.02577844715427,80.28703174961852,0.0,963.5009517833307,1085.0015026558403,1870.9883218993973,2460.808718531494,1978.8825611022878,2004.8793640466395,1446.2332154319026,2344.8568093790977,1743.0522242626778,1128.8494202858965,430.10934478462184,1293.906731052172,896.3017285629466,1137.8434646783026,1205.4713498272708,1904.7240313720574,2097.1717900265603,2066.246016631279,1360.0049236445363
7,4219.044717300012,942.5088344344061,556.5672761321052,993.5405038461142,743.7014590377323,886.625505884658,963.5009517833307,0.0,176.03631256445243,985.8562481443616,1505.9685167209514,1015.5442909025658,1041.5711952827332,483.76532876877366,1390.8486524021203,811.0244807162574,2055.867461081195,1253.9385808233542,687.6767410135105,472.18973906276494,1040.6783580054027,1044.9510128689717,963.6729783744769,1297.7721487278463,1248.1285692903205,1034.5332159226173
8,4148.144662137139,1076.8132289396144,717.7008778947253,1101.791522031311,892.6199127611693,1011.7029912521505,1085.0015026558403,176.03631256445243,0.0,978.9883314604185,1425.7637924909484,916.3775254927779,942.4371592275438,381.4645722631106,1313.1320208786567,774.0927444608124,2196.50860466322,1404.1938556469404,808.3484147583836,642.2726817602801,1208.4577985727224,1208.3093387292645,911.0610203620788,1323.1822017883012,1267.0925237501551,1181.9887105928965
9,3292.100365664407,1817.7318208483637,1379.7407857429553,1925.9820746773323,1589.292896422221,1790.70370776062,1870.9883218993973,985.8562481443616,978.9883314604185,0.0,708.3907689330406,537.8926377972402,544.7157213480576,667.9245616895084,605.1228705564316,243.86088398888774,2846.7290565906246,2039.5593342626053,703.2603954384805,1015.4941457806992,1280.6186249850978,1219.5757210156667,257.0488027194971,389.4480744318846,320.6852465413863,1036.586407853501
10,2722.9881465273697,2425.2067064619055,1997.059237616484,2498.109978965311,2205.5092390031014,2381.7963429613774,2460.808718531494,1505.9685167209514,1425.7637924909484,708.3907689330406,0.0,522.5938613475399,498.1316919428847,1044.4467019029441,116.20497473515266,731.4682856120952,3501.1149006067017,2687.4105664091776,1405.0138923388238,1673.9589639169067,1988.5359289845608,1927.9664898987792,565.7145761964747,857.0757789845233,805.2504597401075,1742.5738259600444
11,3241.0529791911486,1953.4327656916776,1539.831964423802,2007.5677747110321,1742.9041097401202,1901.5612916536315,1978.8825611022878,1015.5442909025658,916.3775254927779,537.8926377972402,522.5938613475399,0.0,26.11656071365898,536.9156718115595,419.07067812564725,378.6840731554074,3053.7285665618188,2241.654759704346,1086.9961794900037,1264.1900709557606,1678.9353975230229,1633.5687824841496,280.8441381317517,887.0138226925917,816.4589615888515,1484.862927021971
