,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,1656,09-02 09:16:00,126.585,43.895,902,1,
1,1656,09-02 12:32:00,126.55,43.912,902,1,
2,1656,09-02 19:55:00,126.53341,43.86291,902,0,566475.0
3,1656,09-02 10:12:00,126.55192,43.90369,902,0,1593164.0
4,1656,09-02 10:33:00,126.54626,43.90697,902,0,188787.0
5,1656,09-02 11:15:00,126.54543,43.91436,902,0,2207986.0
6,1656,09-02 12:07:00,126.55348,43.91207,902,0,703298.0
7,1656,09-02 10:25:00,126.54437,43.90556,902,0,2538525.0
8,1656,09-02 10:43:00,126.54627,43.90865,902,0,2550453.0
9,1656,09-02 12:26:00,126.55281,43.90926,902,0,3833830.0
10,1656,09-02 11:09:00,126.54387,43.9145,902,0,3196558.0
11,1656,09-02 12:13:00,126.55312,43.91102,902,0,2548375.0
12,1656,09-02 09:57:00,126.55613,43.89837,902,0,440881.0
13,1656,09-02 10:04:00,126.55074,43.90266,902,0,936060.0
14,1656,09-02 10:56:00,126.5449,43.91367,902,0,3301701.0
15,1656,09-02 11:27:00,126.54864,43.91457,902,0,1339113.0
16,1656,09-02 11:55:00,126.55053,43.91271,902,0,996710.0
17,1656,09-02 12:36:00,126.5495,43.90983,902,0,4338637.0
18,1656,09-02 15:09:00,126.58475,43.89474,902,0,174734.0
