,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,1103,09-17 09:58:00,126.567,43.812,917,1,
1,1103,09-17 12:36:00,126.57,43.832,917,1,
2,1103,09-17 15:35:00,126.57,43.804,917,1,
3,1103,09-17 13:26:00,126.6005,43.83048,917,0,4233583.0
4,1103,09-17 13:38:00,126.60585,43.82976,917,0,3307660.0
5,1103,09-17 13:56:00,126.5998,43.82777,917,0,1273690.0
6,1103,09-17 13:19:00,126.60174,43.83392,917,0,3059077.0
7,1103,09-17 13:06:00,126.599,43.83341,917,0,1937033.0
8,1103,09-17 12:56:00,126.5967,43.83286,917,0,3487998.0
9,1103,09-17 12:19:00,126.56574,43.83178,917,0,199501.0
10,1103,09-17 12:04:00,126.56831,43.83157,917,0,4365242.0
11,1103,09-17 11:35:00,126.57483,43.83004,917,0,3026933.0
12,1103,09-17 11:43:00,126.5754,43.83057,917,0,1422335.0
13,1103,09-17 11:51:00,126.56971,43.83139,917,0,3266458.0
14,1103,09-17 10:50:00,126.57716,43.8285,917,0,2254176.0
15,1103,09-17 11:11:00,126.5778,43.82923,917,0,2614110.0
16,1103,09-17 11:18:00,126.58072,43.8298,917,0,148142.0
17,1103,09-17 11:25:00,126.58044,43.8285,917,0,598288.0
18,1103,09-17 10:32:00,126.57656,43.82719,917,0,3999766.0
19,1103,09-17 10:38:00,126.57624,43.8268,917,0,1892971.0
20,1103,09-17 16:48:00,126.56304,43.8086,917,0,2557357.0
21,1103,09-17 12:39:00,126.57037,43.83243,917,0,4229170.0
22,1103,09-17 15:10:00,126.56271,43.80839,917,0,1567449.0
23,1103,09-17 16:10:00,126.57257,43.80784,917,0,449680.0
24,1103,09-17 16:16:00,126.56996,43.80848,917,0,2601832.0
25,1103,09-17 16:24:00,126.57238,43.81113,917,0,829405.0
26,1103,09-17 16:30:00,126.5724,43.81279,917,0,2776817.0
27,1103,09-17 15:18:00,126.56816,43.80747,917,0,2237797.0
28,1103,09-17 15:24:00,126.56957,43.80491,917,0,3482481.0
29,1103,09-17 15:52:00,126.57092,43.80741,917,0,4159373.0
30,1103,09-17 16:02:00,126.57024,43.80745,917,0,2220396.0
31,1103,09-17 19:39:00,126.56317,43.80858,917,0,4088243.0
32,1103,09-17 15:39:00,126.57106,43.80362,917,0,1690614.0
