,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.0,2239.3420195355384,922.5708772491104,3386.8896313205664,3693.868355023214,3165.7251810391485,3706.552094594407,3505.0270183739303,3328.9370803254587,2204.1764937820226,2181.0148571488116,2104.326779143397,2174.4651647646233,2169.3847582209264,2009.844544279368,2105.021235100196,2267.2423880449064,2130.4507578991784,1857.0790325589528,1806.932467355108,494.4073762398165,2290.2576574962286,529.3853174527967,643.9314369078927,458.3383993052425,442.88673877262505,442.59354369341685,512.8040073526756,815.7946269566779,600.188505042035,569.4532472788333,489.48335935149726,988.2117814953535
1,2239.3420195355384,0.0,3116.878791381926,2455.055746784027,2889.6309246214128,2438.9465377720303,2557.665100582725,2333.991143841511,2146.1630971989025,342.9592810069471,143.90366890584147,445.01629106122243,461.9262433081347,71.7856684113718,694.5433008438366,698.1479462506292,895.0020680238912,924.477580276863,751.1365842513778,765.6165297605505,2664.1275497873994,56.33783392207772,2692.6273130611416,2697.330814021937,2618.180155847906,2331.0384630404487,2147.071257389264,2734.604691892068,3015.7780018566978,2738.284651469773,2732.9027798426014,2664.134893037108,3160.3263310928064
2,922.5708772491104,3116.878791381926,0.0,3832.790337810292,4063.7911549021596,3568.0221595104304,4194.277658789784,4017.8880575660064,3862.626080649424,3111.261178711335,3072.012868636473,2924.5431762614508,2989.328754760525,3049.0643335324207,2787.246942783526,2877.561297826029,2998.2790600658204,2853.2768076420166,2634.671933211003,2587.0477422828794,758.1809211340125,3164.8846749822887,762.7547323015444,474.70785812366336,498.71095958106855,816.3950326641403,997.2909997337212,413.58832159307093,107.02703756548117,386.71979508634354,384.5276810671044,748.995017201715,95.08663986557428
3,3386.8896313205664,2455.055746784027,3832.790337810292,0.0,437.0370742301095,306.8621101439828,395.66504901634903,347.6901304913458,404.1097033390394,2795.0594765510195,2587.784354972945,2061.9739896630426,2015.6351094698443,2474.592624747436,1887.2239367027441,1828.2059738175976,1590.2100750832058,1625.9184437786362,1957.085281871074,1990.8190006676857,3870.9919932265984,2429.2153467966536,3906.3057539246506,3374.000301979988,3466.160445839367,3120.9691193294493,2995.1869660070006,3647.9925736744785,3778.051525888034,3498.5179576090845,3532.6020485087897,3864.2866233214163,3812.0309118528276
4,3693.868355023214,2889.6309246214128,4063.7911549021596,437.0370742301095,0.0,533.9667482479432,568.6544963760092,683.8563837583783,811.7642936371241,3228.7873685833183,3021.300627947416,2491.226200351548,2446.9089090138527,2907.8216741336423,2308.217926932981,2253.3160075773294,2018.0494089536353,2045.3666595532645,2369.4952569826282,2400.5876527500363,4167.860407452858,2864.5907924162243,4202.945305840801,3619.2480046968867,3731.0741758756876,3395.1776338359614,3284.221203400698,3914.1756637389108,4017.919638806515,3749.79351301584,3787.909043528033,4160.512270006572,4034.3216893050517
5,3165.7251810391485,2438.9465377720303,3568.0221595104304,306.8621101439828,533.9667482479432,0.0,702.1019059245855,631.1066867137969,618.8793490849934,2771.3468412176157,2563.9190645019726,2021.083949281795,1984.077639182283,2449.731739319773,1819.952234204057,1774.1898083808314,1548.8033442482074,1556.8543312205018,1867.4579023621307,1895.1245874323743,3642.982635903525,2419.5999944331907,3678.163905240022,3115.359628844822,3217.967342244648,2877.724688342435,2761.0998052447044,3400.710646348773,3517.3028030145733,3243.0632319832794,3279.278168138166,3635.833125230981,3543.4605465616864
6,3706.552094594407,2557.665100582725,4194.277658789784,395.66504901634903,568.6544963760092,702.1019059245855,0.0,227.22558868141016,421.5592490963413,2900.6010907644677,2697.15192336423,2203.6475744592904,2147.7472485790863,2587.392765065079,2063.982075554928,1992.054531221882,1749.1324111983988,1813.7301910093977,2156.354812414075,2195.770230648374,4195.85803436553,2524.4540569473843,4231.199075021266,3730.5626451756325,3812.4293487487666,3463.5522423679176,3329.420034053862,3992.877100940602,4135.775368893817,3851.73609217458,3883.6803646422345,4189.628378874715,4177.1673814488795
7,3505.0270183739303,2333.991143841511,4017.8880575660064,347.6901304913458,683.8563837583783,631.1066867137969,227.22558868141016,0.0,194.5727512878848,2676.948070985573,2472.920934725026,1976.8105447693333,1921.2971122086105,2362.7310044142705,1837.0035386977086,1764.849062897722,1521.927784776019,1587.4750411866992,1930.4530633669488,1970.2658419781349,3996.110772362853,2301.57504152864,4031.426468957215,3550.7748579571044,3625.1024494526227,3274.449659093494,3135.694478170012,3804.3934927734317,3956.3133915016965,3669.197570151751,3699.5382772469484,3990.1133170281746,4004.1037688170727
8,3328.9370803254587,2146.1630971989025,3862.626080649424,404.1097033390394,811.7642936371241,618.8793490849934,421.5592490963413,194.5727512878848,0.0,2489.0172977885036,2284.261279909727,1784.0385290408656,1729.3155835177815,2173.4937477750964,1642.466477076939,1570.588087188112,1327.6680701837943,1393.010867417465,1736.1153984560974,1776.1146785563858,3821.2069266840795,2114.849795373827,3856.4833164256415,3393.0967578254254,3460.8906444403733,3109.079147582292,2966.508668182474,3639.0408935617884,3798.490372455915,3509.0299454350916,3537.9702704208075,3815.404221301248,3851.697109772613
9,2204.1764937820226,342.9592810069471,3111.261178711335,2795.0594765510195,3228.7873685833183,2771.3468412176157,2900.6010907644677,2676.948070985573,2489.0172977885036,0.0,207.69497699021278,755.2121935853033,787.3274839381178,321.74046676523466,987.080113783109,1009.1998860639777,1222.9619475559498,1235.6412643003857,1007.9906061446449,1009.1095116660169,2589.4268514608616,378.76925946351156,2615.0553787052195,2720.8063939345284,2615.7406098038196,2359.749083146468,2180.535120147717,2713.090078790134,3006.867923695263,2744.5156830341375,2732.3551710554884,2590.7926041548394,3163.67947246735
10,2181.0148571488116,143.90366890584147,3072.012868636473,2587.784354972945,3021.300627947416,2563.9190645019726,2697.15192336423,2472.920934725026,2284.261279909727,207.69497699021278,0.0,550.5791380676504,580.1246513236812,114.19431879992202,788.5858482203813,805.3664802580415,1015.8509400191556,1032.294381754816,822.5863657883145,829.1444177481458,2591.750700398593,191.12480542268477,2619.237383395589,2663.6217318770678,2573.7259784078174,2298.6825172938757,2116.1852899508203,2682.7691544446616,2969.4389498497153,2697.578688119073,2689.4394983986067,2592.2638882716465,3119.14361273308
11,2104.326779143397,445.01629106122243,2924.5431762614508,2061.9739896630426,2491.226200351548,2021.083949281795,2203.6475744592904,1976.8105447693333,1784.0385290408656,755.2121935853033,550.5791380676504,0.0,74.6722041397546,437.75414588101205,253.7675475383079,254.97890524357868,473.7445256452649,482.02416526398457,346.33970584044107,378.024269190115,2567.6375746302483,446.151827632035,2599.1914084805007,2477.897273226925,2431.662521488963,2114.1836221687863,1930.112616597986,2568.9090162870257,2829.122648374941,2538.606061944691,2541.5339011861433,2565.877815684692,2956.545841750464
12,2174.4651647646233,461.9262433081347,2989.328754760525,2015.6351094698443,2446.9089090138527,1984.077639182283,2147.7472485790863,1921.2971122086105,1729.3155835177815,787.3274839381178,580.1246513236812,74.6722041397546,0.0,465.9500871909899,270.31866442428407,243.71069791977106,435.7292132677376,465.7323258918273,387.61209166657636,425.05237117597926,2639.441308426025,453.89399421762124,2671.1175102653096,2540.4268350570132,2497.511324101595,2177.555516690935,1993.8301457214257,2636.356795273724,2894.5254142643576,2603.0936310294287,2606.8075149058377,2637.598062907011,3020.180952594464
13,2169.3847582209264,71.7856684113718,3049.0643335324207,2474.592624747436,2907.8216741336423,2449.731739319773,2587.392765065079,2362.7310044142705,2173.4937477750964,321.74046676523466,114.19431879992202,437.75414588101205,465.9500871909899,0.0,679.2757753526394,692.7233500178153,901.6792349085439,919.7585796211723,721.9301287271485,732.1562093346436,2592.8630578181896,127.32448324392526,2621.2966063666677,2631.5625236804576,2550.353799247175,2265.456603649483,2081.739205295674,2665.6137336125553,2947.6982480237116,2671.152584364355,2665.271332432979,2592.906068586358,3093.177030055043
14,2009.844544279368,694.5433008438366,2787.246942783526,1887.2239367027441,2308.217926932981,1819.952234204057,2063.982075554928,1837.0035386977086,1642.466477076939,987.080113783109,788.5858482203813,253.7675475383079,270.31866442428407,679.2757753526394,0.0,96.15052478409523,320.42536354873084,263.40341926660375,153.57979400340423,203.15031152226203,2488.645992924749,699.0658587928228,2521.5671079364038,2329.1732401758977,2302.3786018527044,1971.3236942558606,1790.0922966214287,2450.06751145466,2695.808644431715,2400.5810036422636,2408.242804848316,2485.890846909465,2812.5759914356877
