,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0.0,3304.7040193435155,3890.396712172749,2613.130205398992,3020.5598943129244,2847.7989491338985,3825.650068399197,3614.9180055769098,3411.030256067941,57.35841735453463,3105.113519619192,3033.9781866684107,3145.0683690615033,3274.8184429270973,3308.1669612401997,2822.033950453295,3948.5121262136563,2943.2547945632277,2851.480637942126,4151.870402180436,4098.6884226933425,2645.8670035811992,3248.17076255753,3338.2196947364037,3339.9334049889326,3852.8653596318527,2933.1955150011095
1,3304.7040193435155,0.0,1291.7443650491361,1880.7748926918787,1881.367325318886,1282.40587740928,1478.1627475143039,1183.318079089682,591.686948010096,3330.1911943423497,964.1182523313829,1475.9506087781622,343.10959574372816,704.423749237262,534.0449744682509,631.6047824270362,1466.4318246457797,1856.7369196078525,1100.7316109759558,1096.1254281936913,1760.765684828895,1823.733126039469,1283.8152073151402,1545.8502541991618,793.3174214028202,1343.2247059239749,1306.9570314991554
2,3890.396712172749,1291.7443650491361,0.0,3123.563274119993,3165.5193338201134,2553.94322265901,274.0976505500175,2426.2316562556143,1851.7667209154233,3930.752303101389,2255.138226836521,2763.684996697786,1627.8405767103318,1990.808965505039,1815.9526596914516,1839.81318750835,183.07779187501214,3136.037289974989,2369.2721936669527,2046.4594496980008,478.16857890881596,3071.3170084308476,2574.299969728406,765.1682877350836,627.1172276780735,96.21459081615379,2587.945646897346
3,2613.130205398992,1880.7748926918787,3123.563274119993,0.0,407.8824110745839,621.1329645986912,3254.541897891508,1303.9520193838534,1505.0211029870582,2605.0826362909797,1004.8286535029838,580.2874180349764,1541.223539482873,1312.600848856561,1466.0706698926,1283.9178201122838,3282.2001552358083,331.72643398492335,788.1590546337618,2054.4512524720626,3561.691670846396,64.17941619672408,881.6758347854153,3107.4319468648664,2525.4189845832852,3155.22131937027,636.6099292891267
4,3020.5598943129244,1881.367325318886,3165.5193338201134,407.8824110745839,0.0,622.8001246826004,3325.6444860277647,1057.7868597612417,1405.8488182296721,3012.8178213455103,925.1491647261719,409.11201034226025,1539.8394540304625,1224.376865780324,1396.6715195746037,1357.16695455654,3334.362029175168,78.67492913647715,805.7569955077175,1831.123691057555,3623.4882323999464,376.82389068870816,675.7523893862738,3245.590037866034,2600.1505126334814,3208.529875618848,578.0301705758899
5,2847.7989491338985,1282.40587740928,2553.94322265901,621.1329645986912,622.8001246826004,0.0,2706.822021366177,791.8533695047998,885.1816229717047,2851.7884323356234,387.77592652029233,275.71521452163915,939.4207397118819,692.5456063553771,845.1540404268994,734.394357290581,2720.0072568109754,584.3805708392975,184.8920291845441,1481.9158313172538,3007.0218038045336,559.090355308583,400.38095442185045,2624.5403257071825,1979.7085726743435,2593.6654418346507,92.29269263967791
6,3825.650068399197,1478.1627475143039,274.0976505500175,3254.541897891508,3325.6444860277647,2706.822021366177,0.0,2640.5131998863685,2056.6284374938205,3868.710968247484,2430.994041171169,2930.4227228756054,1801.9958321420631,2182.5718346212598,2010.8623947090844,1978.8010720888567,156.0440978782328,3291.1706540848827,2522.084451902439,2300.99785528403,313.2711327158233,3205.2718385103253,2759.6119595910523,561.5874155283815,729.5241780385112,179.31298497010175,2747.9870074953164
7,3614.9180055769098,1183.318079089682,2426.2316562556143,1303.9520193838534,1057.7868597612417,791.8533695047998,2640.5131998863685,0.0,591.6344447017007,3622.276398923624,524.1739201468648,723.7055171953059,927.331921621113,528.2983708657098,663.1474658311377,1014.3756961258847,2607.7798561010745,1081.690122519327,763.5282712400746,773.5470944755006,2904.098918742488,1241.1733014789731,423.9952840164684,2724.491742330097,1976.5394243436888,2490.987494683441,722.3063709736368
8,3411.030256067941,591.686948010096,1851.7667209154233,1505.0211029870582,1405.8488182296721,885.1816229717047,2056.6284374938205,591.6344447017007,0.0,3427.275966300797,500.8940878790202,999.4951760606323,371.7920923284485,192.650869902997,110.3463754837032,601.9808857278688,2031.490751145485,1398.5020576694844,738.4354497964611,742.840018155505,2327.8169086120397,1442.1210202245534,750.1340569740486,2134.4313207832743,1384.9509908366751,1912.045297027211,873.4071007632198
9,57.35841735453463,3330.1911943423497,3930.752303101389,2605.0826362909797,3012.8178213455103,2851.7884323356234,3868.710968247484,3622.276398923624,3427.275966300797,0.0,3114.6063043574773,3033.9679367645153,3165.646589578631,3288.832658508788,3325.0776405147803,2840.555118477104,3990.62125246574,2935.805871968504,2859.166898564715,4167.24055170232,4143.167047431842,2639.007347155829,3252.0386031624425,3384.111304312994,3376.8130702320955,3894.140245249843,2936.475423339686
