,0,1,2,3,4,5,6,7,8,9,10
0,0.0,1840.6636536887495,1756.9015899294895,1337.4506760931163,1791.1021255602566,3275.8929250257374,1403.773139673578,1603.1533015586895,1534.2421491404516,1761.493443488799,1984.6651409851838
1,1840.6636536887495,0.0,92.8384210726783,614.9547298056775,157.94394905180576,1940.3045008569432,692.2052091394353,248.55040632513538,865.9508167836758,261.90677729145244,145.92328489801963
2,1756.9015899294895,92.8384210726783,0.0,522.412350891311,112.3764437992767,2017.0410437525109,604.0260125040717,157.50783598718783,787.8743264606668,204.8726145078497,236.7561939421222
3,1337.4506760931163,614.9547298056775,522.412350891311,0.0,504.7805818143645,2488.530629635574,164.37885727698998,377.2205425525499,421.54588496531375,444.562505768229,754.1076529969108
4,1791.1021255602566,157.94394905180576,112.3764437992767,504.7805818143645,0.0,2096.274570097488,556.8386547452978,199.77874303229774,713.2401107633788,104.01057395196847,263.63217590671485
5,3275.8929250257374,1940.3045008569432,2017.0410437525109,2488.530629635574,2096.274570097488,0.0,2607.333392230546,2126.196383243455,2804.8229752348607,2199.650960194546,1850.4279293695608
6,1403.773139673578,692.2052091394353,604.0260125040717,164.37885727698998,556.8386547452978,2607.333392230546,0.0,481.1429485103243,257.1779456457302,472.70930647220575,819.3449263398815
7,1603.1533015586895,248.55040632513538,157.50783598718783,377.2205425525499,199.77874303229774,2126.196383243455,481.1429485103243,0.0,694.2141202326444,226.13595011126765,393.91947461152347
8,1534.2421491404516,865.9508167836758,787.8743264606668,421.54588496531375,713.2401107633788,2804.8229752348607,257.1779456457302,694.2141202326444,0.0,612.8849672304275,972.5053678026065
9,1761.493443488799,261.90677729145244,204.8726145078497,444.562505768229,104.01057395196847,2199.650960194546,472.70930647220575,226.13595011126765,612.8849672304275,0.0,359.8335838102235
10,1984.6651409851838,145.92328489801963,236.7561939421222,754.1076529969108,263.63217590671485,1850.4279293695608,819.3449263398815,393.91947461152347,972.5053678026065,359.8335838102235,0.0
