,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,638,07-31 13:57:00,126.544,43.85,731,1,
1,638,07-31 13:57:00,126.545,43.85,731,1,
2,638,07-31 15:35:00,126.549,43.841,731,1,
3,638,07-31 14:50:00,126.54647,43.83972,731,0,1804046.0
4,638,07-31 15:38:00,126.54868,43.84082,731,0,1904480.0
5,638,07-31 16:48:00,126.56086,43.84118,731,0,3035575.0
6,638,07-31 15:11:00,126.54499,43.83628,731,0,759740.0
7,638,07-31 15:21:00,126.54582,43.83724,731,0,1629257.0
8,638,07-31 16:22:00,126.55578,43.83999,731,0,1604103.0
9,638,07-31 20:42:00,126.5918,43.77692,731,0,2138211.0
10,638,07-31 15:04:00,126.54434,43.83776,731,0,827215.0
11,638,07-31 15:53:00,126.55384,43.84214,731,0,1978307.0
12,638,07-31 16:01:00,126.55457,43.84178,731,0,2584351.0
13,638,07-31 16:27:00,126.55998,43.83998,731,0,3337367.0
14,638,07-31 16:38:00,126.56116,43.84145,731,0,2399306.0
15,638,07-31 16:54:00,126.55985,43.84248,731,0,1992331.0
16,638,07-31 16:14:00,126.55153,43.83889,731,0,299570.0
