,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,487,126.567,43.812,830,1,,
1,487,126.55488,43.79003,830,0,2801386.0,08-30 10:02:00
2,487,126.52339,43.80292,830,0,2489092.0,08-30 13:06:00
3,487,126.57581,43.78287,830,0,135462.0,08-30 10:29:00
4,487,126.53142,43.80578,830,0,684259.0,08-30 12:12:00
5,487,126.53183,43.80787,830,0,99247.0,08-30 12:22:00
6,487,126.53054,43.80717,830,0,1736572.0,08-30 12:51:00
7,487,126.52732,43.80579,830,0,3737070.0,08-30 12:59:00
8,487,126.53608,43.80766,830,0,1416275.0,08-30 11:50:00
9,487,126.55239,43.78797,830,0,2864979.0,08-30 10:19:00
10,487,126.58674,43.78091,830,0,580898.0,08-30 11:10:00
11,487,126.58792,43.7815,830,0,1232821.0,08-30 11:15:00
12,487,126.59284,43.7778,830,0,1348443.0,08-30 11:29:00
13,487,126.59311,43.77734,830,0,1914486.0,08-30 18:31:00
