,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,2925,126.5445,43.85,917,1,,
1,2925,126.51551,43.8126,917,0,1885485.0,09-17 10:36:00
2,2925,126.51843,43.8321,917,0,4037017.0,09-17 08:35:00
3,2925,126.52049,43.8217,917,0,4205615.0,09-17 09:34:00
4,2925,126.53768,43.84475,917,0,4480207.0,09-17 07:59:00
5,2925,126.52041,43.83558,917,0,3358967.0,09-17 08:12:00
6,2925,126.52083,43.83523,917,0,4009400.0,09-17 08:18:00
7,2925,126.51867,43.81991,917,0,266208.0,09-17 09:48:00
8,2925,126.5245,43.83663,917,0,3564478.0,09-17 08:06:00
9,2925,126.51586,43.8325,917,0,2010737.0,09-17 08:44:00
10,2925,126.51655,43.82546,917,0,4317265.0,09-17 09:14:00
11,2925,126.51632,43.81884,917,0,4505770.0,09-17 09:59:00
12,2925,126.51803,43.82251,917,0,4151879.0,09-17 10:46:00
13,2925,126.5181,43.82647,917,0,3620090.0,09-17 10:52:00
14,2925,126.52582,43.82724,917,0,1694467.0,09-17 18:02:00
15,2925,126.51206,43.83244,917,0,1208827.0,09-17 09:00:00
16,2925,126.51618,43.81847,917,0,1441460.0,09-17 10:08:00
17,2925,126.51253,43.81427,917,0,3044639.0,09-17 10:30:00
18,2925,126.51992,43.82167,917,0,1332268.0,09-17 09:42:00
19,2925,126.51617,43.81412,917,0,1385791.0,09-17 10:21:00
