,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,3048.2702016516396,3007.948059323125,3277.3557925941827,3206.488898779084,3166.852497498696,3255.431224056171,2832.7199809095223,2811.4886037506762,4814.595773779817,4534.619955163072,4689.465910581428,4925.93046766855,3945.0683746351483,4670.047039674086,4230.698380025941,4371.277545354108,3611.4327268570896,3294.0508794675834,2527.4400057829307,2441.183455741962,3657.2737770457124,2205.5823777819373,2190.2976463364826
1,3048.2702016516396,0.0,284.7811493060845,647.8627237064976,555.3181190810355,634.4868591586344,240.08992005968565,389.20757838630834,392.09513594251325,1932.832853987861,1688.8018063679315,1767.3281636835725,2092.1743085177004,1193.4912013749115,1737.6146949292868,1309.0380696673758,1474.3327304154843,738.7665002578614,266.38731219158166,713.9501685095137,632.6139899245536,840.6076774786909,881.2676131802283,913.1833906764197
2,3007.948059323125,284.7811493060845,0.0,410.98443424412415,311.5626038601145,368.61524096797683,480.3597427178521,182.2827785389864,200.44259431325565,2131.567706448128,1903.7934699244834,1955.876612767181,2301.1757901810756,1445.1154866169447,1922.803051500075,1511.4223416384418,1680.0891954740223,986.6061168241747,487.6961283070589,532.2230228527019,571.7880129691215,1095.7101861842505,802.5333284617825,820.7940166580556
3,3277.3557925941827,647.8627237064976,410.98443424412415,0.0,99.52617829150438,114.18459102176503,751.7203518333737,509.52292652909347,532.8289106366635,2195.577710370389,2005.3926997925662,2006.560296301488,2380.5560841384063,1639.855244891596,1968.6305320066472,1605.1971146970693,1772.2362950986433,1198.8928288496502,736.1050071987012,751.3048377832562,909.7519969468491,1315.3844456116524,1100.2421293714985,1103.5373228984513
4,3206.488898779084,555.3181190810355,311.5626038601145,99.52617829150438,0.0,104.91331414796788,675.7792169774709,415.37075972834964,438.80306272665,2177.028623461815,1977.2386949398458,1990.5370474337956,2358.878500027171,1588.543750954506,1953.6231886017606,1576.9925040636385,1745.31679293783,1140.7916886232545,664.0537484784701,679.242098228183,819.946580838288,1256.6120274785947,1018.5356696899881,1024.5784720514332
5,3166.852497498696,634.4868591586344,368.61524096797683,114.18459102176503,104.91331414796788,0.0,772.1878262258872,430.4078909530993,452.92434274920646,2279.494075680257,2081.388440907662,2092.3611394468867,2462.028990758555,1692.6465885089215,2055.177462545653,1681.0829272362269,1849.260547881282,1243.7543076473917,762.7285054240828,643.2483365856673,817.7988531334142,1359.3252575934628,997.9307896874143,998.9342152170739
6,3255.431224056171,240.08992005968565,480.3597427178521,751.7203518333737,675.7792169774709,772.1878262258872,0.0,618.6031970549358,624.5514000494343,1692.7829308835135,1449.283271658186,1527.983479171303,1852.3114777128073,966.0594509516649,1498.6703329293834,1069.0153141285114,1234.246126129133,507.9255398537971,43.4870523956804,952.7526253077634,865.1401636560997,615.525055687348,1112.9965181361351,1147.0831861134905
7,2832.7199809095223,389.20757838630834,182.2827785389864,509.52292652909347,415.37075972834964,430.4078909530993,618.6031970549358,0.0,23.454969260213133,2296.6701723482615,2062.260466956158,2124.0549028425935,2462.6050540168626,1581.563569939819,2091.92220314323,1674.2092771343625,1841.9737159385988,1125.0856038869686,634.5689529522397,352.4215857752992,409.1125933580884,1228.9989499312082,627.7222740274104,642.9807993091354
8,2811.4886037506762,392.09513594251325,200.44259431325565,532.8289106366635,438.80306272665,452.92434274920646,624.5514000494343,23.454969260213133,0.0,2306.445137209038,2070.4448782918566,2134.7105648423453,2471.4057416159394,1585.4675476161785,2102.8558908703326,1683.5708290200641,1851.0486358073158,1129.801443302827,641.9509020631168,338.8900163553111,385.99427539768857,1232.6558029359458,606.179180660752,622.2020756420752
9,4814.595773779817,1932.832853987861,2131.567706448128,2195.577710370389,2177.028623461815,2279.494075680257,1692.7829308835135,2296.6701723482615,2306.445137209038,0.0,284.5257720254858,195.3788053697469,197.4672541140258,874.971475502329,237.32111209040488,623.8321611512537,459.98684988507796,1229.736837068884,1668.6651370231064,2641.905682611334,2547.0593103488927,1164.8290915266737,2790.2314012843876,2828.41254746523
10,4534.619955163072,1688.8018063679315,1903.7934699244834,2005.3926997925662,1977.2386949398458,2081.388440907662,1449.283271658186,2062.260466956158,2070.4448782918566,284.5257720254858,0.0,249.4976075407293,405.6806237304773,591.5598627226477,269.1241329404801,400.3659540982313,233.86591867714284,967.8540312144462,1428.7662296437088,2401.970016669222,2291.8604938476465,894.1048372546901,2532.227226316663,2571.8232071007396
11,4689.465910581428,1767.3281636835725,1955.876612767181,2006.560296301488,1990.5370474337956,2092.3611394468867,1527.983479171303,2124.0549028425935,2134.7105648423453,195.3788053697469,249.4976075407293,0.0,392.0341019729731,779.708290154762,42.658993048475,465.0360289142255,318.9395743922645,1084.8039404532185,1501.5786906036938,2471.8173253258915,2388.483656358045,1032.1922422210564,2633.7348599436377,2670.518829872862
12,4925.93046766855,2092.1743085177004,2301.1757901810756,2380.5560841384063,2358.878500027171,2462.028990758555,1852.3114777128073,2462.6050540168626,2471.4057416159394,197.4672541140258,405.6806237304773,392.0341019729731,0.0,982.0882262187852,434.3278506548359,789.8919677449364,621.0889764276096,1373.5268321462097,1830.6029512352561,2804.4714014920232,2697.460286185639,1298.2588844728853,2937.9038479427404,2977.4950260258415
13,3945.0683746351483,1193.4912013749115,1445.1154866169447,1639.855244891596,1588.543750954506,1692.6465885089215,966.0594509516649,1581.563569939819,1585.4675476161785,874.971475502329,591.5598627226477,779.708290154762,982.0882262187852,0.0,772.3501691304393,407.12181378548553,472.4793319642778,458.5094863661596,957.7153377810367,1900.8010627331084,1755.4155039374348,353.01506580437194,1987.0676692451361,2029.5690618144974
14,4670.047039674086,1737.6146949292868,1922.803051500075,1968.6305320066472,1953.6231886017606,2055.177462545653,1498.6703329293834,2091.92220314323,2102.8558908703326,237.32111209040488,269.1241329404801,42.658993048475,434.3278506548359,772.3501691304393,0.0,441.15342842890504,304.4435018408017,1062.2187276910452,1471.5648532331388,2440.371458473724,2360.5434376819435,1013.3443457257636,2606.308081934408,2642.6746715019485
15,4230.698380025941,1309.0380696673758,1511.4223416384418,1605.1971146970693,1576.9925040636385,1681.0829272362269,1069.0153141285114,1674.2092771343625,1683.5708290200641,623.8321611512537,400.3659540982313,465.0360289142255,789.8919677449364,407.12181378548553,441.15342842890504,0.0,169.24964558798305,621.1357915453752,1044.883789138434,2018.390435907041,1925.6903691861721,577.4016699821359,2170.154201183297,2207.4914887591276
16,4371.277545354108,1474.3327304154843,1680.0891954740223,1772.2362950986433,1745.31679293783,1849.260547881282,1234.246126129133,1841.9737159385988,1851.0486358073158,459.98684988507796,233.86591867714284,318.9395743922645,621.0889764276096,472.4793319642778,304.4435018408017,169.24964558798305,0.0,771.925295868501,1211.2074424777416,2185.106883609636,2087.0735401393326,714.2528879764004,2330.3292134330727,2368.4359839089093
17,3611.4327268570896,738.7665002578614,986.6061168241747,1198.8928288496502,1140.7916886232545,1243.7543076473917,507.9255398537971,1125.0856038869686,1129.801443302827,1229.736837068884,967.8540312144462,1084.8039404532185,1373.5268321462097,458.5094863661596,1062.2187276910452,621.1357915453752,771.925295868501,0.0,499.3051943259656,1450.5260528389165,1324.713415182714,116.6669358148022,1564.378545907352,1604.1320158817327
18,3294.0508794675834,266.38731219158166,487.6961283070589,736.1050071987012,664.0537484784701,762.7285054240828,43.4870523956804,634.5689529522397,641.9509020631168,1668.6651370231064,1428.7662296437088,1501.5786906036938,1830.6029512352561,957.7153377810367,1471.5648532331388,1044.883789138434,1211.2074424777416,499.3051943259656,0.0,973.9547056078361,896.657577420504,610.0645521195875,1145.000305468374,1178.1239648660426
19,2527.4400057829307,713.9501685095137,532.2230228527019,751.3048377832562,679.242098228183,643.2483365856673,952.7526253077634,352.4215857752992,338.8900163553111,2641.905682611334,2401.970016669222,2471.8173253258915,2804.4714014920232,1900.8010627331084,2440.371458473724,2018.390435907041,2185.106883609636,1450.5260528389165,973.9547056078361,0.0,288.60282368276563,1548.1610205732661,369.23237840994807,361.17164310862034
20,2441.183455741962,632.6139899245536,571.7880129691215,909.7519969468491,819.946580838288,817.7988531334142,865.1401636560997,409.1125933580884,385.99427539768857,2547.0593103488927,2291.8604938476465,2388.483656358045,2697.460286185639,1755.4155039374348,2360.5434376819435,1925.6903691861721,2087.0735401393326,1324.713415182714,896.657577420504,288.60282368276563,0.0,1409.3796172738091,248.66366080033748,282.1880404304421
21,3657.2737770457124,840.6076774786909,1095.7101861842505,1315.3844456116524,1256.6120274785947,1359.3252575934628,615.525055687348,1228.9989499312082,1232.6558029359458,1164.8290915266737,894.1048372546901,1032.1922422210564,1298.2588844728853,353.01506580437194,1013.3443457257636,577.4016699821359,714.2528879764004,116.6669358148022,610.0645521195875,1548.1610205732661,1409.3796172738091,0.0,1644.9894675015107,1686.2388876321459
22,2205.5823777819373,881.2676131802283,802.5333284617825,1100.2421293714985,1018.5356696899881,997.9307896874143,1112.9965181361351,627.7222740274104,606.179180660752,2790.2314012843876,2532.227226316663,2633.7348599436377,2937.9038479427404,1987.0676692451361,2606.308081934408,2170.154201183297,2330.3292134330727,1564.378545907352,1145.000305468374,369.23237840994807,248.66366080033748,1644.9894675015107,0.0,49.85942504395781
23,2190.2976463364826,913.1833906764197,820.7940166580556,1103.5373228984513,1024.5784720514332,998.9342152170739,1147.0831861134905,642.9807993091354,622.2020756420752,2828.41254746523,2571.8232071007396,2670.518829872862,2977.4950260258415,2029.5690618144974,2642.6746715019485,2207.4914887591276,2368.4359839089093,1604.1320158817327,1178.1239648660426,361.17164310862034,282.1880404304421,1686.2388876321459,49.85942504395781,0.0
