,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,2613.708736391307,1975.6622950126844,2269.6914112173595,2191.2953773069507,3905.621925638957,4138.439395299368,3627.7183658118165,3739.8482269707924,3021.817975468394,3110.8443526000265,3883.255701991752,4018.0284512309,4105.62314745748,3974.6873471894087,2941.1602675201448,2966.4829352610436,3015.184157428551,3149.5249442232084,3190.2686215990375,3434.9747092089456
1,2613.708736391307,0.0,665.4985597152623,612.9483836691714,588.4293828969294,2193.3588483444482,2350.0333503093652,1775.0335229591462,1740.1536444165079,760.3063834387827,1374.2543064105312,2408.162653805308,2614.560401350509,2444.2397547183978,2280.6981301743,1270.5240278413112,1151.4990163469129,1251.1709655175691,1556.659544122424,1506.0900182074072,1737.2192277242343
2,1975.6622950126844,665.4985597152623,0.0,396.0629227467089,282.99805238454053,2336.806522225445,2536.0263339191565,1956.9639677729754,1994.8941659279074,1104.8010757215616,1456.03715799133,2463.74875296889,2654.236726242158,2579.6692563514657,2421.210023527785,1300.104997075915,1245.4369140388092,1330.7089063353442,1587.524326600735,1576.9815804009245,1839.6309769729398
3,2269.6914112173595,612.9483836691714,396.0629227467089,0.0,114.26740558366522,1942.2676732581367,2140.134200153076,1560.9108824963137,1602.030521667165,753.9654546785223,1061.8712769836163,2078.9861329763066,2272.9883088005545,2186.2156797302064,2027.039751717933,909.1643479477867,849.5436830627942,935.8094438114679,1200.0114905749185,1184.614304494482,1446.1972212952537
4,2191.2953773069507,588.4293828969294,282.99805238454053,114.26740558366522,0.0,2056.4977523556304,2253.9565585921277,1674.2730776626772,1712.5820702180808,843.5396729718772,1176.1354870285375,2192.2160350866584,2385.603184992854,2300.4828171270146,2141.29388682983,1023.1814870904843,963.4288985565821,1050.0275203891558,1313.561643615133,1298.8168126441144,1560.4616384951898
5,3905.621925638957,2193.3588483444482,2336.806522225445,1942.2676732581367,2056.4977523556304,0.0,237.35166524192965,422.25819815147764,540.0080559377975,1442.4855083210687,880.7941936175564,357.9368692277124,535.4990407075692,250.92882455547965,87.36025696227505,1041.0305960978426,1095.5135912301294,1006.4792501232603,773.9063299238535,763.390400783459,499.2968268972933
6,4138.439395299368,2350.0333503093652,2536.0263339191565,2140.134200153076,2253.9565585921277,237.35166524192965,0.0,583.7868038302513,626.9568447448517,1591.0793442748877,1085.4490452404941,486.08589304149154,597.918014017971,205.9522400224045,192.73322903291287,1251.2051219258997,1290.5990275866177,1207.2623745510652,997.2237773019259,976.2953635675312,715.0694365498362
7,3627.7183658118165,1775.0335229591462,1956.9639677729754,1560.9108824963137,1674.2730776626772,422.25819815147764,583.7868038302513,0.0,215.88121193079488,1021.1512448582612,523.3768786664363,708.3565879837064,913.4863181650348,671.5690824226382,508.8568555381935,694.0797941056921,713.1153385491725,636.519150269324,494.63327623803303,438.5110096807735,236.79415351469635
8,3739.8482269707924,1740.1536444165079,1994.8941659279074,1602.030521667165,1712.5820702180808,540.0080559377975,626.9568447448517,215.88121193079488,0.0,980.1984963122197,635.0379359632385,872.5685900867397,1068.1732851385466,767.5487997814631,617.1060250564248,801.1412944149095,780.3738242259396,724.7034984052287,662.2798855188252,586.1999464443378,441.32744199649625
9,3021.817975468394,760.3063834387827,1104.8010757215616,753.9654546785223,843.5396729718772,1442.4855083210687,1591.0793442748877,1021.1512448582612,980.1984963122197,0.0,692.3698466896651,1682.6612563949734,1891.532825071229,1692.5914166451382,1529.5161744105055,652.738699642855,503.90375607097394,592.4009618813304,889.4911835904533,816.0003517646118,1012.3974049916504
