,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,2925,126.5445,43.85,909,1,,
1,2925,126.51431,43.83029,909,0,1034176.0,09-09 11:31:00
2,2925,126.51879,43.82189,909,0,3812064.0,09-09 12:21:00
3,2925,126.51503,43.81178,909,0,2796692.0,09-09 13:38:00
4,2925,126.51365,43.83394,909,0,3545641.0,09-09 10:56:00
5,2925,126.51094,43.83305,909,0,1017373.0,09-09 11:06:00
6,2925,126.52001,43.83584,909,0,3306205.0,09-09 10:08:00
7,2925,126.51287,43.81531,909,0,4407630.0,09-09 13:19:00
8,2925,126.51641,43.81832,909,0,1660812.0,09-09 12:30:00
9,2925,126.51903,43.82793,909,0,2293837.0,09-09 14:09:00
10,2925,126.5164,43.82593,909,0,3805642.0,09-09 13:54:00
11,2925,126.52051,43.82369,909,0,318157.0,09-09 11:56:00
12,2925,126.51486,43.81508,909,0,2560404.0,09-09 13:10:00
13,2925,126.51712,43.83131,909,0,2414503.0,09-09 10:50:00
14,2925,126.51641,43.83273,909,0,3227048.0,09-09 10:30:00
15,2925,126.5124,43.81429,909,0,1421485.0,09-09 13:28:00
16,2925,126.5222,43.8233,909,0,1253071.0,09-09 12:06:00
17,2925,126.52401,43.83743,909,0,4336315.0,09-09 09:49:00
