,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,2763.131398639352,3550.555400091287,3627.9877689264817,3168.569882089721,2606.1978895791895,4696.496019051418,3795.3816845754177,3798.9295994988497,2968.3935915107136,3644.6946849940327,3026.0292535920144
1,2763.131398639352,0.0,787.6082838632876,913.3482029462765,407.1810179001935,368.0726102512452,5933.834137546748,4976.316329135264,4562.215120819439,1658.628462059894,907.8723137533017,302.34599066286506
2,3550.555400091287,787.6082838632876,0.0,360.77542029682326,382.7648163279578,1010.9680148977292,6475.468698593487,5536.860096860737,5057.15215376813,1970.5769794621274,281.70559413163477,545.9519665579321
3,3627.9877689264817,913.3482029462765,360.77542029682326,0.0,582.1381321455356,1219.5289235937248,6272.872695174583,5347.760980057829,4838.067302211072,1723.5991259056268,90.25865208801561,768.7330248595983
4,3168.569882089721,407.1810179001935,382.7648163279578,582.1381321455356,0.0,647.0651317785454,6228.513635190105,5279.334956020106,4831.213988601707,1810.9177440961323,550.1050859121278,186.67247827743043
5,2606.1978895791895,368.0726102512452,1010.9680148977292,1219.5289235937248,647.0651317785454,0.0,6080.815340193803,5116.209285844401,4743.319832920228,1959.6714862842819,1195.6180948757503,466.5782208931435
6,4696.496019051418,5933.834137546748,6475.468698593487,6272.872695174583,6228.513635190105,6080.815340193803,0.0,968.3850660934188,1461.679951735837,4562.987843073365,6349.572221137515,6219.574698329211
7,3795.3816845754177,4976.316329135264,5536.860096860737,5347.760980057829,5279.334956020106,5116.209285844401,968.3850660934188,0.0,720.2102078699891,3655.304480970628,5422.0669799892485,5264.657400559797
8,3798.9295994988497,4562.215120819439,5057.15215376813,4838.067302211072,4831.213988601707,4743.319832920228,1461.679951735837,720.2102078699891,0.0,3118.7999949634864,4917.108084364109,4837.681709286201
9,2968.3935915107136,1658.628462059894,1970.5769794621274,1723.5991259056268,1810.9177440961323,1959.6714862842819,4562.987843073365,3655.304480970628,3118.7999949634864,0.0,1805.2444776185785,1870.956145860731
10,3644.6946849940327,907.8723137533017,281.70559413163477,90.25865208801561,550.1050859121278,1195.6180948757503,6349.572221137515,5422.0669799892485,4917.108084364109,1805.2444776185785,0.0,735.8383685643881
11,3026.0292535920144,302.34599066286506,545.9519665579321,768.7330248595983,186.67247827743043,466.5782208931435,6219.574698329211,5264.657400559797,4837.681709286201,1870.956145860731,735.8383685643881,0.0
