,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,638,126.544,43.85,718,1,,
1,638,126.5438,43.84499,718,0,2111510.0,07-18 09:43:00
2,638,126.54783,43.83831,718,0,3889403.0,07-18 11:29:00
3,638,126.55453,43.83997,718,0,4323481.0,07-18 15:24:00
4,638,126.54766,43.84342,718,0,821357.0,07-18 16:20:00
5,638,126.54654,43.84366,718,0,3214308.0,07-18 16:29:00
6,638,126.54594,43.84662,718,0,2076393.0,07-18 16:41:00
7,638,126.54394,43.84244,718,0,292108.0,07-18 16:56:00
8,638,126.54667,43.83914,718,0,1557950.0,07-18 10:01:00
9,638,126.54761,43.83869,718,0,880802.0,07-18 10:14:00
10,638,126.54812,43.84097,718,0,1664563.0,07-18 11:47:00
11,638,126.5485,43.84043,718,0,1226214.0,07-18 11:54:00
12,638,126.55983,43.84382,718,0,4125715.0,07-18 12:12:00
13,638,126.56152,43.84196,718,0,3700735.0,07-18 12:18:00
14,638,126.56362,43.84461,718,0,3459472.0,07-18 12:29:00
15,638,126.55781,43.84073,718,0,2617875.0,07-18 13:23:00
16,638,126.55855,43.84149,718,0,2156094.0,07-18 14:11:00
17,638,126.55455,43.83988,718,0,128753.0,07-18 15:17:00
18,638,126.55489,43.84047,718,0,3823440.0,07-18 15:42:00
19,638,126.54605,43.83737,718,0,10968.0,07-18 15:58:00
20,638,126.54763,43.84335,718,0,4060058.0,07-18 16:14:00
21,638,126.5454,43.83731,718,0,2075278.0,07-18 10:55:00
22,638,126.54555,43.83545,718,0,1373052.0,07-18 11:08:00
23,638,126.54505,43.8365,718,0,1904732.0,07-18 11:20:00
24,638,126.55258,43.83881,718,0,3398928.0,07-18 15:12:00
25,638,126.5323,43.88322,718,0,1737212.0,07-18 19:17:00
26,638,126.54609,43.83748,718,0,1248701.0,07-18 16:05:00
