,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,1103,06-13 09:15:00,126.567,43.812,613,1,
1,1103,06-13 13:42:00,126.593,43.831,613,1,
2,1103,06-13 13:29:00,126.59209,43.83092,613,0,492787.0
3,1103,06-13 13:37:00,126.59559,43.83235,613,0,268800.0
4,1103,06-13 14:12:00,126.6047,43.83292,613,0,1621742.0
5,1103,06-13 14:38:00,126.60497,43.82967,613,0,1542198.0
6,1103,06-13 13:56:00,126.59926,43.83446,613,0,353013.0
7,1103,06-13 10:44:00,126.57712,43.82644,613,0,499516.0
8,1103,06-13 12:25:00,126.56747,43.83113,613,0,3230918.0
9,1103,06-13 12:39:00,126.56509,43.83108,613,0,2561121.0
10,1103,06-13 10:51:00,126.57835,43.82669,613,0,1308386.0
11,1103,06-13 11:40:00,126.57979,43.82935,613,0,1344961.0
12,1103,06-13 12:03:00,126.57158,43.83075,613,0,1665106.0
13,1103,06-13 12:50:00,126.56612,43.83155,613,0,3865057.0
14,1103,06-13 11:48:00,126.5802,43.82878,613,0,1790066.0
15,1103,06-13 13:44:00,126.59304,43.83036,613,0,3390458.0
16,1103,06-13 17:44:00,126.57034,43.81069,613,0,4114716.0
17,1103,06-13 17:10:00,126.56922,43.80779,613,0,2077795.0
18,1103,06-13 17:35:00,126.57227,43.81142,613,0,3302631.0
19,1103,06-13 15:34:00,126.57314,43.80786,613,0,3542957.0
20,1103,06-13 17:52:00,126.57196,43.81086,613,0,4178962.0
21,1103,06-13 15:22:00,126.56966,43.80779,613,0,1322815.0
22,1103,06-13 16:49:00,126.57103,43.80742,613,0,887744.0
23,1103,06-13 17:18:00,126.56818,43.80993,613,0,272833.0
24,1103,06-13 18:09:00,126.57302,43.81264,613,0,2767395.0
25,1103,06-13 18:32:00,126.5531,43.80969,613,0,3659442.0
