,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,2434.9374063186783,2088.552354334545,2526.515054011878,1828.6507259877637,2309.7585960351184,2260.6025428481576,2475.6419110841393,2421.3491024037903,2337.0780300633055,2235.590021651255,2464.5807955535997,2457.174333292353,1226.9870902958612,1367.154756317383,1769.3128025081696,1678.9469886817762,1849.620440782181,1777.1112524505197,1852.8415386469655,2068.377126225407,2180.8351751220002,1967.3931797656944,1623.1756688418586,1583.9532534195173,1626.7494084709788,1341.3620736219132,1409.7100643186418,1682.2487618816688,1875.8925517256225,1885.6912677332734,1464.424501915934,1068.4851120468509,797.6997646825915,171.9190925793548,965.5942950917657,1383.3514212954076,725.251015328718,987.9730554053891,322.2661142788656
1,2434.9374063186783,0.0,1214.6515080842921,287.07387448693896,665.1731760886703,184.24962781770986,281.8097990868411,151.47507509104238,109.90998999757939,526.1625321110904,631.116249632827,378.7624886048621,271.9560315934207,1251.6967874087275,1175.938277147761,1044.3950711715004,905.1366400562579,713.9225630608928,671.7123857595308,616.3378347759585,1163.3723817429168,998.4538059369391,957.1725051603619,953.0091285475366,871.9902701137243,2002.7557847102125,1984.7696272722671,1800.680279584673,1490.1292810358777,1712.1402455733617,1471.230352258672,1176.941348520555,1461.684613439563,1917.9715891260382,2266.1237905286716,1916.9172048019282,1854.3803779529205,1808.375270037171,1872.6570462473824,2264.931603422279
2,2088.552354334545,1214.6515080842921,0.0,1493.232900903656,805.0682390947336,1273.7565863161701,938.3105282779871,1112.3626723674429,1301.5239924531438,715.8180473849002,589.1734164602954,911.1471900237782,1457.6231396950197,1410.0427897702493,836.5744064056065,407.63433745813524,657.2635440165737,687.1011532925887,926.4081927781064,865.8562841573295,2028.0539588545578,1943.4933942638195,1778.7092860017506,1465.593846047328,1217.5905233611422,2526.909971726446,2370.8579939062593,2241.8562554946034,2107.7867678427447,2403.2107524980092,2201.7686465678403,1610.3258200242665,1594.5012004060334,1991.1054744510043,1927.2416096050476,2098.7104408202736,2276.553358773325,1781.491547126896,2066.14308816484,2084.1921048886934
3,2526.515054011878,287.07387448693896,1493.232900903656,0.0,866.4818632460997,251.4106202604,554.9224770788803,425.6679781934195,191.7309774508205,813.1772585445756,915.0670810791734,659.8820846942839,69.3966177524604,1307.1947473604966,1355.8710521046344,1291.3760039774525,1118.9046890538546,939.6844662705347,835.9929614919756,806.3363231526259,992.0584913836857,807.9940756639238,827.0518819836078,947.9630714274109,942.9117047270958,1893.7619934739591,1915.7446346525069,1725.8979017476033,1381.5882614082286,1566.447491858495,1326.318282593279,1161.232966200597,1499.4410251357465,1935.7116985695995,2362.461139995655,1906.8279211462327,1782.0115434592528,1857.7230761269823,1862.1277760417572,2325.9544737561537
4,1828.6507259877637,665.1731760886703,805.0682390947336,866.4818632460997,0.0,615.1342116563335,437.8918718490061,664.0633982301517,697.1822932738608,539.5448008796499,481.7357033721503,638.0585377135208,808.6822217031607,767.8277679152479,512.484654353854,470.9087436949936,253.8074337682212,117.99762055591545,127.05628342478906,67.70432099544556,1222.9857231504272,1143.794763015403,973.6530579123227,684.9445762194276,456.142181531532,1794.605692383031,1684.8733409725962,1529.514389920791,1335.858655934026,1622.4564673018454,1409.7210021938959,865.0679001073426,985.8254432464458,1443.3560031145475,1657.0061168890093,1496.4113236353828,1572.7493241916625,1283.2555869697824,1456.1833370982154,1703.0019295022664
5,2309.7585960351184,184.24962781770986,1273.7565863161701,251.4106202604,615.1342116563335,0.0,349.159332866051,323.9947114051805,115.19772016306702,635.5731085184036,715.3025369661016,526.5075466962058,195.41198077886742,1105.6613289192853,1106.7370480467878,1046.8717893452085,867.8332535972681,690.7981816885952,587.4342927781086,554.9871057448421,984.2046019215963,825.0752979249796,773.7083974855927,783.0658558534002,729.8048850936013,1818.9988148873538,1805.0922902560337,1619.930377140159,1306.1187623665285,1528.5471586695983,1287.8183679362712,1005.7884428703319,1309.4004065716565,1759.830285420286,2143.18206958163,1749.9885394748983,1674.0376104060872,1662.038152049779,1705.4996122235882,2124.7109331187753
6,2260.6025428481576,281.8097990868411,938.3105282779871,554.9224770788803,437.8918718490061,349.159332866051,0.0,230.40494193410072,363.21890506764714,292.12260911107336,366.77967515548653,248.15680177889038,521.4243119223659,1136.35937595394,945.6134432373838,767.330865814862,652.9140432072992,457.65216695071655,486.99099638611034,407.7661444459168,1275.040614742594,1137.0276395981236,1041.3613452853497,917.4677282532871,767.1488773118573,2026.026504713831,1968.0839368166012,1793.8483477208595,1526.1200502697734,1779.5108757947012,1544.5246564866159,1135.6620198222631,1355.0656466621238,1818.2813545433664,2089.4222593186832,1843.8917009948698,1843.858447035992,1681.2060543491043,1801.0245096372594,2119.4434190285774
7,2475.6419110841393,151.47507509104238,1112.3626723674429,425.6679781934195,664.0633982301517,323.9947114051805,230.40494193410072,0.0,261.0925629097339,403.49362357926844,523.1964487053723,234.48431859597875,419.93023163417655,1321.8348165733944,1174.487203443932,986.812931908155,883.2975483338917,688.0144221081479,698.6401197869208,627.5473828093308,1308.165957994003,1146.7447270838977,1095.5607762393852,1054.9018312016015,943.8031955291783,2129.2862167596672,2098.575556284205,1917.3622685607668,1618.9201901615206,1849.5213874679496,1609.3569063446516,1278.575135887548,1537.0660026952887,1998.1055657521902,2305.1437497106544,2008.913240634785,1969.9698882145149,1874.7820033791309,1965.1264406329303,2322.46662589662
8,2421.3491024037903,109.90998999757939,1301.5239924531438,191.7309774508205,697.1822932738608,115.19772016306702,363.21890506764714,261.0925629097339,0.0,627.3171211074206,724.8320281953536,487.77255716372474,164.7663805714963,1220.2365513913064,1199.4234904035745,1106.1631200288666,945.8767695806401,760.9306496643509,683.5899795133325,641.4082322613554,1063.595976259882,894.6452154815905,865.1064962176472,897.0462769348817,843.5611020745101,1919.8798114227204,1913.2808734556822,1727.0433899507957,1406.1019776638948,1619.392929066061,1378.0865440057316,1119.243750192815,1424.5103015509562,1874.9774832463493,2254.2342543608443,1864.1754396149404,1781.5931943627436,1776.796726078191,1819.6505416657476,2238.8716881872206
9,2337.0780300633055,526.1625321110904,715.8180473849002,813.1772585445756,539.5448008796499,635.5731085184036,292.12260911107336,403.49362357926844,627.3171211074206,0.0,136.92945280573713,197.49009077576744,791.6812705531855,1304.3241209378748,974.6564251505959,667.7597881490285,660.7476182349287,490.05383505028004,639.6095521200295,546.4229284901987,1560.4791150730866,1427.3888498704039,1322.3352292305892,1152.6933379264958,964.010626223557,2273.609636723383,2193.2463258266357,2026.9321574202922,1784.4676700791822,2048.686657758156,1817.4891809063004,1359.9891623193655,1523.3934214391288,1982.491315711329,2165.263583642872,2030.3964200106295,2074.1690640271386,1821.7521774305267,1989.3052508015155,2232.71339985128
