,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,1656,126.585,43.895,908,1,,
1,1656,126.54376,43.91685,908,0,2886521.0,09-08 12:51:00
2,1656,126.58459,43.89465,908,0,3996390.0,09-08 14:05:00
3,1656,126.55548,43.91727,908,0,2409801.0,09-08 14:34:00
4,1656,126.54839,43.91267,908,0,1858337.0,09-08 12:19:00
5,1656,126.54829,43.91421,908,0,3915734.0,09-08 12:26:00
6,1656,126.54688,43.91116,908,0,3510646.0,09-08 12:09:00
7,1656,126.55387,43.91028,908,0,954464.0,09-08 11:06:00
8,1656,126.54906,43.90915,908,0,14250.0,09-08 11:28:00
9,1656,126.54437,43.90553,908,0,902470.0,09-08 11:48:00
10,1656,126.55109,43.91098,908,0,402894.0,09-08 11:18:00
11,1656,126.55374,43.90009,908,0,968255.0,09-08 10:45:00
12,1656,126.55379,43.90727,908,0,232245.0,09-08 10:56:00
13,1656,126.53349,43.863,908,0,1239308.0,09-08 19:43:00
14,1656,126.55838,43.92109,908,0,864332.0,09-08 14:43:00
15,1656,126.56669,43.92645,908,0,4448183.0,09-08 14:52:00
16,1656,126.55646,43.91525,908,0,3446045.0,09-08 16:27:00
17,1656,126.56899,43.92176,908,0,2176628.0,09-08 15:31:00
18,1656,126.57358,43.92292,908,0,1727267.0,09-08 15:45:00
19,1656,126.56812,43.92779,908,0,2598538.0,09-08 15:03:00
20,1656,126.5724,43.92308,908,0,605015.0,09-08 15:37:00
21,1656,126.5755,43.92213,908,0,268753.0,09-08 15:51:00
22,1656,126.57044,43.92883,908,0,3279943.0,09-08 15:10:00
23,1656,126.58463,43.89478,908,0,3871004.0,09-08 17:29:00
