,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0,1817.4092664100917,2341.54927336203,2218.3998983057536,2432.795265321095,2472.3932707938625,2993.475440565438,3177.9265954874913,3243.2468884374484,2835.3181393903023,2721.0285071474227,2588.1319912199947,2868.8750794425855,3501.9987037076985,3546.390400863881,3233.266159125358,3520.6468530375446,3384.421161095973,3351.390087076235,3174.0733959597164,2973.69430553592,3667.7812539848915,3743.3301177362914,3679.4175678801876,3314.71192233608,3810.123898479482,3901.7173033828994,3960.8907623320806,3643.506066978891,3324.008582818825,2334.798798335946,2489.196183436071
1,1817.4092664100917,0.0,527.4597028327469,403.1792003630174,621.5915826796206,815.9320212527881,1293.9084447186233,1406.653531677147,1552.7726832875996,1049.7202500971441,1078.349062794964,964.4111682165961,1161.3324145795036,1781.3349164828037,1850.5085250200088,1537.419014354208,1705.3909270302,1626.0161146465218,1539.335955941944,1379.0584422665672,1184.849138772476,1894.6172068494484,1961.481495637004,1867.0174633225452,1508.9471884039583,1994.1858126081959,2090.3215711232924,2143.5955065387466,1837.389614320049,1534.6980296166678,745.8290752978943,1286.7145144704741
2,2341.54927336203,527.4597028327469,0.0,167.06168208669806,190.98952793007766,501.15058669763357,844.6153376612525,898.2522447502724,1094.0479366320199,539.5079985430965,706.7590040022613,637.687411220798,716.9954144471226,1295.4210344400285,1377.0136807150475,1075.8072642412865,1192.6763470207695,1189.8976945805111,1034.7795143879182,906.5905822825796,668.6906022369535,1379.1369724741255,1441.8148586682228,1339.7550516699673,982.1569332446946,1468.575275274773,1562.954881089742,1623.2319426846225,1339.389952239329,1065.1747267356975,543.3300108553775,1187.9355068783775
3,2218.3998983057536,403.1792003630174,167.06168208669806,0.0,219.7610324418294,638.8082354079551,1011.2382055823865,1059.8326043021455,1261.106713236937,702.3165000872272,862.5865943171389,782.8771427046465,882.9901114870593,1460.9039136605302,1543.5481376609735,1242.866824094458,1302.75187589671,1240.2053520421746,1136.157672181278,980.2401354663634,827.9933619629385,1536.1989656289675,1595.9560805269987,1476.1270562147797,1127.490932968045,1598.346297837521,1699.8477287336125,1742.8945149844603,1434.667062039147,1137.2320746693888,651.0977494603462,1288.604114549531
4,2432.795265321095,621.5915826796206,190.98952793007766,219.7610324418294,0.0,665.5121525145445,925.0373252772746,913.724845488061,1158.1697521454334,571.6593103861136,838.097617581484,789.6252997804659,807.6280675531403,1329.773949974706,1421.9817241950466,1138.1151645150492,1088.0910049836762,1025.8001322592525,919.0671043370631,760.6736847212146,679.3475288700888,1370.8171915780097,1423.404283238191,1278.277392354261,943.2788601481047,1394.0752283711288,1501.6063924666728,1531.6147517219993,1215.8179236575832,917.9340181357596,726.4766148957051,1369.6488653830888
5,2472.3932707938625,815.9320212527881,501.15058669763357,638.8082354079551,665.5121525145445,0.0,521.1046478828368,741.3450312088082,773.820447040466,477.04395926827925,265.0140889767757,150.5421028025934,398.15402191260966,1029.6054330600998,1077.7839861199998,762.5288950324672,1304.4520298607142,1479.018716998917,1194.7194750693297,1164.1697344916604,595.6978173858424,1214.9997397175157,1298.4189343590306,1319.755905699375,950.2427327348825,1472.6145186525266,1524.0829735470274,1664.0398499245487,1491.7700920209363,1310.115603060639,157.01169891713803,721.5729317422716
6,2993.475440565438,1293.9084447186233,844.6153376612525,1011.2382055823865,925.0373252772746,521.1046478828368,0.0,315.49104553850793,259.11261589791064,380.2961020152391,288.81557567734745,417.73145851546707,132.5878280238445,508.55610469296585,560.7699897911928,244.89365500007025,1008.7227163107964,1344.8088603093693,964.767436395,1043.3162577930257,359.93025050353873,717.4794978575054,807.0254480275493,906.8304039938403,585.548341526566,1064.9006200764584,1082.0527320057668,1271.1909448702029,1211.6987692171897,1149.5394036517218,663.3402808186021,936.3513753759107
7,3177.9265954874913,1406.653531677147,898.2522447502724,1059.8326043021455,913.724845488061,741.3450312088082,315.49104553850793,0.0,343.644408098367,359.0407586967427,571.1187866761277,681.7315719987288,370.2558745510801,422.3804175113283,525.6207099353401,321.9881966851331,699.8678826932014,1078.0614317793606,676.8200199396924,797.974362486556,234.54626849520088,490.8203391614169,565.8006098722798,599.2251952710692,272.3124840467588,756.9532973586215,789.1101962989534,960.662857256036,903.0101935923385,880.0637107256816,897.2316869489058,1250.00783340251
8,3243.2468884374484,1552.7726832875996,1094.0479366320199,1261.106713236937,1158.1697521454334,773.820447040466,259.11261589791064,343.644408098367,0.0,590.5002345305498,523.3264599283249,656.3966531374942,391.53935729633787,271.0109732744503,303.96355511577207,22.253363438357162,1008.1402570484239,1418.0950177639172,1010.5133124053554,1141.611721485406,518.263696602132,538.5684826719388,632.6713467241436,819.2541950599951,586.2531106076675,971.3102198857443,954.2020143824045,1180.2791566574804,1207.725886795431,1220.1506221808256,908.6871389842478,1069.8607842504148
9,2835.3181393903023,1049.7202500971441,539.5079985430965,702.3165000872272,571.6593103861136,477.04395926827925,380.2961020152391,359.0407586967427,590.5002345305498,0.0,437.98155407059244,487.0206822701492,296.43699768749735,761.7245740838448,850.8579109064891,569.7480967290669,827.4849321402411,1045.6913905436015,724.2431632860713,730.4445583297853,138.4689567972825,844.8971681347545,913.1276569653821,866.1848210128863,492.48217865325256,1013.0688217448427,1081.1567467272482,1196.6190168049127,1016.4791373538915,862.5658492576157,629.4480493443357,1132.7227081726883
