,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,4849,08-22 08:58:00,126.566,43.871,822,1,
1,4849,08-22 16:07:00,126.569,43.84,822,1,
2,4849,08-22 12:09:00,126.57896,43.8439,822,0,480824.0
3,4849,08-22 12:24:00,126.57929,43.84465,822,0,563268.0
4,4849,08-22 11:31:00,126.57593,43.84339,822,0,1734921.0
5,4849,08-22 11:55:00,126.58198,43.84516,822,0,23397.0
6,4849,08-22 12:38:00,126.58582,43.84449,822,0,712288.0
7,4849,08-22 13:04:00,126.5774,43.84106,822,0,1230942.0
8,4849,08-22 13:23:00,126.57539,43.843,822,0,323772.0
9,4849,08-22 16:21:00,126.56742,43.84687,822,0,3390497.0
10,4849,08-22 15:47:00,126.56724,43.84061,822,0,1459002.0
11,4849,08-22 09:57:00,126.57507,43.85099,822,0,1321229.0
12,4849,08-22 10:31:00,126.5731,43.8503,822,0,3533156.0
13,4849,08-22 11:36:00,126.57333,43.84275,822,0,792568.0
14,4849,08-22 14:11:00,126.57496,43.83952,822,0,1404024.0
15,4849,08-22 14:31:00,126.575,43.83957,822,0,1947055.0
16,4849,08-22 14:46:00,126.5796,43.84486,822,0,2586406.0
17,4849,08-22 15:26:00,126.57302,43.83915,822,0,3675164.0
18,4849,08-22 09:50:00,126.57422,43.85722,822,0,2908477.0
19,4849,08-22 10:52:00,126.57045,43.84934,822,0,3607142.0
20,4849,08-22 10:58:00,126.56934,43.84642,822,0,2991695.0
21,4849,08-22 11:06:00,126.56825,43.84608,822,0,849565.0
22,4849,08-22 11:12:00,126.57333,43.84488,822,0,3054618.0
23,4849,08-22 13:39:00,126.58311,43.84012,822,0,2455937.0
24,4849,08-22 13:47:00,126.58341,43.83647,822,0,1861495.0
25,4849,08-22 14:55:00,126.58511,43.84439,822,0,3218740.0
26,4849,08-22 15:36:00,126.56948,43.83947,822,0,6371.0
27,4849,08-22 11:19:00,126.57589,43.84504,822,0,3436623.0
28,4849,08-22 12:51:00,126.58013,43.84147,822,0,90929.0
29,4849,08-22 13:29:00,126.57841,43.84182,822,0,2758916.0
30,4849,08-22 16:38:00,126.56679,43.8486,822,0,2792366.0
