,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,3090.389478188805,3804.504392424352,3686.944556921761,2666.3842404083093,2696.760333490921,3088.493018368292,3898.299297450895,4199.497860321457,3727.1549935828243,3496.2729083684007,4587.098284459499,2827.555772005832
1,3090.389478188805,0.0,716.2386473849416,650.067199684827,458.0411498942483,395.21318320699237,1644.166862091886,4148.428188366967,4380.295518692484,5150.29546916846,4836.82485680265,6013.447968991793,266.94269353756516
2,3804.504392424352,716.2386473849416,0.0,255.10958894198242,1163.8584363174823,1107.8119539948193,1910.3530172399446,4465.396350373735,4666.364386198301,5631.123743318445,5316.616874711763,6466.941889054138,976.949084340416
3,3686.944556921761,650.067199684827,255.10958894198242,0.0,1107.0279682147516,1010.7157839505965,1657.462366073276,4211.43677423225,4411.503013929058,5391.709179423259,5077.34088531862,6222.895595326884,881.4835159573208
4,2666.3842404083093,458.0411498942483,1163.8584363174823,1107.0279682147516,0.0,197.0283914268279,1745.3018807323028,4123.817097101443,4375.104966926128,4984.4889663775075,4674.4853158321675,5864.710642807323,263.96442792072884
5,2696.760333490921,395.21318320699237,1107.8119539948193,1010.7157839505965,197.0283914268279,0.0,1552.0468676544526,3955.6967358437296,4202.923752541236,4859.082990828919,4547.541220025548,5733.825832281066,131.15996491288618
6,3088.493018368292,1644.166862091886,1910.3530172399446,1657.462366073276,1745.3018807323028,1552.0468676544526,0.0,2556.6111129701226,2766.335972156292,3790.9369771888387,3479.2262349548755,4594.10423216165,1549.8101233314335
7,3898.299297450895,4148.428188366967,4465.396350373735,4211.43677423225,4123.817097101443,3955.6967358437296,2556.6111129701226,0.0,301.8502486380463,1718.4379789642821,1497.4168123060238,2264.8171661517677,3995.68319936004
8,4199.497860321457,4380.295518692484,4666.364386198301,4411.503013929058,4375.104966926128,4202.923752541236,2766.335972156292,301.8502486380463,0.0,1818.2504425217824,1637.40941654286,2252.1380379308107,4237.477571638867
9,3727.1549935828243,5150.29546916846,5631.123743318445,5391.709179423259,4984.4889663775075,4859.082990828919,3790.9369771888387,1718.4379789642821,1818.2504425217824,0.0,314.56040963235154,899.1001982932734,4937.393041727062
10,3496.2729083684007,4836.82485680265,5316.616874711763,5077.34088531862,4674.4853158321675,4547.541220025548,3479.2262349548755,1497.4168123060238,1637.40941654286,314.56040963235154,0.0,1196.2218801352467,4624.960447801955
11,4587.098284459499,6013.447968991793,6466.941889054138,6222.895595326884,5864.710642807323,5733.825832281066,4594.10423216165,2264.8171661517677,2252.1380379308107,899.1001982932734,1196.2218801352467,0.0,5807.784438399068
12,2827.555772005832,266.94269353756516,976.949084340416,881.4835159573208,263.96442792072884,131.15996491288618,1549.8101233314335,3995.68319936004,4237.477571638867,4937.393041727062,4624.960447801955,5807.784438399068,0.0
