,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,5039.274469217184,4511.250938268732,5207.656625424883,4595.365077815298,4832.519739919682,4605.643728651539,5073.714108304346,5216.178905708868,5234.878609520298,5188.440182622772,4515.935728670652,5105.396315328819,5182.1019505565955,4146.06094088508,4266.860683777905,4255.831261472046,6023.366938159461,3120.3370068126465,5108.198340629244,4352.733864006979,3686.9994462059794,3701.1353291537844,3725.418571137435,3955.9622361299894,3044.2661977350117,2888.4574899555196,2899.053876054528,2997.8591572833034,3323.265207125047,3737.2136379350027,2754.0735845576314,3030.485381290716,3706.012441919619,2944.7216532744264,2814.6443912214368,2371.5052982726856,3081.001964220705,3567.302086135212,3935.1369597170597
1,5039.274469217184,0.0,586.6567936286226,406.07152761122404,449.9960459910806,229.9846110150759,534.0853433274885,135.55466744535534,208.98134361511717,263.0376722451526,150.53479735708345,527.9527593135657,159.58162417201206,208.2817613701328,1029.85953294595,776.2673599090392,844.3118422197977,1113.0331413689175,1968.3405156779875,436.4707516140186,921.5418359828495,1461.1946064212748,1444.5735189756879,1426.1690846457125,1246.25999526475,2090.395618497164,2270.3368080359783,2209.5790969726745,2138.0246897756683,1857.5132912655126,1302.3302722944668,2306.678189280938,2069.4512545608227,1333.3421195223093,2094.6208662679205,2265.4079086811066,2742.118979012479,2030.411856385535,1538.6674642537391,1108.7174456606353
2,4511.250938268732,586.6567936286226,0.0,702.1686372972449,193.58696873191903,356.73622193725004,107.10867494025511,577.8585845590852,721.7365595701759,729.7322711408411,732.2457473217006,176.1946097479859,606.1280248548526,680.7783848045474,444.4501866679791,293.30041329675663,263.0531984387432,1697.340983082274,1520.9516166819278,893.4822430725428,833.7249936314937,1108.9015536518546,1092.773256782735,1082.1926286224107,980.9945369682702,1518.549556680022,1696.570370251886,1644.8474415832807,1566.511842981746,1276.0230456144134,811.9503023511897,1760.5053408545023,1505.646418117751,831.0262642057373,1580.7284306986487,1710.0443415459843,2181.5856183486417,1463.01918410843,966.8153059809306,659.5628609216252
3,5207.656625424883,406.07152761122404,702.1686372972449,0.0,672.4133451945274,456.1502880488829,603.1079085148314,272.71165464153097,263.03476593282494,199.76597975706233,395.98861455663206,745.8819870360237,246.55155422676276,222.14030329275104,1077.7897182535019,976.4693829715201,952.0272819638589,1238.4109012332144,2213.119851868139,815.6354659654803,1290.8782650996739,1755.8263991865883,1739.148759486399,1724.1057914484845,1572.9142799461763,2191.1847213440783,2364.3785091973054,2325.3358871556115,2239.1691142097047,1931.3885805251264,1510.402194742947,2454.0162117849186,2188.190980887116,1531.7187081860316,2282.6842473255815,2398.287896372642,2863.0969225041686,2142.0897517979224,1646.7301606415695,1342.819324447428
4,4595.365077815298,449.9960459910806,193.58696873191903,672.4133451945274,0.0,238.36126770074776,227.48156207127164,481.07999447435066,621.597269015031,646.2064648475418,600.5078141386678,79.49865514450829,514.0875564026363,590.8941329711109,616.8913717074917,328.55732630684264,411.6946326621637,1540.210397579879,1550.06029895669,706.3713868852504,698.8937949861971,1084.015887944891,1067.3659586613774,1052.8454771793529,914.2998489685045,1642.0676708985661,1822.4397016245268,1759.8725479560353,1689.5596042423815,1414.8685035674641,862.7354545306766,1857.5722993940883,1619.7126247015458,890.7180847094738,1652.235234336151,1815.4816716279208,2292.1235269821095,1581.150056161046,1091.2437548261125,679.6486578922414
5,4832.519739919682,229.9846110150759,356.73622193725004,456.1502880488829,238.36126770074776,0.0,308.514575754904,242.73701845196916,383.71377654956956,408.3279070217706,376.26184016124176,317.74595411177796,275.9169390735504,352.63706239678925,799.9631474710021,565.9154621859052,615.7137157774838,1342.207945894663,1786.0284078388947,591.52509567724,844.8299689124086,1306.3919794511837,1289.677471128526,1273.6259271298059,1117.0016529891461,1866.0658180497765,2045.4226670838684,1987.8166430450292,1913.8403762286732,1629.6861245666598,1101.0868802064304,2091.4785056189007,1847.8882825483636,1128.8101821333662,1890.1136114925484,2046.961685158658,2522.21050210877,1807.5809122135595,1313.8517310953323,916.7785392846796
6,4605.643728651539,534.0853433274885,107.10867494025511,603.1079085148314,227.48156207127164,308.514575754904,0.0,504.24744179972237,645.9310949422241,646.7963403976743,672.5782987488802,245.57009233396093,529.5129641112508,601.3683536856879,504.23349277195985,400.2179259932464,350.10876541474516,1646.54641729116,1626.847220058684,882.5162870421834,912.2893153811392,1214.9346145389975,1198.7492352809236,1187.8328471894533,1081.2442900258914,1601.2075357243905,1777.6278895798487,1730.8796788270627,1649.2467482881093,1351.6714935567602,916.7862198595079,1852.8844458057567,1592.438984174073,934.6420571561115,1680.3030511439579,1799.6473963966525,2268.4419244778437,1548.2461531730473,1051.559103049545,766.6400731158292
7,5073.714108304346,135.55466744535534,577.8585845590852,272.71165464153097,481.07999447435066,242.73701845196916,504.24744179972237,0.0,144.11605554464455,166.76128802053472,191.52089497901972,560.4084823255633,34.545681875158714,110.06900925319216,1008.4809337391207,808.0052075648396,840.9004827154124,1159.2883284958425,2027.3628523916911,565.3621984156737,1031.9885509373084,1538.9289862787339,1522.2209943786327,1505.1831740254966,1337.2362816634568,2096.1934369663077,2274.404756461937,2221.119203723354,2144.1284623846445,1852.8381674162647,1343.7593120701047,2329.8850127110572,2081.550349354473,1371.191767506327,2132.2138340446977,2283.2616447106166,2756.9692763383587,2039.8358141949245,1544.1809765891192,1159.0445523047565
8,5216.178905708868,208.98134361511717,721.7365595701759,263.03476593282494,621.597269015031,383.71377654956956,645.9310949422241,144.11605554464455,0.0,68.1498755834825,136.34983738314114,701.0907620475753,116.4186687815254,53.63317978744165,1149.8634097345107,949.6160066465105,984.7894986078492,1036.6927646709867,2162.613848574978,560.8746298520645,1129.7603623045786,1664.7938743412253,1648.1260982065578,1630.2572598352401,1453.9513204165773,2240.1958702709126,2418.3056755015095,2365.235243299933,2288.1390738912633,1996.084234184516,1484.0513199074435,2473.5154700805133,2225.6642235903223,1512.3127470387258,2273.756348865472,2427.237950410432,2901.0629626523178,2183.9397824431844,1688.2313247148663,1296.6724795021705
9,5234.878609520298,263.0376722451526,729.7322711408411,199.76597975706233,646.2064648475418,408.3279070217706,646.7963403976743,166.76128802053472,68.1498755834825,0.0,204.43347340476492,725.2581375495101,132.6871204279031,57.907185213159735,1147.775567225475,971.5776692291654,991.9144861345239,1069.0961597577098,2193.9077391607248,629.0056826922121,1183.881873075742,1704.7227964621775,1688.0218884924084,1670.7623143493379,1499.7358440435844,2246.9294840602106,2423.975609543125,2374.4790840627516,2294.9448011834525,1998.3608719851397,1508.2580450094913,2488.0805665308094,2235.35723662284,1534.8962437873338,2295.171865511208,2439.356230031748,2911.316796398109,2192.450165873296,1695.9434603929662,1325.0986899675033
