,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,0.0,2305.8711870283064,2417.496840882601,2266.8791982232174,1966.7317565714657,2233.87666154579,2449.2676914844787,2475.9797727629025,2160.0024898331603,1706.1337324274027,1783.7142497791338,2150.1804952501975,1624.0769811586194,1487.410288807532,1685.7083142764554,1590.2038074643804,1824.749078948433,1823.2266520618873,1301.7397922179002,1850.0654025609908,2007.2588829367505,1081.275743880304,1615.8607337915741,1490.6637333982173,1620.9750787062947,1908.6222419733972,1070.1700615122509,1003.4316865667339,1619.167981308172,1589.5605886231044,1770.7774845002293,1303.4096361747254,1303.8212022220428,69.65376396084226,216.49224782516322,268.59994958489614,664.5063135219042,1213.6380776432961,1911.3520109177548
1,2305.8711870283064,0.0,111.97711756677468,807.0797984371522,1169.777942386611,1085.7260094163166,280.58739907745957,226.72856218288993,262.11933204678445,644.0876418658794,641.499111939485,269.9261353851904,833.6297098318779,1086.3128163562487,869.2269137500296,779.5176388608397,579.0413045807899,580.9954727015253,1018.4859777885118,1080.5429271224673,793.9036780867588,1388.7649360250427,1319.5010299039916,2157.437262521825,1322.367329117445,1372.2191037533692,1396.2548012789332,1858.0267151398646,1808.8998338766617,1862.7412329244778,2045.2351988282774,1762.5601979760092,1757.9699263039756,2268.8746659889275,2161.42846240518,2080.4454051930034,1690.843625151535,1222.0945809130744,1282.2101295626344
2,2417.496840882601,111.97711756677468,0.0,830.536931873405,1224.4085384720956,1115.9827614351557,258.03411052135573,172.85691946401687,335.08134341062214,748.510722087464,735.8064671989384,344.44800412164597,937.0456368426053,1178.8911959235513,956.629419658963,883.1272859118989,682.22744528465,684.1764096233662,1130.362176558726,1159.219100865685,864.8377832163756,1497.7614813153539,1408.978970298329,2250.9396092211796,1411.5498995631888,1445.0959175213966,1505.3952685943034,1963.3653100835784,1896.4284914185912,1951.5389429515226,2128.6091386274384,1860.8127919505991,1856.2277605493052,2380.2419605219707,2273.401362940181,2191.2630742950264,1802.7078794845918,1330.9878946084339,1354.9915119423265
3,2266.8791982232174,807.0797984371522,830.536931873405,0.0,479.80089783393936,288.6821953292295,1080.6420884329714,1003.2604560088125,576.7326147514993,727.1755467600466,592.1348668242757,574.2704228554628,1308.289949712016,781.9169567650147,587.581434469821,769.1773391650146,1120.2984631743877,1121.7189686118118,1235.4508794932706,1709.2461439846759,1481.9109459027857,1672.2415740612362,1860.8426142760143,2613.5104476330184,1865.7081244250442,2010.6389615623073,1674.838806627267,2176.2729083714776,2333.8624440471167,2374.8659519964135,2590.950487966924,2188.9039205579934,2184.5563444976306,2211.552887963589,2189.289601252358,2003.6372327439956,1801.4534162888942,1531.6076897130479,1926.0745634005525
4,1966.7317565714657,1169.777942386611,1224.4085384720956,479.80089783393936,0.0,286.9508472563789,1449.8932033242777,1389.7577922489627,908.9854050780102,795.9024799943717,673.7625773915281,902.1255774936635,1402.252874872918,538.6770440599141,491.3271019258951,752.3585629150086,1287.78788580506,1288.6155470991505,1194.2543326862121,1850.8455601204107,1685.113844942315,1600.8020432752903,1930.8593995956182,2582.515686066376,1936.6646337548923,2138.5175813775477,1600.1784144774842,2081.8184849474897,2362.5013373316096,2392.626342762429,2622.367412447499,2160.729668366714,2156.8113235832734,1904.7630234098226,1928.065743234148,1698.1486948808983,1614.67756581471,1493.498160977142,2063.144629891336
5,2233.87666154579,1085.7260094163166,1115.9827614351557,288.6821953292295,286.9508472563789,0.0,1362.7280207672907,1288.260899939265,842.3471680666814,881.2346507364338,744.184318935588,838.2705053549071,1491.0567906698852,765.808155107141,641.3871639983394,880.8969645974364,1333.0339273947702,1334.2226785923706,1349.5043990780596,1917.9052641539586,1714.0321428916395,1776.4599517833728,2038.4981078924627,2745.5957623017575,2043.8427898620755,2215.5119928389004,1777.3340363186453,2271.9051362427667,2494.7443882861644,2530.6085762729285,2754.3988651419427,2320.2900990934295,2316.139140468327,2173.5639907780487,2183.1302260828093,1965.833451809315,1840.643997947469,1652.002549761076,2134.3802875847964
6,2449.2676914844787,280.58739907745957,258.03411052135573,1080.6420884329714,1449.8932033242777,1362.7280207672907,0.0,99.17002046786313,541.1152607048075,868.1637323927108,892.606349304974,548.3213658555107,875.6280392357984,1334.6540898628118,1128.265971579599,1002.9780117020042,635.5226016162403,637.2733463994882,1147.5415900338737,998.3512844414334,694.3171950024581,1460.8888287225493,1274.7049857681332,2121.5579904556425,1276.2543689206182,1264.9109024508284,1469.806414841885,1892.2463820031376,1749.7816417794709,1808.3895308778574,1968.0597340280967,1753.621246192612,1749.106775383917,2418.439630243735,2288.432091669183,2240.264564675254,1808.2046223679313,1296.2207130003985,1175.8939645381795
7,2475.9797727629025,226.72856218288993,172.85691946401687,1003.2604560088125,1389.7577922489627,1288.260899939265,99.17002046786313,0.0,486.9152699996074,855.0001847762178,864.1621925096835,495.2115403609543,929.5768296130307,1308.9325601975174,1094.6437661937769,990.8657113774427,681.4770219076225,683.3276915013714,1175.9822837447784,1083.3673679468995,780.5005655574246,1509.725657637503,1353.3316994815739,2200.2562990580855,1355.171620343977,1355.3241089293704,1518.2389958863016,1953.355526958556,1832.6660998126818,1890.430918005368,2054.6939337648064,1825.5100207253377,1820.9668212191996,2442.7291483784047,2321.026160704423,2260.2457930634723,1843.3215371894767,1343.7213141541029,1265.8977091907823
8,2160.0024898331603,262.11933204678445,335.08134341062214,576.7326147514993,908.9854050780102,842.3471680666814,541.1152607048075,486.9152699996074,0.0,455.6320324198488,412.7082704730257,10.30413729196688,838.6494003480905,849.4724822432768,623.556839631346,581.9750542812665,605.8206731339435,607.5893923053446,918.8573513650078,1178.0861085004299,924.0212851766477,1330.6483026681194,1373.9964256452954,2183.615775637881,1377.9277165073336,1479.4141778541255,1336.4626706854083,1823.9003862382876,1862.5091524417544,1910.9375434322496,2110.988855732112,1771.1062612130397,1766.5505424755152,2117.4286480857177,2032.955937377674,1921.0127935337114,1579.3742169910113,1168.7425762705186,1391.501123001909
9,1706.1337324274027,644.0876418658794,748.510722087464,727.1755467600466,795.9024799943717,881.2346507364338,868.1637323927108,855.0001847762178,455.6320324198488,0.0,138.13437505762926,445.6011419065497,612.9982727597704,480.86002912346373,325.2161414674449,135.89232296078046,499.24557393869185,499.83005219930413,517.2860850262325,1055.4772009014405,899.4543292569699,953.1624663186966,1157.3636291776104,1886.6307084446416,1162.7436098287358,1346.0893997105416,956.7040115580738,1457.834787527169,1616.7170551998506,1654.8376460251013,1875.7255085972836,1461.8086342178183,1457.4703232344248,1662.5936038425848,1584.9816040534542,1465.4774682311615,1144.0065533461911,806.6314494253601,1268.89861666971
