,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,0.0,80.27698816619879,3032.3723293994058,4753.343821700009,4867.412242989343,4753.117054821582,4874.250349349177,5123.205773222386,5260.014114425111,4855.2607130762835,5153.034333055659,4626.471030609554,4603.925249236561,5028.281104913924,3632.5761518453014,3184.6157639607545,3330.050090252621,3968.261277386084,4176.465277094718,3674.0147026793666,4275.476037861256,5136.835574886988,5204.001391205777,5348.970331601575,6068.143210923268,5978.066683940887,6700.742336273731,4716.826308357219,4533.116848777499,5081.238621855397,3984.6831407182044,4190.525662316935,4271.266947731542,4325.47456098582,2926.8481813363524,2999.2782775120286,3071.912817489854,3243.9964376809767,3278.950992294829,2867.0368406116645,2932.385259191569,3278.051078207897,3149.891603147852,3257.9854327534067,3429.2774070988553,3654.5596576854477,2662.7774275337033,3254.7154716952796,4079.8643066427794,3995.362766650576,5113.258566078803,5399.818192060674,5952.968909523892,2970.5853804354483,4682.375453378772
1,80.27698816619879,0.0,3001.3857085171076,4717.256300690659,4835.283998041914,4720.19788387044,4838.744070614501,5086.444466065713,5222.918673666291,4818.892205848358,5122.142445596666,4593.627511884094,4570.468454407335,4993.456028346309,3582.464855872165,3140.6867759405272,3288.690883004265,3928.366323667844,4129.266858196357,3627.9421311278097,4234.286879851828,5093.379565520201,5152.747759462648,5311.063183049499,6026.068780799761,5937.450603111642,6660.878697932565,4681.6970707724695,4498.775660130095,5044.427375628215,3953.7854918391636,4153.479125582022,4237.041871757216,4293.874304819718,2898.6718677888052,2974.5855725072606,3045.7770374057304,3218.7967111067574,3254.497301329801,2839.130073016288,2907.0803478559037,3246.2707283485174,3118.4183508859037,3228.04522207765,3396.405959838278,3627.1455742137923,2630.894839790233,3227.4227246821097,4041.1662527563685,3956.246136734958,5070.287298802296,5361.236012436635,5911.362620332373,2939.057379669423,4649.455041099517
2,3032.3723293994058,3001.3857085171076,0.0,1738.7167618271887,1835.5083864943406,1722.7185487486745,1854.877260526987,2111.1322018692204,2249.641214976229,1842.0202007625405,2120.8092023134095,1596.019262289671,1575.3599819227413,2004.4684540182293,1087.9921246993933,582.2439322354345,543.1273963856755,1024.7064265345723,1401.1453545696172,953.5646894825469,1339.0229674837212,2208.666020851914,2456.233191850765,2344.693771102572,3102.0184068781505,2995.4255896487803,3705.6154734305187,1695.9208805524252,1508.6208662775368,2069.8262862340675,952.4189203651417,1192.4343983007911,1247.4075217179902,1293.2097438664864,152.6573762821567,252.7343042796314,200.86031455128298,322.12447232058224,369.5315425792273,203.64887004843675,244.45096228584177,247.60292389203107,119.01699352624306,230.40582428565403,404.4127175554063,643.7896061300848,371.6583508597368,272.23998029702636,1108.447755495349,1035.252784453247,2177.371891832113,2401.312312136868,2982.234845663763,65.79972894511994,1652.0558759148335
3,4753.343821700009,4717.256300690659,1738.7167618271887,0.0,285.7767124446142,207.0290809752845,127.25713839685845,372.42496808147297,511.0345228045807,103.49588360552184,534.0928760182185,243.71419514914578,225.0609591101328,288.50049697110717,1416.910134167736,1632.0943773426663,1456.5514343937793,820.7279244426859,925.1492056407675,1240.509678583218,580.3120020311655,644.170250029072,1202.5580084329183,608.4167531482576,1389.1574581441935,1269.1859825994782,1968.592448075118,72.43227200994318,246.27266490470603,331.26738400169654,825.854267033282,566.464779815229,494.9064099780512,508.6554177096624,1865.8968565695445,1841.210915207873,1752.9725757346334,1609.878636753093,1592.488270892635,1926.1335313172915,1894.4714310838444,1491.4681673896018,1619.7191005692434,1528.242309546872,1334.4835348005056,1198.5982992617744,2098.581710686404,1565.6544853346454,693.7820221917805,781.802574063225,601.0780829111158,669.1305904996046,1267.2736508008531,1795.907383320091,216.7968828684963
4,4867.412242989343,4835.283998041914,1835.5083864943406,285.7767124446142,0.0,125.79088761140412,225.27998440046457,406.6679507425851,521.3591852416644,283.29632823336925,298.20569297130515,245.6661724538151,277.6617433483931,242.1986074697366,1656.8752767359815,1811.1512909549408,1626.8748367788985,1019.8784838310584,1196.1621708718187,1464.172046444754,829.7007622013004,839.9572653541536,1440.1259334938145,628.2379665298598,1415.3852441523416,1277.1625671409834,1929.7685808369017,248.54572633260378,364.13452647561877,383.7043866128584,885.1718153264441,744.8846600933439,611.264899841698,542.6813005529189,1948.9396719939223,1902.2486488417005,1818.9618130424062,1660.8301839326757,1636.0620564687808,2009.4684652618002,1961.8589341666132,1589.3664068310802,1717.6193818410068,1612.6690857234064,1439.1547494277409,1239.3742511864787,2204.660738563843,1630.7487640174797,888.4557118740194,974.0329024524567,797.2628019372502,699.612870484478,1295.073627938711,1896.8672356649986,192.4173808430549
5,4753.117054821582,4720.19788387044,1722.7185487486745,207.0290809752845,125.79088761140412,0.0,208.70568707895157,451.4497829641373,581.2325651609352,249.14227782805725,423.3035465285799,126.70407262714187,153.346872396426,302.44417108963626,1533.3388239337733,1686.3784460750205,1502.6557192140099,894.1018415890942,1082.816683723582,1339.0565284751708,710.0444200135847,826.8029488956342,1404.2430395814029,687.8566684123732,1481.3535319663622,1348.959784407126,2019.436200058426,148.20276490653552,238.4473659136119,419.3823055889266,776.6210156257995,619.1528995753995,489.1700300653154,434.6239756231005,1839.3627748159545,1797.9007437204848,1713.1842890666064,1558.5101232939155,1535.6588542057239,1899.9312555790214,1856.033955275306,1475.8192534842544,1604.3651122881786,1502.0481080719057,1323.8732743344835,1138.1300478443409,2090.5310818847283,1524.716318812074,762.674846732389,848.2499909224903,783.4372319314004,756.8687415318029,1359.831554986975,1783.3274993638317,70.74441199479114
6,4874.250349349177,4838.744070614501,1854.877260526987,127.25713839685845,225.27998440046457,208.70568707895157,0.0,263.1899553286301,400.9344567412096,61.37088535320129,422.47178700932,301.3750934197601,300.55439478264736,161.24564887934858,1540.8311770821974,1758.8306847179606,1582.617783724726,947.8366784019728,1038.757292840906,1366.8582700108814,704.4112838422506,623.3366396269304,1215.8502978873807,503.49479126197883,1293.9312522589619,1167.9495802340903,1857.65711226644,159.21268811749692,348.82650367740416,225.2282381604459,929.4873280199062,691.3289846052897,607.721769417474,599.2350216697096,1979.5184759446586,1949.9064087491215,1862.6358168538661,1715.5900231251162,1696.2845463494632,2039.9148521882782,2004.7343770200987,1607.3350210532647,1735.8687418457782,1641.454849014054,1451.2475608721893,1300.1115206637635,2216.957932728135,1674.6568564479455,820.532679732581,908.5667935984469,580.1376275234387,568.6546616112892,1171.946088588386,1912.9543724066039,255.060518017408
7,5123.205773222386,5086.444466065713,2111.1322018692204,372.42496808147297,406.6679507425851,451.4497829641373,263.1899553286301,0.0,138.77925718365992,269.14492021573943,414.2452476979617,560.2248499442853,563.0479167232281,165.53557949962965,1721.955336949966,1986.1205493508542,1815.6332444428292,1173.6210494188147,1183.4638954155728,1567.1822529160231,899.4059040745968,492.242591803468,1115.056075047988,240.38910923804804,1032.5647046350937,904.9234223952375,1596.8048612367747,420.58594576924355,610.624778267022,42.1436238005763,1192.1167458997454,933.0332571774165,866.3884674524058,862.2068335613084,2238.085733146979,2211.3576935031892,2123.6420141680874,1977.9994823316351,1959.100752181807,2298.3601070801597,2265.4636366771715,1863.8931181734492,1992.137465902378,1900.2984864940283,1706.872200008915,1563.1674833264817,2470.5017110699564,1935.9299325497404,1051.7296499722258,1138.9746914643576,454.70846067886094,306.8187750955171,910.7016557029052,2168.2257020760962,509.74734585099566
8,5260.014114425111,5222.918673666291,2249.641214976229,511.0345228045807,521.3591852416644,581.2325651609352,400.9344567412096,138.77925718365992,0.0,407.6381780290143,454.7658458245716,694.5412597550389,699.5127020654979,281.8872213131609,1837.8840484034463,2117.3283092920133,1948.7323550606006,1305.7681717723242,1289.2084224033151,1690.3801983517833,1024.45414494213,490.9722778609278,1104.941675164974,107.2151395224912,900.1347777141416,769.1206997658038,1458.0293641126482,559.0407993920053,749.1003842598735,179.81493858551224,1330.3548628908716,1069.4998197054692,1005.1666796073024,998.94637859828,2376.8227371875405,2350.016257372725,2262.361557544774,2116.371873534646,2097.2146111564557,2437.0878373146593,2404.2104465061484,2002.4576365125042,2130.6567657636515,2039.0567139278542,1845.3345187921536,1701.0012418715946,2608.5441991482944,2074.6123161486244,1185.5978927465007,1272.4186877715545,461.3328496710638,178.25547976867506,778.6855500426587,2306.5906457743313,642.6315523754728
9,4855.2607130762835,4818.892205848358,1842.0202007625405,103.49588360552184,283.29632823336925,249.14227782805725,61.37088535320129,269.14492021573943,407.6381780290143,0.0,480.2420663259367,323.047656149643,313.7612685467492,203.36645991621822,1495.122143374874,1727.7287806484192,1553.9955134355139,915.1779412842366,985.278831500738,1325.8968263367879,660.1592709296426,577.6730954266978,1161.6680148965777,505.0271478078506,1287.8049594014792,1166.5235050101694,1865.0968301044657,160.47129391480814,347.00872572223153,227.83519553413097,928.1094320629365,666.4620038120526,598.3361515703263,606.4617036407838,1969.3803493293883,1944.4906849152044,1856.3361334646988,1712.7441328465968,1695.012304999238,2029.6112362242561,1997.8845370952827,1594.8200474878693,1723.0310527567665,1631.7368494415573,1437.739526537043,1300.5455011891095,2201.4660304324802,1668.9473779477814,790.0972994300249,877.9367211975499,534.3041195716565,566.2677417806188,1165.8467364079013,1899.0808527446588,283.67640890385144
