,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,487,06-07 09:46:00,126.565,43.812,607,1,
1,487,06-07 18:06:00,126.594,43.779,607,1,
2,487,06-07 10:48:00,126.53681,43.80502,607,0,2887173.0
3,487,06-07 16:54:00,126.58025,43.78409,607,0,2690860.0
4,487,06-07 16:22:00,126.57826,43.78258,607,0,3163198.0
5,487,06-07 15:02:00,126.55581,43.79114,607,0,3572263.0
6,487,06-07 20:28:00,126.56687,43.81205,607,0,521584.0
7,487,06-07 18:46:00,126.58423,43.78118,607,0,3554034.0
8,487,06-07 19:58:00,126.55322,43.78765,607,0,4344517.0
9,487,06-07 20:09:00,126.55333,43.78765,607,0,1124658.0
