,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,2850.3244653227994,2133.970909263516,2418.4438090729755,2055.3923824268422,3839.8510344980427,3790.600298587678,3175.0279461515124,3006.1625776746073,2202.01126798244,4177.8981932012475,3842.8465090917985,3894.2453317565196,3882.4033940835866,4178.038393022568,3992.3895683641417,2934.80476031566,2987.2488311908364,4021.5881925170497,3163.4439068792076,3476.269677929256,38.95802576270317
1,2850.3244653227994,0.0,885.1952331466321,890.9365388107238,1128.7542812274803,1168.7523201056626,1049.08819266686,327.2804262315551,291.17885330788044,706.3407966755605,1598.9619306449504,1238.008844948965,1279.018281485745,1285.8338060250908,1579.916995534638,1250.5546934302495,317.5639603421374,196.11698655584627,1575.1204698866322,571.2694245142707,697.4595844137149,2812.466401973037
2,2133.970909263516,885.1952331466321,0.0,345.92067147384734,265.904260247747,2049.5373052578225,1934.2763158017133,1193.7145437550823,929.7057896125959,225.60653868818025,2472.4154327980045,2109.4358789561197,2153.1364956616144,2156.743357959425,2456.012816624911,2135.5414205613592,1125.1379565769105,1074.477510465107,2421.2368837348095,1405.731734289373,1582.5621150754523,2098.9221503505873
3,2418.4438090729755,890.9365388107238,345.92067147384734,0.0,371.20506982410865,2042.676508428825,1904.1480051441954,1145.2608006990863,822.5754052214486,480.0200955408022,2479.7055353255073,2122.2463712977733,2160.869679965061,2170.173273162957,2457.970181954218,2095.7122355452525,1186.7009720465708,1086.2565763534208,2465.94385791531,1458.2651205999343,1555.0314844238567,2385.0016812194635
4,2055.3923824268422,1128.7542812274803,265.904260247747,371.20506982410865,0.0,2297.3189651392104,2175.0505712031345,1424.1197662319278,1133.0196768975788,490.8537440767216,2724.6466200444092,2362.201582854013,2404.829138250006,2409.7573940945445,2706.946603559872,2373.892369981429,1383.755595236927,1321.9991963816062,2680.7812804661366,1664.2099987832735,1822.6510593544438,2022.6854610642895
5,3839.8510344980427,1168.7523201056626,2049.5373052578225,2042.676508428825,2297.3189651392104,0.0,184.50567209522958,901.6193528624336,1243.312647000791,1854.4637995998655,440.9489103720167,137.46841855714536,142.2580787596726,170.5783613456802,416.0572958508846,210.6303595540155,946.335012896206,975.6412690009982,519.9819314433802,683.9081436829762,491.3758977144503,3800.9389128740404
6,3790.600298587678,1049.08819266686,1934.2763158017133,1904.1480051441954,2175.0505712031345,184.50567209522958,0.0,758.9222585937022,1092.4467635885262,1748.6284684071836,606.3832657476823,318.6781836992942,326.4946834617707,354.90943660693233,575.9187938597893,205.15377680964673,864.0720515053943,862.7760260692803,704.4875532755569,630.1196837347129,352.39992927476044,3751.819435944997
7,3175.0279461515124,327.2804262315551,1193.7145437550823,1145.2608006990863,1424.1197662319278,901.6193528624336,758.9222585937022,0.0,345.70024382303535,1028.0570106671178,1341.7389067775362,992.0992813216869,1026.4346638106472,1039.648076783514,1317.6718996463808,952.6438900629362,370.1013436061529,215.74633639703205,1359.2280006279032,461.38309661306255,410.91382826094895,3137.045994178549
8,3006.1625776746073,291.17885330788044,929.7057896125959,822.5754052214486,1133.0196768975788,1243.312647000791,1092.4467635885262,345.70024382303535,0.0,807.3525855676522,1684.1575925537545,1337.1769941052414,1370.6214247200896,1384.6068783633086,1658.8924729377295,1278.1513767087893,567.8371305580273,396.24898569564516,1704.6572512082878,764.9156781130833,752.0200768477941,2969.215349720633
9,2202.01126798244,706.3407966755605,225.60653868818025,480.0200955408022,490.8537440767216,1854.4637995998655,1748.6284684071836,1028.0570106671178,807.3525855676522,0.0,2270.590703124785,1907.5761322596913,1952.626561864601,1954.4462885032108,2255.9079445109014,1952.1030255710818,917.8811936655964,885.9046905572741,2209.3814943411317,1197.4082534025767,1399.7310387735786,2165.4366690196543
