,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,435,09-24 08:05:00,126.566,43.871,924,1,
1,435,09-24 11:43:00,126.553,43.87,924,1,
2,435,09-24 11:22:00,126.54879,43.87212,924,0,1702573.0
3,435,09-24 13:13:00,126.56043,43.86054,924,0,2841398.0
4,435,09-24 12:08:00,126.55527,43.87075,924,0,1473131.0
5,435,09-24 10:34:00,126.55444,43.87458,924,0,4251934.0
6,435,09-24 14:13:00,126.55911,43.85775,924,0,3266734.0
7,435,09-24 12:20:00,126.56129,43.86666,924,0,3882036.0
8,435,09-24 11:54:00,126.55292,43.87124,924,0,2525933.0
9,435,09-24 16:51:00,126.56602,43.87067,924,0,659124.0
10,435,09-24 10:50:00,126.55285,43.87419,924,0,482593.0
11,435,09-24 11:06:00,126.55008,43.87447,924,0,1184708.0
12,435,09-24 11:16:00,126.54822,43.87264,924,0,454923.0
13,435,09-24 11:11:00,126.54972,43.87415,924,0,3562574.0
14,435,09-24 14:42:00,126.55578,43.86034,924,0,4371528.0
15,435,09-24 10:40:00,126.5552,43.87389,924,0,1342035.0
16,435,09-24 13:59:00,126.56322,43.86079,924,0,2198246.0
17,435,09-24 15:13:00,126.54878,43.86115,924,0,1578067.0
18,435,09-24 13:23:00,126.56048,43.86142,924,0,3093773.0
19,435,09-24 11:38:00,126.55336,43.87041,924,0,3522879.0
20,435,09-24 11:00:00,126.55118,43.87446,924,0,2822383.0
21,435,09-24 13:44:00,126.56355,43.86132,924,0,38719.0
22,435,09-24 12:02:00,126.55326,43.87194,924,0,3680471.0
23,435,09-24 10:13:00,126.55715,43.86918,924,0,2153852.0
24,435,09-24 09:43:00,126.56098,43.86899,924,0,3866026.0
25,435,09-24 10:00:00,126.56031,43.87239,924,0,4029220.0
26,435,09-24 10:07:00,126.557,43.8714,924,0,590054.0
27,435,09-24 10:22:00,126.55789,43.87028,924,0,3024520.0
28,435,09-24 11:44:00,126.55348,43.8702,924,0,3155707.0
