,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,487,09-10 07:48:00,126.567,43.812,910,1,
1,487,09-10 10:10:00,126.584,43.781,910,1,
2,487,09-10 12:29:00,126.52396,43.80386,910,0,1713117.0
3,487,09-10 12:37:00,126.52536,43.79945,910,0,3211726.0
4,487,09-10 08:54:00,126.5491,43.7935,910,0,406380.0
5,487,09-10 09:17:00,126.55115,43.78856,910,0,1264395.0
6,487,09-10 10:28:00,126.586,43.78208,910,0,1191929.0
7,487,09-10 10:34:00,126.58584,43.78088,910,0,2492593.0
8,487,09-10 09:44:00,126.58119,43.78325,910,0,1934327.0
9,487,09-10 09:56:00,126.57729,43.78539,910,0,3780564.0
10,487,09-10 11:28:00,126.53652,43.80681,910,0,4361660.0
11,487,09-10 11:50:00,126.53259,43.80516,910,0,1753219.0
12,487,09-10 18:59:00,126.55547,43.78997,910,0,3996723.0
13,487,09-10 10:13:00,126.58419,43.78116,910,0,1529790.0
