,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,1103,126.567,43.812,814,1,,
1,1103,126.60154,43.83563,814,0,2623735.0,08-14 12:36:00
2,1103,126.56713,43.83219,814,0,902684.0,08-14 12:06:00
3,1103,126.56529,43.8323,814,0,1576748.0,08-14 12:18:00
4,1103,126.56804,43.83224,814,0,1277911.0,08-14 11:46:00
5,1103,126.56855,43.83278,814,0,2537467.0,08-14 11:54:00
6,1103,126.57283,43.83165,814,0,4268512.0,08-14 11:14:00
7,1103,126.56939,43.83286,814,0,3810328.0,08-14 11:21:00
8,1103,126.56705,43.83231,814,0,4284702.0,08-14 12:11:00
9,1103,126.57839,43.8298,814,0,2399414.0,08-14 10:39:00
10,1103,126.57859,43.82782,814,0,3875002.0,08-14 10:51:00
11,1103,126.57925,43.82867,814,0,322584.0,08-14 10:59:00
12,1103,126.57739,43.82754,814,0,423080.0,08-14 10:17:00
13,1103,126.57856,43.82751,814,0,3150684.0,08-14 10:26:00
14,1103,126.57523,43.82771,814,0,3713870.0,08-14 10:32:00
15,1103,126.57182,43.81114,814,0,3199160.0,08-14 16:08:00
16,1103,126.57234,43.81098,814,0,1579054.0,08-14 16:15:00
17,1103,126.57228,43.81297,814,0,1334730.0,08-14 17:02:00
18,1103,126.57227,43.81076,814,0,1083275.0,08-14 16:26:00
19,1103,126.56926,43.81012,814,0,3522396.0,08-14 16:47:00
20,1103,126.57193,43.80726,814,0,2986367.0,08-14 14:38:00
21,1103,126.57177,43.8054,814,0,414548.0,08-14 14:51:00
22,1103,126.57013,43.80753,814,0,726665.0,08-14 15:07:00
23,1103,126.56777,43.80085,814,0,215730.0,08-14 14:12:00
24,1103,126.5677,43.80152,814,0,3512274.0,08-14 14:18:00
25,1103,126.56839,43.80975,814,0,3286414.0,08-14 13:46:00
26,1103,126.56165,43.80838,814,0,288118.0,08-14 13:52:00
27,1103,126.56791,43.80809,814,0,3585178.0,08-14 14:07:00
28,1103,126.57082,43.80458,814,0,3136761.0,08-14 14:25:00
29,1103,126.55852,43.81882,814,0,1047942.0,08-14 19:14:00
