,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,3856.179145225487,4083.223041997387,3846.007610890842,3486.7142453971064,2817.149101503046,2674.8424217979223,3194.0251523180623,3151.38305377695,3535.9703477494195,3718.143422367061,2990.2386230795605,2942.816536847384,2679.1239639927257,2644.3387057315613,2310.0969721866795,3372.330309177686,3496.7838459155564,4075.319149031312
1,3856.179145225487,0.0,238.12617548236773,12.34979995956722,369.5857569095444,1048.6941296662296,1269.6630487247746,670.8194194967208,707.6858717833409,548.6404009376172,140.06425353476854,926.3873546874838,939.8647744884291,1191.2646368419062,1235.1335826968261,1625.9433772808895,484.3917966139286,614.6671026344277,282.73168302672514
2,4083.223041997387,238.12617548236773,0.0,245.8273537095202,601.5865764372518,1282.9670941426757,1507.785439651056,890.348580386437,931.840362775534,759.7740688627271,377.2228805828388,1164.5129958110163,1176.8814072275056,1425.9341306465546,1470.8700662488138,1863.494911573931,712.2254863930876,825.7323968467654,257.73751265684774
3,3846.007610890842,12.34979995956722,245.8273537095202,0.0,359.65384107856255,1039.426004234077,1262.1352168236565,659.7528643858977,696.9981364977428,547.7901732249078,131.47422328673645,918.9577324329834,931.3879007757716,1182.0970741706783,1226.235263739397,1617.755993333902,473.9593372109179,613.696751697352,295.0167099398501
4,3486.7142453971064,369.5857569095444,601.5865764372518,359.65384107856255,0.0,681.5012409931595,920.8671719875275,312.9581057564501,342.4159822701395,417.5051900541561,231.81130957484493,582.5065165881572,580.3651851802816,824.5878464718669,870.4271584224463,1267.499465861976,118.41674472031663,465.28906039514646,610.0057740677393
5,2817.149101503046,1048.6941296662296,1282.9670941426757,1039.426004234077,681.5012409931595,0.0,313.73686546793226,436.9436009224175,381.0511236095143,759.4024392111811,908.8424249240474,233.23901227153917,141.64845531586334,143.27058295754867,193.2365472259209,599.875485314408,575.7251242532133,739.3763220126237,1258.1877466299832
6,2674.8424217979223,1269.6630487247746,1507.785439651056,1262.1352168236565,920.8671719875275,313.73686546793226,0.0,729.6524609956891,671.9045261189176,864.3591755490519,1131.1828133348338,343.4000074871007,348.08188893362484,235.32169903266748,189.1883519173949,369.52521613391997,832.3153071701836,822.4126201010594,1438.7857827701866
7,3194.0251523180623,670.8194194967208,890.348580386437,659.7528643858977,312.9581057564501,436.9436009224175,729.6524609956891,0.0,57.797404287807424,612.4758765005048,539.3201763767004,443.6320271513113,387.85438695703573,575.2443032916968,629.21239866415,1036.2919632986782,195.2827851987324,632.9780607375856,922.6172517729387
8,3151.38305377695,707.6858717833409,931.840362775534,696.9981364977428,342.4159822701395,381.0511236095143,671.9045261189176,57.797404287807424,0.0,602.5003653351271,572.9815141849585,388.7119054328417,330.2971776279951,520.5922627120354,573.8338026513999,980.8318896857741,224.36619647572027,617.1666503546724,951.4498607918297
9,3535.9703477494195,548.6404009376172,759.7740688627271,547.7901732249078,417.5051900541561,759.4024392111811,864.3591755490519,612.4758765005048,602.5003653351271,0.0,452.99664715237094,551.1692317288456,619.0399061529025,878.9421817642457,902.627581288976,1233.560135545438,468.067459920716,66.21266572150341,611.007827030548
10,3718.143422367061,140.06425353476854,377.2228805828388,131.47422328673645,231.81130957484493,908.8424249240474,1131.1828133348338,539.3201763767004,572.9815141849585,452.99664715237094,0.0,788.1872691330967,799.9326159832368,1051.318809061128,1095.0728211639405,1486.295946544187,348.69340996609117,516.874243036623,387.78631228879453
11,2990.2386230795605,926.3873546874838,1164.5129958110163,918.9577324329834,582.5065165881572,233.23901227153917,343.4000074871007,443.6320271513113,388.7119054328417,551.1692317288456,788.1872691330967,0.0,103.91114744010383,330.96371669370484,351.48168165637065,705.8697217299276,503.5489417203975,521.9508197321803,1100.0991182098444
12,2942.816536847384,939.8647744884291,1176.8814072275056,931.3879007757716,580.3651851802816,141.64845531586334,348.08188893362484,387.85438695703573,330.2971776279951,619.0399061529025,799.9326159832368,103.91114744010383,0.0,264.8264566232376,299.5275824042515,687.3424636504936,485.93432739533057,597.8505122312064,1134.7758532437822
13,2679.1239639927257,1191.2646368419062,1425.9341306465546,1182.0970741706783,824.5878464718669,143.27058295754867,235.32169903266748,575.2443032916968,520.5922627120354,878.9421817642457,1051.318809061128,330.96371669370484,264.8264566232376,0.0,58.561815204091815,461.94452249556747,718.946606788376,852.4880119844984,1396.759288449985
14,2644.3387057315613,1235.1335826968261,1470.8700662488138,1226.235263739397,870.4271584224463,193.2365472259209,189.1883519173949,629.21239866415,573.8338026513999,902.627581288976,1095.0728211639405,351.48168165637065,299.5275824042515,58.561815204091815,0.0,407.07978698650305,767.2349419632436,872.4630362046443,1434.3006360275654
15,2310.0969721866795,1625.9433772808895,1863.494911573931,1617.755993333902,1267.499465861976,599.875485314408,369.52521613391997,1036.2919632986782,980.8318896857741,1233.560135545438,1486.295946544187,705.8697217299276,687.3424636504936,461.94452249556747,407.07978698650305,0.0,1169.1162640627294,1190.372590986324,1805.555993169485
16,3372.330309177686,484.3917966139286,712.2254863930876,473.9593372109179,118.41674472031663,575.7251242532133,832.3153071701836,195.2827851987324,224.36619647572027,468.067459920716,348.69340996609117,503.5489417203975,485.93432739533057,718.946606788376,767.2349419632436,1169.1162640627294,0.0,503.7147299200484,728.3765644344863
17,3496.7838459155564,614.6671026344277,825.7323968467654,613.696751697352,465.28906039514646,739.3763220126237,822.4126201010594,632.9780607375856,617.1666503546724,66.21266572150341,516.874243036623,521.9508197321803,597.8505122312064,852.4880119844984,872.4630362046443,1190.372590986324,503.7147299200484,0.0,672.4516377678463
18,4075.319149031312,282.73168302672514,257.73751265684774,295.0167099398501,610.0057740677393,1258.1877466299832,1438.7857827701866,922.6172517729387,951.4498607918297,611.007827030548,387.78631228879453,1100.0991182098444,1134.7758532437822,1396.759288449985,1434.3006360275654,1805.555993169485,728.3765644344863,672.4516377678463,0.0
