,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.0,3010.849912870946,1998.0604982680009,2083.525935453817,2111.5556635455973,2256.2806814722344,2366.962805264138,2395.0257369691303,2673.4948713069425,2385.0945941654277,2413.525032929487,3551.5235453469336,3542.5000339266076,3154.5731666674124,3150.5681490408647,2999.914686368735,3036.755209091443,3069.9249883601206,3010.8078731102023,3132.6328189838714,3576.6606092758293,3848.9699728467504,3058.3479662583463,2825.3497856911426,3987.353548071875,3612.044985971214,3023.1787454736423,3925.2393560322735,3983.330675921882,3768.7871704029717,4103.701259998108,3994.6119643564243,2126.948789789312,3073.357750317872
1,3010.849912870946,0.0,1243.476448306088,1127.4457511218645,1160.8752911038766,881.2897317614202,757.2313464630905,918.9848684581034,338.1643822162743,628.1282194525529,1034.7947880187585,1202.1074265531884,889.6463122047028,536.7145649040025,434.08721402220095,331.5892603349685,385.081772136837,913.5571613955541,755.8705245890866,716.5538858816848,831.7953820713584,1405.2351385716117,69.35704383093274,297.96352715571794,1388.5708265622147,643.6758625260296,18.596523221769214,1292.558366229491,1205.9454177798618,882.3305767041411,1589.0646383314413,1476.0468001689107,959.4186899184986,133.66177406547365
2,1998.0604982680009,1243.476448306088,0.0,116.0543041633826,113.66574048467275,363.10881889005515,486.2510055500451,406.73405857693075,971.7754632594258,712.4312465369582,417.6750283704832,2257.528341335212,2053.0336529719148,1632.7495747909516,1570.9446663185936,1405.728491306243,1464.681346738298,1807.0535486528943,1667.5568594651086,1725.469004528269,2028.6891059013099,2522.1500199899856,1263.0571342470962,1212.3374946758413,2563.7333564771116,1885.6326441164647,1247.9556391289484,2474.7701800282125,2429.2869278477365,2121.9767523663268,2744.575936599721,2626.9009854379324,330.27887140230104,1354.6870179919963
3,2083.525935453817,1127.4457511218645,116.0543041633826,0.0,79.46411050223499,247.58856873027764,370.23719745630183,311.5326523746328,858.4128800971508,606.0617380748108,354.7190538168619,2151.441803811132,1940.8180002220886,1521.527469551706,1458.0021108651626,1293.2460850093148,1352.6431082222105,1706.3254883901147,1564.2621578847816,1618.4131522346302,1914.9006033881346,2413.4520465842847,1147.0762169823588,1100.6259929499822,2451.7837391060757,1769.5841135691032,1131.9027584600376,2362.3149895805586,2314.521005186269,2006.22110469074,2634.013427369569,2516.441525270063,233.75374731003063,1239.0023551956695
4,2111.5556635455973,1160.8752911038766,113.66574048467275,79.46411050223499,0.0,293.93084299848493,408.568953058353,295.7322128958049,906.3465744997105,666.8343256304757,306.23873912371823,2209.6529711500825,1989.7112737643426,1572.8014311857114,1505.7106005995222,1342.267383559134,1402.5319335085487,1770.0944002296542,1625.8680726126572,1675.8635678573141,1959.905658232995,2468.1644618987584,1176.2541034575927,1151.6368769548285,2500.934797326037,1799.9164285654836,1164.1840846922037,2410.4240512819624,2355.966764668433,2042.3958260684524,2685.700601292332,2568.3557937139085,306.5907091806189,1276.596954595386
5,2256.2806814722344,881.2897317614202,363.10881889005515,247.58856873027764,293.93084299848493,0.0,125.38106631967032,231.60758459418884,613.0603025690531,380.63217617596524,362.0145132784304,1917.3135314504343,1696.377105745487,1278.9205172506222,1212.7303868641561,1048.7902903938227,1108.8478253578746,1483.7077631984953,1336.8187340669738,1383.2861270545604,1668.3998175256704,2174.4236817206047,903.1976595637259,857.742803415675,2207.5641503659713,1524.2970536057644,886.2654076821156,2117.4079070149855,2067.1174688262963,1758.8873991249895,2391.8230096162433,2274.456164744654,142.52468763056572,991.5802192006554
6,2366.962805264138,757.2313464630905,486.2510055500451,370.23719745630183,408.568953058353,125.38106631967032,0.0,252.13732271041394,500.92759170797865,306.9758935621464,397.4675391708381,1815.8241499995174,1583.1226717688921,1168.8835707992794,1098.6951453268834,936.4864717036261,997.4557998173044,1394.1089928608258,1243.358624668969,1281.916631028206,1551.5407417190227,2067.5272841205556,778.0865335152853,748.6402498517715,2094.282747932264,1399.7321808790143,761.838517318644,2003.1546081177064,1947.5864237093137,1636.413839544454,2281.1133992623018,2164.0700825822346,240.04983851092962,869.5121367915826
7,2395.0257369691303,918.9848684581034,406.73405857693075,311.5326523746328,295.7322128958049,231.60758459418884,252.13732271041394,0.0,719.52557492781,558.9174894736681,145.53512027311237,2040.088807129349,1784.3987831133907,1380.8847576617652,1301.5481321359255,1145.725803164584,1208.0990266070341,1633.4452216518932,1479.6400407304577,1508.4914860785027,1741.7572658131437,2281.6744286052653,923.6461554838377,967.5017165176273,2293.2672806733626,1543.9738022835115,919.2862794521811,2199.635264744874,2124.743859663828,1798.6880045341072,2486.2865700430693,2370.3503299525364,360.9440576210169,1043.9674850159038
8,2673.4948713069425,338.1643822162743,971.7754632594258,858.4128800971508,906.3465744997105,613.0603025690531,500.92759170797865,719.52557492781,0.0,297.3027677966392,857.2797697471278,1320.7692848463266,1083.3806512151198,667.984119618297,599.7214235374715,435.96064760326004,496.6014442117716,924.9638679778303,767.195195274473,789.0388788349494,1057.0143508705337,1567.3773264325514,391.38198161120545,248.80783854653615,1594.5971826834439,957.8077983472105,351.5887362240247,1504.3533421178192,1460.1451001478688,1165.8903150429846,1780.2647352419044,1663.1712494881979,660.667448648664,409.36935222051375
9,2385.0945941654277,628.1282194525529,712.4312465369582,606.0617380748108,666.8343256304757,380.63217617596524,306.9758935621464,558.9174894736681,297.3027677966392,0.0,704.3716482672842,1545.5469771830076,1349.3509436616837,926.3972139111214,873.8242214531783,707.1246308127925,762.8653946765771,1103.913298398108,959.0638143983339,1013.057168684321,1334.9255328891825,1810.1002616863743,673.3275275695291,511.4617344959996,1858.0134158885817,1255.1098665789573,639.4825371814567,1771.2449133015623,1743.6499340532143,1459.0701575279202,2034.8594996735533,1917.0438163039498,385.52074556580607,706.6721113941009
10,2413.525032929487,1034.7947880187585,417.6750283704832,354.7190538168619,306.23873912371823,362.0145132784304,397.4675391708381,145.53512027311237,857.2797697471278,704.3716482672842,0.0,2175.9658348521034,1910.9782692930683,1513.0322852897548,1430.3764895962622,1277.7238223388033,1340.3486514092767,1775.5148100699462,1620.754927237163,1645.988390268476,1863.6481025747078,2412.974108646203,1032.9053012834117,1103.7835637778135,2417.79971722011,1646.0572086665527,1033.3947136285396,2323.198343759687,2239.611247522779,1907.753123771928,2613.34462001014,2498.056208474385,474.63578099013307,1163.2661841566182
