,0,1,2,3,4,5,6,7,8,9
0,0.0,3436.3990908732585,3522.7645619277605,3060.110311172991,3556.2790747586323,3302.8471737873797,3396.48080771315,3154.0898785808527,3141.2397704326,3109.549449376541
1,3436.3990908732585,0.0,745.1830851225303,1292.4392183365621,953.645497130738,1027.5209515430188,1572.9875361861575,1436.3524289811637,1476.200770177977,380.40502261549204
2,3522.7645619277605,745.1830851225303,0.0,725.7286337090225,209.1286625639975,378.7661198498218,876.1372904853978,813.4774874949464,855.6145890186536,654.7096738973906
3,3060.110311172991,1292.4392183365621,725.7286337090225,0.0,618.8511046018733,351.67787687356105,425.4010376994077,174.8618621105846,203.57469413110377,996.5959200155568
4,3556.2790747586323,953.645497130738,209.1286625639975,618.8511046018733,0.0,276.2908669675036,688.4410344233889,668.5966593095831,709.5626129120925,833.2695973295274
5,3302.8471737873797,1027.5209515430188,378.7661198498218,351.67787687356105,276.2908669675036,0.0,546.2984251069594,437.4232678361984,479.5747604776249,803.6971180012123
6,3396.48080771315,1572.9875361861575,876.1372904853978,425.4010376994077,688.4410344233889,546.2984251069594,0.0,265.8090517445175,263.93668556092035,1338.0017445632975
7,3154.0898785808527,1436.3524289811637,813.4774874949464,174.8618621105846,668.5966593095831,437.4232678361984,265.8090517445175,0.0,42.17307553914144,1157.809413791601
8,3141.2397704326,1476.200770177977,855.6145890186536,203.57469413110377,709.5626129120925,479.5747604776249,263.93668556092035,42.17307553914144,0.0,1194.1870165041878
9,3109.549449376541,380.40502261549204,654.7096738973906,996.5959200155568,833.2695973295274,803.6971180012123,1338.0017445632975,1157.809413791601,1194.1870165041878,0.0
