,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,2543.0256275891675,4224.581968609444,3356.482343300446,2869.5928429050223,3240.6093231017517,3496.426535352832,4098.013246434432,4207.292789300278,2900.621363864395,7768.686823141959,4108.647759510553,5466.839116656349
1,2543.0256275891675,0.0,2745.9087532796507,2307.287236171828,663.3476781558358,927.716045891305,1194.5655037575145,1565.0524502344163,1781.296238447118,470.7076712018599,5988.391041945063,1575.0452792044312,6959.973387373175
2,4224.581968609444,2745.9087532796507,0.0,921.2665874518657,2089.4689596456924,1957.9921338770498,1804.8860678735577,2542.2970635469846,2006.8135552250562,2350.757374796977,3544.2013854485876,2551.708857407358,6116.796107156095
3,3356.482343300446,2307.287236171828,921.2665874518657,0.0,1733.8192470463048,1774.374176817767,1750.475232983852,2656.2783272493193,2253.0020126830373,2027.4341635643252,4434.244551014984,2668.035198759576,5482.178204215709
4,2869.5928429050223,663.3476781558358,2089.4689596456924,1733.8192470463048,0.0,371.02265119239553,632.992710252772,1344.1034960957393,1339.4518334131544,294.029502451393,5344.460989261118,1356.434802653433,6741.280673100217
5,3240.6093231017517,927.716045891305,1957.9921338770498,1774.374176817767,371.02265119239553,0.0,273.2264813534444,1033.5700310512368,969.2280278005106,459.1350918197659,5066.661394389439,1046.2081060527712,6977.317447679991
6,3496.426535352832,1194.5655037575145,1804.8860678735577,1750.475232983852,632.992710252772,273.2264813534444,0.0,928.3389909996262,733.8549829067883,723.9052923603701,4812.910849245845,940.7430630970712,7070.930260678681
7,4098.013246434432,1565.0524502344163,2542.2970635469846,2656.2783272493193,1344.1034960957393,1033.5700310512368,928.3389909996262,0.0,589.1608744329881,1213.890872733318,5016.118032208652,12.657822516743478,7994.740896469378
8,4207.292789300278,1781.296238447118,2006.8135552250562,2253.0020126830373,1339.4518334131544,969.2280278005106,733.8549829067883,589.1608744329881,0.0,1337.445842971345,4466.7091384822015,594.8629366184787,7694.496200426789
9,2900.621363864395,470.7076712018599,2350.757374796977,2027.4341635643252,294.029502451393,459.1350918197659,723.9052923603701,1213.890872733318,1337.445842971345,0.0,5525.157109546696,1225.37914519121,6984.724824051142
10,7768.686823141959,5988.391041945063,3544.2013854485876,4434.244551014984,5344.460989261118,5066.661394389439,4812.910849245845,5016.118032208652,4466.7091384822015,5525.157109546696,0.0,5017.524741434067,8464.195967158817
11,4108.647759510553,1575.0452792044312,2551.708857407358,2668.035198759576,1356.434802653433,1046.2081060527712,940.7430630970712,12.657822516743478,594.8629366184787,1225.37914519121,5017.524741434067,0.0,8007.3236961490065
12,5466.839116656349,6959.973387373175,6116.796107156095,5482.178204215709,6741.280673100217,6977.317447679991,7070.930260678681,7994.740896469378,7694.496200426789,6984.724824051142,8464.195967158817,8007.3236961490065,0.0
