,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,3407.412856486997,3325.7534261215096,3012.0742980640243,3544.7165507420686,3484.5970619087734,3395.0211274983435,2958.565155351181,3660.776949095696,3747.05234750123,3228.9162370908475,1930.3415585163293,2473.443306083227,3045.029053275912,3396.058662775461,2736.576918323561,2257.882035969015,2129.122139347452,2334.3243707168062,2556.2285989971397,2777.9588372007534,3115.4472265386767,3313.912488149379,2535.8868638246086,3228.3495163199864,3325.020172144003,3564.109314835647,3650.3212165344275,3314.333882253136
1,3407.412856486997,0.0,435.47618373535664,412.3765938818037,214.198357088985,684.5232687068584,846.6356208165214,454.20853752052903,319.0321947309626,918.3595081193745,230.71698341342292,1537.2882652590108,1024.89892727111,391.5896503126995,1035.8422389888174,702.4692977991564,1166.083267448296,1295.7310589942213,1129.1942172834579,911.3907534315352,665.772043813279,323.9439009275615,534.8817051737062,874.9092213937016,298.47518579006135,321.52790404472177,338.1292009209824,468.7069872485008,334.0432577669352
2,3325.7534261215096,435.47618373535664,0.0,424.78652708025726,350.7969265642665,287.9241549586004,416.7924528283363,493.6601243744026,419.24917665600026,578.1274993584956,288.88154167374256,1398.9346860971714,853.9336193440748,381.2413203144058,603.2765219415026,615.3669363521652,1197.0974240106907,1315.6284072187905,1213.6039132233302,1034.3110021178913,574.2067678290217,586.3059104780801,939.8652441669542,906.4822996367102,658.7722194537185,728.5228995726701,770.2962274792229,327.9247161050272,105.70085971622278
3,3012.0742980640243,412.3765938818037,424.78652708025726,0.0,533.786284682273,703.6028466101454,780.0680660732256,69.21215503487703,651.5367213059424,1001.2610868185911,218.08464656990193,1125.9700502932417,615.1125412239628,43.6525573726032,939.9379807382287,290.0942080457113,804.3084054959228,929.9306524581554,801.2294502730437,611.5536823872568,253.80938042590867,265.0619799007353,680.9551557203074,506.79408306289355,401.7704197800698,514.1326787872116,682.6200169755494,687.5223485745694,354.91056171533296
4,3544.7165507420686,214.198357088985,350.7969265642665,533.786284682273,0.0,531.4994311803139,716.1813057190096,591.8923211472337,119.23864775534668,727.5556681471109,315.9898927278122,1644.0790358807792,1109.9987318243834,499.70402268447214,906.2069366378278,810.771793369751,1329.3159648868918,1457.2419527417176,1307.4087028754593,1096.4077993075516,770.205986989199,523.8631146284615,735.7733671803609,1032.5809520637426,512.6704844131929,527.1014617534317,473.9039146116472,261.15029480921714,283.46992139443597
5,3484.5970619087734,684.5232687068584,287.9241549586004,703.6028466101454,531.4994311803139,0.0,199.49828685819494,771.0335977190023,539.2169831086991,302.54159739494156,574.8288918403332,1556.3868622634022,1022.7010127091716,660.8585850546243,381.63567046269577,847.9882497455332,1437.9973871105037,1549.349967883865,1470.188356429221,1304.2172805874077,809.7834910620275,873.3012084127929,1210.7670566968034,1158.030415803955,937.6181785400767,996.7821031717785,999.669641687729,342.2580128830439,386.6975247697098
6,3395.0211274983435,846.6356208165214,416.7924528283363,780.0680660732256,716.1813057190096,199.49828685819494,0.0,841.8398341209056,734.8424218830542,353.8989231650948,699.1109985898377,1480.0865553180531,969.5961484647476,740.9511668984832,190.57872881835115,859.0729214003148,1439.4575089978025,1540.865147396156,1490.7215625203978,1347.613076797425,825.9871908772145,988.6277417589004,1356.3106018562428,1178.2806977632404,1072.9998872250917,1145.3116243650998,1173.9900335971593,541.705386296997,522.478722524924
7,2958.565155351181,454.20853752052903,493.6601243744026,69.21215503487703,591.8923211472337,771.0335977190023,841.8398341209056,0.0,710.5528984369986,1069.4986912007246,278.89205005256747,1084.490161282176,589.0470132133669,112.84303036433805,997.5008673534855,258.2107013339813,740.3294613961577,866.988336565903,733.4181064841398,542.3580349421901,228.0864961720315,252.0536515977368,662.4783040486817,442.7032862780139,396.2182604644128,512.4702746432173,699.5546040648381,754.6434708337739,423.8451847345248
8,3660.776949095696,319.0321947309626,419.24917665600026,651.5367213059424,119.23864775534668,539.2169831086991,734.8424218830542,710.5528984369986,0.0,687.644984086926,433.4618074040628,1755.571541149559,1218.2115218551537,616.4529951641487,920.7699518018036,925.1680511146865,1448.4911087037199,1576.3396046469989,1426.3370468297155,1214.5976032323622,884.2201787846577,637.7943071329867,813.8933937638121,1151.663813383719,614.0857360870929,613.386237300393,517.6591881712928,215.24067288819907,374.19158869512455
9,3747.05234750123,918.3595081193745,578.1274993584956,1001.2610868185911,727.5556681471109,302.54159739494156,353.8989231650948,1069.4986912007246,687.644984086926,0.0,853.4731430883854,1827.2976180422866,1305.2453460605566,958.0142369764229,423.2428675844832,1149.1272332048118,1738.9574433043017,1848.758252170015,1772.703064907573,1605.6575029458384,1111.4013334085776,1150.6452427151924,1453.2399834786531,1460.4318559733988,1196.850614793909,1239.604535414621,1197.8504427332402,474.3290321544029,666.201604381822
