,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,80.27698816619879,3301.0110800763223,5144.124447581778,5106.334391374978,4988.075729425251,4483.86408975918,4350.931124513573,2930.6535393016015,2931.849220014208,3284.4251894702234,3436.6879537735717,3311.9146668779786,3515.1831825964364,3561.7739553726565,3354.3962132216234,3497.097301307694,3877.8296332396562,4505.413576861425,5369.689642309344,6060.411297574167,3264.336088110951
1,80.27698816619879,0.0,3268.62553175486,5109.558259056263,5070.862422695011,4951.106335295844,4452.272123394277,4320.934773870963,2904.6899882594735,2905.5413648556932,3246.4779286886496,3403.755451529676,3285.9406919789944,3479.992720663051,3524.927231795024,3313.2240129707297,3452.212979109371,3832.086389420069,4459.800549702889,5330.296946174596,6017.511483234885,3232.700174925508
2,3301.0110800763223,3268.62553175486,0.0,1846.1743247200004,1812.1710615508105,1704.1522572688964,1184.024650138106,1058.2095869558023,453.32414549539504,444.4217309782838,253.19599533004117,137.6998099302795,282.6085792646976,249.6454438646827,333.1824176676376,410.6241582280292,630.0620175891206,886.4363542571429,1399.832289713356,2105.3972720091256,2832.4291425200363,49.236879710767745
3,5144.124447581778,5109.558259056263,1846.1743247200004,0.0,74.5954501282793,230.6935494541819,686.9388173216897,843.5169989051486,2254.1575266639784,2249.7545209500604,1871.4564968724912,1709.2665572512146,1888.7909203528714,1629.7229335710226,1589.307602634616,1834.163221695549,1766.4438803469434,1459.404534508675,998.0249586080041,419.15517796254005,1125.7689674564265,1885.5024245979148
4,5106.334391374978,5070.862422695011,1812.1710615508105,74.5954501282793,0.0,158.7817470587164,670.3935868238426,830.4793515870865,2226.554506275866,2221.766240998953,1828.6869229277363,1674.8049318870214,1865.124698167586,1591.1538177935872,1547.4478003730358,1786.1517130221027,1711.6613063780474,1397.9751088574824,925.6251249587151,389.0085761694665,1117.5476913015063,1852.5414503132936
5,4988.075729425251,4951.106335295844,1704.1522572688964,230.6935494541819,158.7817470587164,0.0,611.0896920934624,773.6012768560254,2129.10691984708,2123.614612269717,1705.1084923112187,1566.4524840005663,1776.2681144072171,1475.686132098166,1426.3101740329168,1653.9344312212313,1569.093711244525,1246.7790931155698,767.3530246217223,419.5533404401264,1166.777544125676,1746.2918935079178
6,4483.86408975918,4452.272123394277,1184.024650138106,686.9388173216897,670.3935868238426,611.0896920934624,0.0,162.58954350766953,1574.0186031675316,1570.2784348441344,1248.6082264043346,1050.3148795095344,1204.1071025612332,989.8923996768057,968.5527924969974,1246.5702167787808,1240.5462688330438,1036.8313098008732,892.9525412198034,1028.8770219559694,1775.1748714913529,1219.6092780235022
7,4350.931124513573,4320.934773870963,1058.2095869558023,843.5169989051486,830.4793515870865,773.6012768560254,162.58954350766953,0.0,1431.0953559193647,1428.0238857195575,1146.8808365459834,928.4637448147037,1056.5839581985663,882.5653205653246,873.8628571280613,1163.407207622794,1185.8051660341343,1030.3212642315468,984.879837475121,1191.453472830665,1937.6378137129418,1090.6315675939754
8,2930.6535393016015,2904.6899882594735,453.32414549539504,2254.1575266639784,2226.554506275866,2129.10691984708,1574.0186031675316,1431.0953559193647,0.0,13.276519335251935,611.2037562046742,582.680879325296,381.28472603370227,702.9512100906474,784.9126515932431,772.8342477565138,1006.2773691990494,1317.4596343193948,1852.525102731106,2537.94126377139,3272.186097273619,404.72042241391404
9,2931.849220014208,2905.5413648556932,444.4217309782838,2249.7545209500604,2221.766240998953,2123.614612269717,1570.2784348441344,1428.0238857195575,13.276519335251935,0.0,599.2570638564962,574.7007504667986,380.5057250982824,694.0634423887415,775.4398183537083,760.5492913463536,993.9302027628594,1306.29147532323,1843.1015588090067,2531.957611925221,3265.632580839504,396.0158657946428
