,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,638,06-28 10:15:00,126.544,43.85,628,1,
1,638,06-28 10:28:00,126.545,43.85,628,1,
2,638,06-28 13:17:00,126.56,43.84,628,1,
3,638,06-28 14:22:00,126.554,43.842,628,1,
4,638,06-28 11:59:00,126.55301,43.83887,628,0,1652806.0
5,638,06-28 12:55:00,126.56482,43.84316,628,0,3500884.0
6,638,06-28 13:09:00,126.56188,43.84096,628,0,2921065.0
7,638,06-28 14:36:00,126.55267,43.83943,628,0,211942.0
8,638,06-28 16:35:00,126.54522,43.83687,628,0,423904.0
9,638,06-28 12:47:00,126.56479,43.84508,628,0,2824529.0
10,638,06-28 15:58:00,126.54724,43.83732,628,0,955622.0
11,638,06-28 13:27:00,126.55789,43.8406,628,0,3408729.0
12,638,06-28 16:29:00,126.54546,43.83728,628,0,2861426.0
13,638,06-28 17:17:00,126.54451,43.85016,628,0,809272.0
14,638,06-28 16:52:00,126.54522,43.83696,628,0,4218055.0
15,638,06-28 12:37:00,126.5633,43.845,628,0,1819092.0
16,638,06-28 14:17:00,126.55757,43.84244,628,0,287994.0
17,638,06-28 15:17:00,126.54888,43.83881,628,0,2118091.0
18,638,06-28 15:09:00,126.55062,43.84028,628,0,1605042.0
19,638,06-28 11:42:00,126.55253,43.83976,628,0,3504458.0
20,638,06-28 13:42:00,126.55632,43.84083,628,0,3516948.0
21,638,06-28 12:10:00,126.55406,43.83905,628,0,2051983.0
22,638,06-28 17:05:00,126.5482,43.84168,628,0,1898195.0
23,638,06-28 19:21:00,126.59206,43.77712,628,0,2818932.0
24,638,06-28 15:42:00,126.54644,43.84016,628,0,413273.0
25,638,06-28 13:33:00,126.55738,43.84069,628,0,3543699.0
26,638,06-28 14:53:00,126.55284,43.83918,628,0,1506446.0
27,638,06-28 14:28:00,126.55592,43.84132,628,0,2394033.0
28,638,06-28 17:31:00,126.54094,43.8459,628,0,1060709.0
29,638,06-28 17:40:00,126.54169,43.84369,628,0,2140123.0
30,638,06-28 17:56:00,126.5438,43.84498,628,0,4222935.0
31,638,06-28 18:07:00,126.54422,43.84454,628,0,4379947.0
