,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,1791.4563000843425,3834.3199146445963,2139.6541929930313,2220.779242112449,2168.571040855537,3180.3424796459544,3777.5186911016613,3534.9088468687487,2966.7844624583663,2195.7348192927298,1992.039064476213,2172.340177063422,2262.258958749381,2129.5083850891256,2292.385050445403,2267.6094442867256,3596.685986456813,1770.7690335051825,2002.055184196574,2217.3516070382834,4193.001655362997,312.20687543489714,940.9948302732,437.2257574804184,379.36231274821,248.56577567915622,610.8424351354505,335.57351395166376,357.42093387555155,536.8765276707438
1,1791.4563000843425,0.0,2179.1959925090887,588.346868812106,680.9057897052085,746.4767020589184,1527.0319976017347,2374.7205072648435,2093.1196450740954,1503.577427850365,418.84230477492326,332.48602635529187,910.5557679071915,937.9900066097142,1045.8112572058392,1117.0377573378744,1230.3661627207844,1930.4544672873324,34.81888479997732,217.84894837498035,433.8149432759579,4952.0579933336585,1895.332751998439,2451.7997965467753,1998.9317470255207,1681.1781169220135,1882.042561756867,2136.407820814157,2113.660579446525,1770.2589199950196,1785.2316623642016
2,3834.3199146445963,2179.1959925090887,0.0,2269.502768778603,2273.97222098215,2420.427446950822,659.2411376190066,819.8800706730627,706.143743905921,955.9458176000554,1918.6436389844175,2188.8151586999584,2611.3091954074353,2551.3448611337026,2809.244301548761,2750.0258676719313,2917.6754843182907,249.22294963268942,2211.3269995489186,2033.7739393927473,1882.1773834896655,6989.865112965019,3836.9106132259926,4221.037407500221,3901.983907337972,3605.1854453796186,3846.9984823663585,3986.1402916607362,4115.8539250181475,3692.9437250028072,3631.7653800090116
3,2139.6541929930313,588.346868812106,2269.502768778603,0.0,95.27586810215443,186.35062125634502,1676.8184846810295,2646.7042697297165,2361.1332884830263,1814.3339900485953,409.9171461787826,257.6732747572635,387.97082881357284,378.4986577478381,573.5147089435287,583.5169093856036,730.0341209032533,2026.05803460976,575.0205566792537,461.80808911358804,444.828695395874,4723.050609560126,2305.9019771865396,2912.398426436806,2423.9454180930898,2114.4849081869147,2279.8460383769843,2578.9927822173963,2474.6058070823433,2198.487014332025,2247.56775883976
4,2220.779242112449,680.9057897052085,2273.97222098215,95.27586810215443,0.0,146.8778390661227,1695.9180596515369,2678.567915370077,2393.669065421825,1857.1916457299405,464.72747230458447,348.77976597245356,347.08339172272025,316.32078556381776,542.4971940763392,527.3032855962963,683.0456542904811,2033.1287407275163,668.6230442015184,543.1250308364548,496.80247852311317,4715.898912630656,2392.269180954976,3002.1374582982276,2511.3318188714334,2203.064131362109,2365.159515531448,2667.615011762214,2556.0886545481503,2286.512814191435,2338.1073263170833
5,2168.571040855537,746.4767020589184,2420.427446950822,186.35062125634502,146.8778390661227,0.0,1842.3273509178002,2822.3364992706556,2537.175321557433,1996.1038450251033,594.7152039126506,427.93335886831466,204.1272538068141,195.4280373337676,396.6952954064157,397.23387359887766,545.007976701128,2179.8456090251066,728.3025787268784,642.4147121155194,628.8886410030086,4569.519187577661,2355.732404125355,2977.7377247715967,2478.211590712297,2175.307532849724,2325.108836695577,2638.9976187988555,2504.0864326857663,2256.341909316582,2318.6487124875684
6,3180.3424796459544,1527.0319976017347,659.2411376190066,1676.8184846810295,1695.9180596515369,1842.3273509178002,0.0,1019.9857952379339,750.9069416772983,487.87573473442114,1298.7769626229315,1564.5979506932904,2041.7476182626112,1993.8825732459707,2238.3314035981107,2201.3470424248126,2366.4815468256156,416.5197169903776,1559.8349959182772,1393.775920984537,1261.526409564234,6394.982584432086,3192.954376914732,3603.391589502646,3263.0008310768485,2961.420690961509,3200.54977301291,3354.685944161046,3466.7592391110443,3050.0351270447145,2997.1518939567754
7,3777.5186911016613,2374.7205072648435,819.8800706730627,2646.7042697297165,2678.567915370077,2822.3364992706556,1019.9857952379339,0.0,285.9028576262178,872.3226651517889,2246.1162174529773,2494.65645388988,3025.46235716072,2986.496367033337,3218.426645637739,3196.8918644958367,3358.988843524428,884.9170578901031,2409.5019079695944,2295.1587523534854,2209.171172661767,7321.423330371852,3713.3164173265773,3982.0043141800857,3752.107883690314,3487.345183769749,3736.913025374011,3802.015169862586,4015.308792643853,3568.0088192961866,3470.678358501934
8,3534.9088468687487,2093.1196450740954,706.143743905921,2361.1332884830263,2393.669065421825,2537.175321557433,750.9069416772983,285.9028576262178,0.0,595.20205851152,1960.2292390657028,2208.9566996706358,2740.4520162851727,2702.328540768431,2933.1080031104193,2912.9678909082563,3074.6213391602246,693.9636036929762,2127.857249471785,2010.2000891221908,1923.2932758609925,7037.245355380829,3484.3683571114543,3782.945328165106,3529.3323145144814,3256.164523856778,3505.087343069163,3587.7598754765568,3782.440599531685,3338.7543457523466,3249.343250738813
9,2966.7844624583663,1503.577427850365,955.9458176000554,1814.3339900485953,1857.1916457299405,1996.1038450251033,487.87573473442114,872.3226651517889,595.20205851152,0.0,1406.005062534492,1641.3030005522676,2200.20930640801,2171.8119491721336,2387.626402673056,2383.480269099016,2539.955954636099,776.9351448947798,1538.3875108563125,1434.3495955148069,1370.1382285344391,6453.715975527473,2935.9223940630586,3281.6480463670305,2990.2332902378853,2705.36420109664,2952.2382190675785,3062.071296717613,3227.087064243017,2790.5022164614024,2714.098579647161
