,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,1103,05-29 09:00:00,126.567,43.812,529,1,
1,1103,05-29 16:43:00,126.568,43.832,529,1,
2,1103,05-29 11:48:00,126.59677,43.8279,529,0,1648793.0
3,1103,05-29 11:00:00,126.59117,43.83129,529,0,922438.0
4,1103,05-29 10:48:00,126.58811,43.82865,529,0,3479832.0
5,1103,05-29 10:30:00,126.56664,43.83192,529,0,4197832.0
6,1103,05-29 10:09:00,126.57363,43.83121,529,0,1071684.0
7,1103,05-29 15:51:00,126.5738,43.83123,529,0,630486.0
8,1103,05-29 16:36:00,126.56856,43.8322,529,0,832193.0
9,1103,05-29 09:49:00,126.57829,43.82988,529,0,3417416.0
10,1103,05-29 12:53:00,126.5698,43.80774,529,0,3705901.0
11,1103,05-29 13:09:00,126.57253,43.80705,529,0,822376.0
12,1103,05-29 15:13:00,126.57834,43.82987,529,0,1558260.0
13,1103,05-29 16:11:00,126.57115,43.83152,529,0,2518567.0
14,1103,05-29 16:24:00,126.57016,43.83313,529,0,3286765.0
15,1103,05-29 15:59:00,126.57288,43.83226,529,0,1863253.0
16,1103,05-29 14:54:00,126.57531,43.82784,529,0,4184914.0
17,1103,05-29 15:00:00,126.57825,43.82975,529,0,2875077.0
18,1103,05-29 18:14:00,126.51789,43.82743,529,0,4169483.0
19,1103,05-29 17:19:00,126.56123,43.81357,529,0,258434.0
