,0,1,2,3,4,5,6,7,8,9
0,0.0,3554.347457132424,2679.9599698430543,4421.743153218545,3775.60095814285,3601.42899999915,3689.7292251382055,2454.954276957771,3971.0841666878177,3741.467537738533
1,3554.347457132424,0.0,1810.8490645214133,4643.180112715241,256.3472032500116,4611.4613583041355,5141.671490602936,1150.5008723059448,5856.237083071806,355.45471813093354
2,2679.9599698430543,1810.8490645214133,0.0,2950.248411750093,1878.1583832299393,2804.7740119306713,3331.7054655419515,1616.0205022608632,6094.622030554338,2158.2661923198684
3,4421.743153218545,4643.180112715241,2950.248411750093,0.0,4627.756289633724,1075.6622442646617,1592.8984152091493,4541.947040119765,8373.892971649748,4998.174010210298
4,3775.60095814285,256.3472032500116,1878.1583832299393,4627.756289633724,0.0,4655.442289603178,5204.39654294336,1397.4346089139372,6108.7168198574855,445.4541388488438
5,3601.42899999915,4611.4613583041355,2804.7740119306713,1075.6622442646617,4655.442289603178,0.0,652.1487285025667,4244.735437271821,7571.000861859108,4961.57857345127
6,3689.7292251382055,5141.671490602936,3331.7054655419515,1592.8984152091493,5204.39654294336,652.1487285025667,0.0,4674.072725646024,7615.616439825048,5486.107298142235
7,2454.954276957771,1150.5008723059448,1616.0205022608632,4541.947040119765,1397.4346089139372,4244.735437271821,4674.072725646024,0.0,4863.553458873997,1290.1542955734449
8,3971.0841666878177,5856.237083071806,6094.622030554338,8373.892971649748,6108.7168198574855,7571.000861859108,7615.616439825048,4863.553458873997,0.0,5791.660094931382
9,3741.467537738533,355.45471813093354,2158.2661923198684,4998.174010210298,445.4541388488438,4961.57857345127,5486.107298142235,1290.1542955734449,5791.660094931382,0.0
