,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,0.0,1998.352050794682,1829.1737082916225,1954.661969424183,2068.642594136575,2476.612956319707,2356.3733277464803,2572.3034625283312,2199.7301487649966,2253.6436594354955,3048.668704586257,3326.34244450711,3564.843253474049,3173.117465009538,3185.0727501631554,3066.246665708032,3475.26701624178,3279.2228244297935,3213.988242356872,3791.459010751709,3924.9584094618494,3804.6767505686385,3830.501363042947,3566.163627904544,3441.894278832197,3371.6988930041316,3533.31146080147,2657.5691201801587,3289.2115983880108,3574.105437391927,3501.3771516922534,3741.437377668113,3239.6564662266965,3079.4021896836216,3038.0731076343072,3512.855401093619,3654.395121744769,2609.732140544875
1,1998.352050794682,0.0,185.28956017057132,82.0116567343417,240.66406910156684,485.3740943104307,387.0006461946319,745.4101158552003,504.6017829556666,661.0311981056327,1240.7277343451858,1556.9297998128059,1698.3348748584215,1266.3547223615913,1339.2488350521842,1128.1526756785993,1503.8296652270799,1305.2848031480444,1229.8746890788002,1802.4183221305107,1932.2418972507282,1806.3575211147906,1835.4692117230065,1603.2151191208677,1467.9953807074205,1378.643595023487,1673.336435608374,924.8721649624956,1308.7299648403293,1630.0479222681415,1506.4030362370195,1744.2317341091202,1241.447775888214,1081.6213250914593,1041.831433946765,1550.7034000329024,1662.945745010192,930.512065931437
2,1829.1737082916225,185.28956017057132,0.0,125.76502517782883,381.4643904873456,667.7180475658428,572.2543144366705,918.738445677043,639.6437902463746,786.9600969528119,1418.3651014602178,1733.4353755286725,1882.0629516267888,1451.0364255792044,1520.6528793662505,1313.435885663529,1687.2625112300218,1488.704638521335,1411.7130732522023,1982.0284719787787,2110.2817624934632,1978.8294479222905,2001.3278775579445,1750.8349729456856,1620.2655978870184,1542.622785214289,1856.6943913504344,1088.9471141785525,1491.1548163773646,1815.1079664113674,1683.70415935174,1919.2728793066062,1412.6473947408901,1256.7055990928134,1209.2659313232489,1734.9453434819668,1841.8498958617938,1086.8792823332683
3,1954.661969424183,82.0116567343417,125.76502517782883,0.0,319.15456853885144,545.6669876547672,458.3078666344093,826.1215339026649,583.8205026672507,739.065286333816,1319.7013178848806,1636.2406024211773,1772.4059138838122,1338.7550106605893,1415.9665498794309,1197.5194623997154,1565.3233451594926,1366.826807910068,1288.4678233481657,1857.489035918399,1985.2319463392325,1853.0796734885587,1875.88474182254,1629.0977828170503,1497.247067339416,1417.3389700915043,1747.9373732623137,1006.7349958697505,1368.3151532110119,1696.3820436450774,1558.5317337443078,1793.7023245566306,1286.884169705059,1131.2204454430805,1083.5962586779603,1614.126694339289,1717.0852084698965,1012.4964649619657
4,2068.642594136575,240.66406910156684,381.4643904873456,319.15456853885144,0.0,442.7817684480072,304.7899301961596,550.9980766727973,264.711078290279,420.3815994976366,1054.4741882270075,1365.7018916261366,1539.2203817031761,1120.9634813708408,1167.6804155605607,1001.233823862195,1406.7084754260516,1211.216302764127,1149.8920219769473,1727.7898793776828,1864.32875732951,1762.8887156391431,1813.7379862812827,1631.4022015861906,1487.8960161058105,1369.5437095504699,1511.4636681949485,709.7772627864646,1222.9386711190502,1509.9958001233551,1446.9321412590616,1691.4757155092923,1211.923649091805,1041.2215554248846,1031.0514894810021,1444.6083748682925,1593.5434963428204,705.4559575016488
5,2476.612956319707,485.3740943104307,667.7180475658428,545.6669876547672,442.7817684480072,0.0,141.0277590569201,446.3585192736733,510.3014633978692,632.2900531831954,853.7984946502631,1166.4446555851105,1252.712867039445,814.5984371554591,920.1463883425331,662.7574237220161,1019.7281176953978,821.2020770996912,744.5030469830795,1317.9010795703468,1449.1456116119962,1331.9840367609354,1374.5485371456466,1191.9404954985914,1046.997936866546,927.196091193583,1231.4842296608374,653.0932720123898,823.537255442888,1153.1675305767474,1024.767631090315,1265.5517434727758,773.4440457751241,606.1405771125441,588.3528552671038,1068.6589340584296,1179.1393277561,700.0650516736011
6,2356.3733277464803,387.0006461946319,572.2543144366705,458.3078666344093,304.7899301961596,141.0277590569201,0.0,411.58065872956627,382.45722734388943,517.6117203698453,876.1191209171182,1193.1343533014383,1314.5194003285803,880.4522684519135,962.4938866711108,741.2183177568135,1124.676377978935,926.7283282427323,857.7697232727668,1435.090469260183,1569.2539435224303,1460.8340847411082,1509.1312865560299,1332.917142353698,1187.7877636207866,1065.112945365004,1290.4701781785145,615.056433297303,933.9506237593132,1244.5293178101094,1148.157422433014,1391.3797129855068,907.3424047811536,737.2784428709333,727.1637966341343,1168.489120288072,1298.476408657436,647.0317967444965
7,2572.3034625283312,745.4101158552003,918.738445677043,826.1215339026649,550.9980766727973,446.3585192736733,411.58065872956627,0.0,373.48441683348614,370.0458175295345,503.4938631248195,815.6547011887759,998.5970096275514,604.1267697442513,621.6065350537514,524.7395016041868,953.6395617116766,778.0599732829771,752.0662300453178,1298.9738219996561,1442.089947926419,1390.4896117171456,1481.8718057633623,1418.5325592971028,1269.1725999108658,1098.7887602359017,969.0180161479541,207.25624795659456,805.1451322191718,1015.0416936814488,1062.6012041558004,1304.834121420058,915.5996719198272,748.6459198302401,808.7569258917424,974.1181484491786,1180.613421818035,257.12825020940767
8,2199.7301487649966,504.6017829556666,639.6437902463746,583.8205026672507,264.711078290279,510.3014633978692,382.45722734388943,373.48441683348614,0.0,158.9975815693618,857.716688597975,1155.7724197648092,1366.9513990470773,977.301424794532,987.6571141410658,887.5850488421036,1313.5960032947144,1128.7932911511155,1087.296519457515,1653.0731072100723,1794.677755601154,1723.0936918310774,1797.2793577801947,1673.5527802039846,1524.9928733888348,1378.9987731973,1336.2512027542584,481.2284343421075,1150.0537889484503,1386.3512736749233,1396.9698575823866,1642.7028374115318,1205.010353253128,1030.9832050713371,1054.4350928731608,1339.5726623453181,1527.9714606847197,460.2047001129719
9,2253.6436594354955,661.0311981056327,786.9600969528119,739.065286333816,420.3815994976366,632.2900531831954,517.6117203698453,370.0458175295345,158.9975815693618,0.0,796.738411985721,1075.476767281671,1316.5623044317929,957.7401841850547,938.0924552535578,893.2676382471682,1321.9877952244285,1148.1024325275175,1120.1691823595604,1668.423652938712,1811.6995466027572,1759.0981412232102,1846.0922881569402,1755.016095420587,1605.4551495445587,1447.0794062476064,1283.8984148314971,404.18232987099935,1174.9461084135576,1372.5424958188678,1431.1672951010949,1674.2356080843053,1267.328583640998,1095.5423787773923,1135.7952524984491,1339.491938169218,1550.6592301041628,359.3995702848294
