,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.0,796.373553753189,1988.5056189508075,2363.145352846567,2498.4518624153666,2522.3136755881483,2532.86330875551,2505.9874063782822,1996.725837006127,1271.3548316223241,1125.9041044713435,1210.6327882198364,1576.1299898481234,1509.4719635858048,1789.989286495826,1844.1734459481233,1766.6206299252235,577.7512484973522,1008.2852163436482,1244.6950985661485,1310.4336673999983,897.1560797666782,1130.349822394953,1182.7216446844175,92.42461431090327,407.4524047281101,2136.009809411914,2463.7440405014986,2478.610207886153,2465.6858200203933,2168.774000468891,1882.064255532228,259.57816159955183,974.3316342116773,1133.8525990784992,1407.7225003250114,1656.5528539253337,1310.7393395786899,2016.6722813977024,1761.5716908942793,1769.9566460363494,3949.8723561148495,816.7259095892689
1,796.373553753189,0.0,2409.1213093510737,2635.621311993525,2753.3354085882725,2724.1975645360762,2713.0097426467705,2474.491282976819,1787.3959912407925,1991.7310561952831,1849.2095402973455,1976.7616617725294,2307.811762358113,2210.375822179839,2356.166584548256,2406.3797459137377,2224.0842809037363,1344.638023227676,1544.0269881975184,1675.162127660923,1691.7489671074486,1594.39326744279,1798.6626387645854,1766.0156411114738,841.3917459941617,875.7778424042638,2529.854446242173,2716.5138157231827,2653.347181842167,2427.4137340310253,1867.0956926577646,1688.9936347508676,996.655397202856,1548.5306614486665,1803.6498056126418,2169.285846954216,2314.2868593245043,2039.6694416101982,2552.9898063431106,2313.012762514149,2222.2772152617677,4647.441084915307,1249.1109298023011
2,1988.5056189508075,2409.1213093510737,0.0,571.2841240217614,700.5812481690477,835.359576328707,893.02028140718,1404.136197891065,1659.4713173668179,1203.5252240800776,1250.9833547174264,1463.0393399164573,1251.808238407436,1083.6595608570885,511.9438663666317,492.8019745909996,236.2745828683343,1617.6508744607963,986.7750127865978,752.9548947771228,718.1953233698166,1267.8351831736932,1071.9345646891454,873.5421133105467,1896.2847721760647,1630.2250247528061,161.85824729457033,681.230023287078,873.8476396681999,1402.1858599922907,1925.7654151759853,1601.0304519290557,1751.1355226667101,1037.8712309503198,1074.0297587301332,1435.489916349431,880.8625313809287,1238.097781225172,415.17367600818466,466.89925513447554,228.03483031693798,2614.0165974893575,1197.346514684769
3,2363.145352846567,2635.621311993525,571.2841240217614,0.0,141.22762486863064,268.53636980429144,333.6385738638879,963.5363000055211,1454.0544514278927,1757.278341954328,1788.9289905362855,2014.8135993634285,1822.6984447443149,1652.6293300466994,1082.1107877596328,1059.1611136460433,774.8339280683032,2083.8808097360416,1421.4691332601467,1138.754572452946,1056.7614597125055,1763.9686461650208,1596.4925583213346,1370.5923023696896,2274.054337606259,1970.4407840736244,438.1305423238512,113.37918618953503,330.51429319012954,977.1273846810335,1691.4199607185521,1433.8088168657614,2152.094435721842,1490.1563301631782,1599.614345918991,2000.651015304654,1452.1339583037147,1796.1491023329786,946.9772182585493,1038.1827607994119,761.4597423336788,2921.206958699631,1546.440902568015
4,2498.4518624153666,2753.3354085882725,700.5812481690477,141.22762486863064,0.0,182.1835715171602,255.84957261483254,938.9225628432504,1498.1240187780495,1894.2222764873372,1928.1230087251013,2152.293509290645,1951.9344281283659,1784.1431518784068,1207.693578161698,1181.8311076822486,911.3766956123355,2224.7787001682705,1562.027864927979,1278.3270923621885,1194.5925096712522,1905.1394123780449,1736.5923042495924,1511.5874312915496,2409.7831383487346,2103.6915996949683,557.4628798072454,36.87479771426584,277.77397256029604,959.2019996010811,1723.4167899217762,1488.212595240606,2289.768277741934,1631.0862236641944,1739.6518895287554,2134.435558116386,1579.5553490334398,1932.171081717049,1058.7454685369748,1166.4047967330416,898.3569816154426,2951.327948536095,1682.033521971535
5,2522.3136755881483,2724.1975645360762,835.359576328707,268.53636980429144,182.1835715171602,0.0,73.70402026188722,765.2543990145209,1369.1292252804365,2004.9085066662067,2028.0080389922061,2260.3019343196825,2083.8333139501638,1911.2267382303971,1347.2373625393418,1325.8386488334809,1027.371317689873,2287.20357706117,1622.6630301843284,1332.2549209295564,1238.7061033701477,1983.9977945959222,1830.762844587601,1596.5105429523062,2435.7895709686336,2120.846830665815,706.5531981975444,176.8302155924905,107.84018292918553,788.5732440038416,1581.788845956393,1370.0256523341593,2325.7301244828664,1696.4962477668462,1834.313033291946,2255.1835259050463,1715.3977462042744,2046.196829273613,1215.4731332950369,1301.4659818785885,1013.2293318934393,3131.848912085118,1710.9661255130566
6,2532.86330875551,2713.0097426467705,893.02028140718,333.6385738638879,255.84957261483254,73.70402026188722,0.0,695.2563047826548,1318.3986213734363,2050.4399085585687,2069.334484523671,2304.4582949566247,2137.429915633986,1963.1788973574612,1404.7896127390507,1385.0599569745573,1077.5342962364673,2313.468301008321,1649.7093538445927,1357.825336605753,1260.9654225853665,2017.2403983749848,1870.2398135724595,1633.0039703579694,2447.3295246859648,2129.402151099317,769.5688148839406,249.01766931172773,60.37347020667588,720.019908380357,1525.0713259404388,1324.0724285592914,2341.4289804153814,1725.1790089820117,1873.9716087436623,2304.293154398303,1770.9425438805886,2092.956557767917,1279.4830940819345,1357.48964084938,1063.0677947998543,3205.2406857266064,1725.270498797807
7,2505.9874063782822,2474.491282976819,1404.136197891065,963.5363000055211,938.9225628432504,765.2543990145209,695.2563047826548,0.0,781.1325824234171,2377.6320343372536,2355.419539009689,2608.3886576409736,2540.58880703332,2356.2224512702596,1877.216022654582,1874.0834386498243,1510.524121286418,2445.208107023132,1829.4624127221743,1553.1967948879185,1440.0147618910794,2229.527547467253,2148.9032894974803,1899.4709773615084,2433.5308694026826,2103.866862662529,1333.4848891789286,921.0624786660707,661.7184439953844,49.00584913910366,913.5976248959334,837.3083496163184,2371.855881406477,1913.8605013458296,2154.12219981611,2657.120810258071,2206.8517515741273,2430.265468805423,1819.1896231370463,1818.6281441816013,1494.9212013791807,3883.586830849794,1782.3298860969105
8,1996.725837006127,1787.3959912407925,1659.4713173668179,1454.0544514278927,1498.1240187780495,1369.1292252804365,1318.3986213734363,781.1325824234171,0.0,2264.0214884822926,2195.596240360465,2445.7795348852283,2505.0248442839957,2324.971031174714,2002.6958921420412,2021.0013795703271,1653.8224366955774,2103.2154045194516,1620.5174663345795,1420.7605456787035,1320.25353177779,1999.0751296836754,2004.2447849651207,1776.7890872724292,1942.4149886823118,1631.9147198583285,1664.7987665776564,1467.4996306622982,1264.2587156243105,732.6077958508157,271.0515683255348,115.63711284506115,1930.2392907429662,1700.5170010945437,2010.5270464041816,2549.2772320193635,2245.1326808130093,2323.5608101108587,2039.674301350767,1938.647250466516,1640.4170812131008,4271.868033936015,1445.1563500109382
9,1271.3548316223241,1991.7310561952831,1203.5252240800776,1757.278341954328,1894.2222764873372,2004.9085066662067,2050.4399085585687,2377.6320343372536,2264.0214884822926,0.0,145.4809455187648,259.7009354799506,317.5685562034802,247.5872300200413,756.213336807457,804.4212248820639,982.8455833766986,703.7079894984387,656.2293157460625,853.689196029449,963.6001909818033,398.9878647092958,263.3945279556276,491.96676921685514,1193.6827069768694,1130.6570039753683,1362.0179995485598,1870.4307857644976,2016.9751137205765,2356.8623855714873,2521.075394967117,2161.3975625339112,1020.2009662106577,587.1197104736489,256.90396401097,286.5204311769748,452.82072856351573,60.60556735125661,990.6408412316048,769.7374059236729,995.9421197916839,2678.5961102446586,923.6431141450689
10,1125.9041044713435,1849.2095402973455,1250.9833547174264,1788.9289905362855,1928.1230087251013,2028.0080389922061,2069.334484523671,2355.419539009689,2195.596240360465,145.4809455187648,0.0,254.98671732195194,458.60591406467665,388.32446229783704,840.0378377160359,891.4436867154247,1021.4778895831697,559.843861086458,575.3616151147173,808.9894747864465,921.9220602022134,262.0267141630695,206.6244491163385,456.1432385166362,1048.2399977700384,992.6604472574055,1412.0466147848267,1902.2964257185272,2032.4009500388017,2331.984345123179,2447.63730970336,2090.0263286681297,874.8452416717597,497.70884450594895,201.58617190636957,370.32094601650437,574.6946048943213,190.56031276380247,1079.8792464603455,843.8926371329477,1033.264603514314,2824.0748307286685,815.3307628470342
11,1210.6327882198364,1976.7616617725294,1463.0393399164573,2014.8135993634285,2152.293509290645,2260.3019343196825,2304.4582949566247,2608.3886576409736,2445.7795348852283,259.7009354799506,254.98671732195194,0.0,413.9723181345204,453.33268307995195,1011.2475099493798,1057.851804035295,1241.0816029119076,635.220226012649,825.5904115305445,1063.9026702492206,1176.75214473933,466.93307477268536,460.0880667450587,709.0706092617952,1145.1878583529067,1155.9442278668826,1621.6903909270384,2128.0718457098947,2269.67810183694,2585.47501301844,2695.5299771725004,2339.1574568128485,980.9583123557991,745.3375687044462,454.6747005581966,198.0916570448249,683.7613175611132,234.10828999054806,1241.9510055102278,1027.5948871283417,1253.955068285771,2772.0352241331675,1043.6567148962422
