,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,80.27698816619879,3354.828898943429,3586.5402813872743,3637.915361517478,3848.12934192407,4245.178145283637,2259.1791073726554,4780.060481608188,3281.8915936010826,2184.021301022325,4443.761737839175,3111.029613904577,4699.175386320475,3744.005773313485,3100.3078238701532,4558.820956212605,4592.619390602887,4472.447314095221,1562.18667594329
1,80.27698816619879,0.0,3303.512120091906,3542.752206950136,3591.792807131211,3805.791055066632,4201.069208191044,2199.413386365933,4736.505374612165,3233.7846081057705,2120.652725889883,4400.95334288309,3048.867961174901,4657.993062107606,3778.9569542743384,3039.7080999907657,4519.114165080848,4551.833478455313,4429.362887212009,1538.2783095611994
2,3354.828898943429,3303.512120091906,0.0,465.3421797240178,401.81612266910946,699.980706683882,987.2979139680507,1169.7523003648082,1506.8056597400905,182.27235135295925,1311.0657552581592,1203.2038090208487,662.9603099711187,1481.1187757645503,3855.3900338818094,578.4918925636641,1389.6731043213072,1391.7446599636553,1223.5376731838883,1986.1329460001118
3,3586.5402813872743,3542.752206950136,465.3421797240178,0.0,135.64012688990596,273.97346464443547,658.7628117025022,1526.1511498499667,1193.7615807438951,379.6762579522659,1684.319877200466,859.6702386447632,1128.2930855929594,1124.879997250885,3604.171602047135,1043.15524199704,1003.3498073189662,1023.1539054077949,887.262484532076,2114.8650139726756
4,3637.915361517478,3591.792807131211,401.81612266910946,135.64012688990596,0.0,298.5769142178693,619.7247831632877,1528.4207885132012,1154.5947584255491,372.08905677370944,1680.4080777510208,831.5181420798058,1055.6902710640659,1105.7061012022587,3739.098391038876,975.3067781327384,1000.4531797226997,1009.9519411795624,855.7874296221918,2190.1073690592493
5,3848.12934192407,3805.791055066632,699.980706683882,273.97346464443547,298.5769142178693,0.0,409.9144254811288,1799.271170766934,934.4935743039993,646.7743912858815,1956.389561425851,596.0954082477925,1353.1326421239241,854.6350399574251,3658.5149751064623,1273.5754438064218,729.55731515905,751.2648153058767,625.6086111369779,2358.541712752741
6,4245.178145283637,4201.069208191044,987.2979139680507,658.7628117025022,619.7247831632877,409.9144254811288,0.0,2144.5679776819825,536.4459021660614,991.3604515954103,2293.043211481451,215.94106755222592,1580.928556666056,494.0108885424495,3960.6733092568256,1515.027642552245,423.1169768850393,409.65401398057514,237.12789027820256,2766.431323377205
7,2259.1791073726554,2199.413386365933,1169.7523003648082,1526.1511498499667,1528.4207885132012,1799.271170766934,2144.5679776819825,0.0,2672.835678176395,1157.368743809432,171.54830667156185,2358.666924596023,859.1502268589109,2633.9959146459228,3804.5988806780433,841.757444059557,2525.377798287114,2538.0933790629742,2381.6497291185474,1198.0334161602825
8,4780.060481608188,4736.505374612165,1506.8056597400905,1193.7615807438951,1154.5947584255491,934.4935743039993,536.4459021660614,2672.835678176395,0.0,1524.9499660630092,2817.6008867664946,339.72625661803096,2057.587623536705,182.51913187327014,4263.323242178503,2001.0856196292516,340.6039687348132,265.28983895640516,309.05238945523166,3291.2114884379826
9,3281.8915936010826,3233.7846081057705,182.27235135295925,379.6762579522659,372.08905677370944,646.7743912858815,991.3604515954103,1157.368743809432,1524.9499660630092,0.0,1311.4505950993746,1203.60537145494,788.4345646142422,1477.516316677664,3673.357566362479,697.752764631754,1368.5103764067574,1380.8072521099834,1227.746812341797,1869.59334903969
