,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,4826.557850016563,4674.1497979127125,4285.329738630983,4865.452204469489,2015.646642767801,2251.9329669026715,2921.790590633758,3645.1144506090022,4174.958360599569,2832.6366418430266,4460.417601825679
1,4826.557850016563,0.0,285.95488236655694,632.2857181665688,99.4285190714053,6615.480582103182,2929.613419335013,2272.446932741424,1218.6380486165167,696.7665173613781,2342.0350436899184,450.40215199360676
2,4674.1497979127125,285.95488236655694,0.0,399.9615547229046,244.8958695514589,6503.36900464874,2709.248749219757,2034.4321773734216,1032.4416390808076,499.50979603666104,2107.971336796818,215.2530272512562
3,4285.329738630983,632.2857181665688,399.9615547229046,0.0,628.5836743195481,6133.7412683965085,2310.943568003138,1642.7326524465334,640.220363764762,131.52096131704394,1714.1569988707236,187.5126564470973
4,4865.452204469489,99.4285190714053,244.8958695514589,628.5836743195481,0.0,6668.576764923943,2938.0739218018925,2270.710794721692,1240.098270332723,709.4012831787911,2342.652541503891,441.3884655236524
5,2015.646642767801,6615.480582103182,6503.36900464874,6133.7412683965085,6668.576764923943,0.0,4257.10386712468,4904.2397893669395,5501.895827635419,6013.330186355861,4816.136698989693,6296.169570639049
6,2251.9329669026715,2929.613419335013,2709.248749219757,2310.943568003138,2938.0739218018925,4257.10386712468,0.0,713.3914423827317,1723.4451766527898,2232.90621050356,626.7744621998361,2498.3884987670804
7,2921.790590633758,2272.446932741424,2034.4321773734216,1642.7326524465334,2270.710794721692,4904.2397893669395,713.3914423827317,0.0,1113.8523414084575,1580.3244438622962,89.3957365171501,1829.398056472789
8,3645.1144506090022,1218.6380486165167,1032.4416390808076,640.220363764762,1240.098270332723,5501.895827635419,1723.4451766527898,1113.8523414084575,0.0,533.6295962550819,1169.56711508959,817.4571269052607
9,4174.958360599569,696.7665173613781,499.50979603666104,131.52096131704394,709.4012831787911,6013.330186355861,2232.90621050356,1580.3244438622962,533.6295962550819,0.0,1647.8307909628747,285.53836097817407
10,2832.6366418430266,2342.0350436899184,2107.971336796818,1714.1569988707236,2342.652541503891,4816.136698989693,626.7744621998361,89.3957365171501,1169.56711508959,1647.8307909628747,0.0,1901.2751513728906
11,4460.417601825679,450.40215199360676,215.2530272512562,187.5126564470973,441.3884655236524,6296.169570639049,2498.3884987670804,1829.398056472789,817.4571269052607,285.53836097817407,1901.2751513728906,0.0
