,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
0,0.0,1506.0648963866613,3132.7780006931443,3163.950215635347,2807.3221215288645,2678.481047994787,2164.934382798434,2281.8104603860675,2270.660716312001,2140.991307002332,2164.706624912195,2280.9758152519125,2213.510091708959,2178.689476502711,2176.813694091125,2017.549361658208,2074.976866769517,2187.8312050040377,351.64705455719684,433.3292380994989,485.87240823902675,497.27283321533656,422.8473003592171,605.956689143504,500.2363855813107,357.6537048441764,236.54159752642704,146.95035313497146,3234.178625507644,626.9629272095821,550.5214412026722,718.3807133119607,771.43264588978,1166.4534130650843,382.7367875214862
1,1506.0648963866613,0.0,1647.7117668359872,1662.120203293142,1316.263459753362,1190.7765778139594,1661.7434302549761,1767.2449047648497,1196.454929863069,1137.548231728063,1432.8372913573867,1285.536398725584,1287.1290752996404,1422.4095470164953,1374.014214282048,940.6954504528445,915.6967383475308,920.2238703708305,1347.9284995931341,1275.5263343295446,1418.176968443689,1333.4492197665195,1270.1691404133808,1570.2679944467695,1843.8980593429192,1773.8435087843604,1596.1837189731446,1464.0869808221169,4194.922213099315,1686.7778669735953,1738.9015809846546,1914.8273260974902,1818.6670679709525,2420.2826631692824,1766.416124829843
2,3132.7780006931443,1647.7117668359872,0.0,551.5078400673048,720.5908649784815,792.2834464857146,2663.2588868339153,2714.459456829,1849.8674381981764,1934.1150219763697,2336.1299600341513,1979.4211983229925,2067.4180110996194,2306.7860515155344,2238.2411507207107,1815.1801944294139,1702.770161952484,1528.3480802817573,2920.2202636432594,2835.0406513659104,2947.3385468084143,2865.6666498202176,2833.759319939829,3061.960368378487,3402.7151363580106,3361.241907658781,3187.859571327498,3070.688483502969,5695.947672827715,3180.5711620666557,3263.7155450672585,3414.227915922843,3279.4805741904884,3885.4550226054057,3345.0091219969845
3,3163.950215635347,1662.120203293142,551.5078400673048,0.0,378.0504595453492,506.3433833772996,2308.801378022962,2341.306230390681,1489.8515590971692,1600.6754302562472,1981.1032691343419,1609.7117507600026,1709.1996466511534,1949.419094598886,1882.5174487259867,1527.9851424367125,1414.8692748670512,1233.8340876337102,3004.925961802488,2928.186680635576,3060.964895592768,2976.5216712713222,2924.0997487504956,3198.303368338979,3499.904061557312,3435.220012743468,3257.7275826888117,3126.1779035553823,5451.808558124321,3317.2042287958343,3383.0152636539674,3550.0371683825765,3434.7761763888197,4044.334440666434,3426.517619389903
4,2807.3221215288645,1316.263459753362,720.5908649784815,378.0504595453492,0.0,130.40135452098505,1972.5410606348046,2014.699532664313,1151.9237443970364,1251.324271887202,1643.7409749703747,1277.8420294742023,1371.9112649367598,1613.04484871937,1544.994312433801,1162.6204973860006,1048.750712721914,867.6365070615112,2664.125898528867,2590.673728736612,2729.391274413364,2644.6396860497443,2585.699994346399,2873.9457702382833,3160.074705820019,3088.672521674746,2910.8936699189167,2776.0097433698415,5085.365231970257,2992.0961605156367,3051.21571099426,3223.1362276973646,3116.028616096535,3723.5078370398014,3082.228407543393
5,2678.481047994787,1190.7765778139594,792.2834464857146,506.3433833772996,130.40135452098505,0.0,1876.967875223121,1924.373301765628,1059.52096451859,1150.6614789559565,1548.6827431036625,1188.1862366467626,1278.2838863548195,1518.7043786350725,1450.2834919131712,1050.5624655853635,936.5561870147303,756.4519763091464,2538.6409650776627,2466.0187877550547,2606.1357687836285,2521.3605331289514,2460.831434428102,2752.4635023462374,3034.610734465066,2961.738389367916,2783.9505622101374,2648.407205755402,4969.221413085827,2870.340936840269,2927.724083841862,3100.7911548030133,2995.8722797537257,3602.484571713374,2955.7850656517667
6,2164.934382798434,1661.7434302549761,2663.2588868339153,2308.801378022962,1972.5410606348046,1876.967875223121,0.0,120.36029618775113,821.0203878242365,729.6340779610737,328.8049564406893,699.1363270378298,600.8914923634592,359.7960061832445,427.5781390775156,874.3769066655613,977.7784720090793,1140.414328269423,2293.0908281405814,2284.3045208284466,2446.221012884572,2384.8772924676027,2270.453264208167,2626.353330932521,2664.068847063431,2521.7927976732817,2386.27085049542,2243.47433620242,3218.7517143273326,2705.3595743798705,2676.639534705353,2862.4421203760417,2864.1510194453363,3331.3390402868295,2547.410840646981
7,2281.8104603860675,1767.2449047648497,2714.459456829,2341.306230390681,2014.699532664313,1924.373301765628,120.36029618775113,0.0,864.8707517121055,789.4893295408444,384.48948406525693,736.9435518005259,647.2776834941526,410.9923331812058,479.12471049707085,949.4798882367179,1047.5624830640652,1202.104435125209,2412.872280619332,2404.4579665313454,2566.255445457086,2505.087665227873,2390.5882283537703,2746.318883893107,2781.290662772954,2638.3494541170567,2504.087677669622,2361.747921391605,3231.5136986109287,2824.9409887388333,2795.465631446659,2980.9628962641723,2983.7243986368617,3448.262893258725,2664.4271032306847
8,2270.660716312001,1196.454929863069,1849.8674381981764,1489.8515590971692,1151.9237443970364,1059.52096451859,821.0203878242365,864.8707517121055,0.0,144.53037617242342,492.31415791306523,131.9381172809662,220.12939598698654,461.27826177393115,393.52021042653286,271.6244070406021,282.9629293623143,367.40157606097,2272.983025485359,2231.844323123215,2396.2383696361594,2318.720908110299,2221.061942631414,2572.852167265743,2731.045834742274,2614.7227645747294,2449.254923683412,2299.532854176373,3989.553928144924,2675.395827096177,2686.258394352061,2876.323823589188,2827.5848066270364,3381.506187933157,2626.200703387195
9,2140.991307002332,1137.548231728063,1934.1150219763697,1600.6754302562472,1251.324271887202,1150.6614789559565,729.6340779610737,789.4893295408444,144.53037617242342,0.0,405.5328677562246,153.82012704228143,160.7341029046307,378.55110061104904,310.85525732790757,198.81601935062477,267.671389893939,412.66017268173164,2155.082137105338,2117.24224116924,2282.3764629025695,2206.2599165620986,2106.04076226446,2460.3566728447486,2606.743646327523,2487.6513142844287,2324.111984752243,2174.261748593713,3863.4667199122823,2560.7230007263393,2567.380845804562,2757.7795203150918,2714.32510239255,3260.8971698936552,2500.413356007587
10,2164.706624912195,1432.8372913573867,2336.1299600341513,1981.1032691343419,1643.7409749703747,1548.6827431036625,328.8049564406893,384.48948406525693,492.31415791306523,405.5328677562246,0.0,372.60067396720035,272.22659816544837,32.881251968723845,98.796753021013,568.126504069592,663.5685608602062,818.1616045815418,2243.1437149612507,2221.202111533302,2386.539159816867,2317.8541179046365,2208.355940882294,2567.6050699929806,2654.618654059488,2521.3775642143046,2371.6664067802403,2223.8583354114126,3522.490345905059,2656.965248798311,2643.898360281623,2833.416495760228,2814.805060918663,3321.0512563306806,2541.457330882309
11,2280.9758152519125,1285.536398725584,1979.4211983229925,1609.7117507600026,1277.8420294742023,1188.1862366467626,699.1363270378298,736.9435518005259,131.9381172809662,153.82012704228143,372.60067396720035,0.0,107.15660971616961,340.4079094495269,275.04855057938545,344.9462847827988,389.3317773416132,496.1234344768322,2303.3723274082954,2267.0007355240114,2432.3537424216065,2356.775427030162,2255.636421300313,2610.7734519996434,2750.9910500458154,2629.788858097541,2467.8911259160477,2318.0410741348737,3887.4344376488975,2710.283603212725,2714.9933655636855,2905.496167294038,2864.391157476765,3407.3218338052584,2643.595145032563
12,2213.510091708959,1287.1290752996404,2067.4180110996194,1709.1996466511534,1371.9112649367598,1278.2838863548195,600.8914923634592,647.2776834941526,220.12939598698654,160.7341029046307,272.22659816544837,107.15660971616961,0.0,241.1633460408,173.45626651782936,356.2683630769562,427.62667642639616,561.5937791806425,2249.577385974314,2216.789802961505,2382.539078527353,2308.5661517545095,2205.0152603582937,2562.017254790827,2689.161337804546,2564.8670910126775,2405.582356996033,2255.9002104986803,3780.946317141982,2659.103474750287,2659.324745560628,2849.892404777671,2814.431343026535,3348.83400840553,2580.1951051709907
