,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,1103,126.567,43.812,1002,1,,
1,1103,126.57119,43.81167,1002,0,4057050.0,10-02 15:47:00
2,1103,126.57209,43.83154,1002,0,1006031.0,10-02 11:31:00
3,1103,126.57082,43.80437,1002,0,378056.0,10-02 14:58:00
4,1103,126.57223,43.83166,1002,0,2964433.0,10-02 11:39:00
5,1103,126.56803,43.83169,1002,0,2150432.0,10-02 11:56:00
6,1103,126.56628,43.83166,1002,0,3756634.0,10-02 12:15:00
7,1103,126.56667,43.83213,1002,0,3308913.0,10-02 12:23:00
8,1103,126.60069,43.83385,1002,0,2373846.0,10-02 13:02:00
9,1103,126.51642,43.82192,1002,0,4203534.0,10-02 20:59:00
10,1103,126.57953,43.82909,1002,0,1537561.0,10-02 11:04:00
11,1103,126.60722,43.82673,1002,0,3776557.0,10-02 13:36:00
12,1103,126.59791,43.827,1002,0,1805607.0,10-02 13:50:00
