,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,2427.37469690066,2471.5127611313924,2451.525914773325,2449.707648863861,2171.0303254135315,2379.3091628796687,1598.6603876686863,1804.9976856675933,1901.2887133114984,1836.780416815523,2432.218502990632,2516.5004421180565,2243.1855786229467,1811.523692746434,1297.9867420939077,1457.0213700082247,1770.4156866631442,1492.0869626610106,1565.1867597303176,1407.8132446338068,1347.8918347654694,780.7853167017944,1067.0870259768772,1343.6060359832784,1016.9425748133917,192.96623201065583,404.5797523819872
1,2427.37469690066,0.0,372.45908936729137,686.6940275652372,372.82035574793747,476.97029280728094,540.561784326668,828.8710914218357,648.5335112345299,578.2505996708956,712.5059260656794,149.20496558378292,257.08112069940654,993.1580360995023,755.1356903701048,1160.37985611907,2346.9870196408187,1418.167771853089,1284.2648835839568,1479.8590324131567,1843.3178126115013,2192.7713584969024,1894.1531817568366,1455.0100559690345,1390.6287087929156,2044.6021729274069,2401.4302256347596,2090.869624488794
2,2471.5127611313924,372.45908936729137,0.0,323.1482786394607,745.2152188054441,305.71026508906397,910.274987270457,928.4129339802316,680.082018013809,576.5695870626463,639.8494164214846,223.46435586936556,620.3735369529734,674.1300947658597,1004.6375901559738,1290.8525685091613,2592.6973468626534,1715.3802927648699,1524.0195207995878,1746.2737328480168,2091.976141018504,2429.937791655884,2038.7529595330109,1597.6489616155975,1606.362901872376,2237.754097200991,2474.5626157732363,2175.2786379008935
3,2451.525914773325,686.6940275652372,323.1482786394607,0.0,1057.6896487385413,373.29778314684177,1213.0285222367327,1027.4598952387998,765.4721438249361,661.7381428141055,645.7644565316119,538.5998960184194,940.0953522842741,386.7928000866777,1207.9040210305398,1384.413166880807,2749.917666977437,1932.9884225386056,1696.5024677760364,1935.7350188430908,2258.9482093789206,2581.305757852068,2115.4302289870234,1686.3865193017512,1756.0930560345962,2352.614673703153,2479.738390529422,2196.4614439596266
4,2449.707648863861,372.82035574793747,745.2152188054441,1057.6896487385413,0.0,803.3785735471195,186.94736569566115,897.7751773672628,817.8626798462574,790.4574411563598,946.7161593196404,522.0135645115491,152.35393601669017,1343.3627400850537,648.995650920497,1151.7298352620005,2146.601613389831,1172.7957426737155,1128.837195061568,1276.5906559987359,1650.7639796529402,2005.939216160542,1825.3458420503891,1409.4527401107246,1260.3275402222605,1914.7445069316684,2394.685632797041,2080.8008685414
5,2171.0303254135315,476.97029280728094,305.71026508906397,373.29778314684177,803.3785735471195,0.0,926.6696704528481,666.5615069131916,405.6099272228187,299.13544353724564,335.3518916311585,369.9152638130757,723.9756401540208,546.0803863322371,838.2705276283766,1028.800151462935,2379.3444505652747,1563.580571437092,1323.3765504232824,1562.5623852534386,1886.6589541167027,2211.6293382432928,1770.6555403929913,1334.4615952320785,1385.5247488593925,1992.4378531479979,2179.7962597481464,1884.6009455531814
6,2379.3091628796687,540.561784326668,910.274987270457,1213.0285222367327,186.94736569566115,926.6696704528481,0.0,886.9757397654946,862.3077345374996,857.5018978248986,1015.4727815924458,687.4559986948366,339.3005050871255,1472.5882435792066,568.7253812448012,1089.1723137124009,1986.2528886444022,1004.0078315710371,997.1641040978033,1121.975114731747,1496.1535870138741,1850.9443171151224,1719.634901757134,1321.4250178826785,1136.7488511998545,1782.116013413969,2311.2151598867704,1998.7260680627965
7,1598.6603876686863,828.8710914218357,928.4129339802316,1027.4598952387998,897.7751773672628,666.5615069131916,886.9757397654946,0.0,262.24205818031936,367.7981072350165,412.97976146785004,844.7658248489981,935.1885315530884,1032.9125468198429,401.796903215801,363.58807489716156,1729.775009699561,1021.3783202761857,709.9764790104614,964.3411394287516,1249.7453571163546,1559.0311339617272,1110.5032311881214,670.421544992709,740.8011289581111,1326.4163094364924,1575.1029173244483,1266.8263895772056
8,1804.9976856675933,648.5335112345299,680.082018013809,765.4721438249361,817.8626798462574,405.6099272228187,862.3077345374996,262.24205818031936,0.0,106.5698038542947,188.18508741532736,629.5366335202606,812.9040422227296,800.0412337797296,533.1561475522177,623.2399152393606,1987.9693526979293,1231.6281173888397,950.2782151934316,1199.6553609740024,1502.7426013614895,1818.1309957623507,1365.9838823753907,928.8910428780097,995.689404913402,1588.572509111388,1798.489466050311,1496.5166916552123
9,1901.2887133114984,578.2505996708956,576.5695870626463,661.7381428141055,790.4574411563598,299.13544353724564,857.5018978248986,367.7981072350165,106.5698038542947,0.0,158.10505612417873,541.876217588859,766.4790985965312,722.7291373571356,599.119058933108,729.6648278851554,2089.152125948416,1312.4582207334868,1044.2827732312376,1290.664283881485,1601.2048706439748,1919.986838519529,1472.470000677322,1035.442446761633,1095.8033601508173,1694.161247298504,1899.0116508933536,1598.7582376523771
