,courier_id,gps_lng,gps_lat,ds,depot,order_id,gps_time
0,75,126.567,43.812,924,1,,
1,75,126.54461,43.82284,924,0,3367158.0,09-24 13:29:00
2,75,126.54476,43.82321,924,0,4354562.0,09-24 13:35:00
3,75,126.56761,43.82404,924,0,2566097.0,09-24 11:57:00
4,75,126.56879,43.826,924,0,3918379.0,09-24 12:11:00
5,75,126.56695,43.82813,924,0,4162712.0,09-24 12:39:00
6,75,126.56932,43.83075,924,0,4410377.0,09-24 12:46:00
7,75,126.55785,43.83367,924,0,3863094.0,09-24 13:04:00
8,75,126.5556,43.83316,924,0,4204338.0,09-24 13:10:00
9,75,126.57205,43.82187,924,0,3850943.0,09-24 10:30:00
10,75,126.57886,43.82259,924,0,118352.0,09-24 11:13:00
11,75,126.5792,43.82172,924,0,3098136.0,09-24 11:20:00
12,75,126.57111,43.82706,924,0,3561887.0,09-24 11:33:00
13,75,126.57199,43.82842,924,0,1289160.0,09-24 11:40:00
14,75,126.5711,43.82835,924,0,4359713.0,09-24 11:48:00
15,75,126.56436,43.82706,924,0,2598751.0,09-24 12:21:00
16,75,126.56939,43.82783,924,0,4327288.0,09-24 12:32:00
17,75,126.55822,43.877,924,0,769464.0,09-24 18:01:00
18,75,126.56527,43.81598,924,0,4193918.0,09-24 09:18:00
19,75,126.56386,43.82234,924,0,4315969.0,09-24 09:33:00
20,75,126.57016,43.8189,924,0,2502041.0,09-24 09:48:00
21,75,126.57756,43.81945,924,0,3104225.0,09-24 09:59:00
22,75,126.56984,43.82019,924,0,1247894.0,09-24 10:06:00
23,75,126.57234,43.82059,924,0,4386372.0,09-24 10:15:00
24,75,126.57228,43.82377,924,0,2673614.0,09-24 10:38:00
25,75,126.57264,43.82393,924,0,3034491.0,09-24 10:45:00
26,75,126.57589,43.82368,924,0,3345913.0,09-24 10:53:00
27,75,126.57583,43.82609,924,0,4195239.0,09-24 11:06:00
28,75,126.57928,43.82441,924,0,3030501.0,09-24 11:26:00
