,0,1,2,3,4,5,6,7,8,9,10
0,0.0,2295.7981850534143,1917.5917415560116,1928.0757040341302,2237.0943402378175,2082.235555659723,1909.0838909127629,2066.15929484161,1507.101467725207,2277.2894461653023,2101.1931914931074
1,2295.7981850534143,0.0,722.4230832063206,881.0217040418507,456.60393231315567,650.4334901157497,397.59568584948045,1004.8980355230892,793.3957909797452,47.30765262576367,1380.2168313390146
2,1917.5917415560116,722.4230832063206,0.0,170.34541037749378,374.4069061997857,166.52371130955444,644.7198051505658,348.66758165764185,587.726500753006,677.0851071231473,700.1765545187145
3,1928.0757040341302,881.0217040418507,170.34541037749378,0.0,488.98760861450063,254.23410010241577,813.2334813552393,196.67634626787492,709.349432811038,834.7313103011827,530.4643007373429
4,2237.0943402378175,456.60393231315567,374.4069061997857,488.98760861450063,0.0,234.78400479407145,600.9657467914143,568.5929227319986,782.6026766442045,410.17788218325916,940.2647406165989
5,2082.235555659723,650.4334901157497,166.52371130955444,254.23410010241577,234.78400479407145,0.0,669.9777555109043,354.8698591503063,710.0160696428628,603.2194223750207,730.0633812526015
6,1909.0838909127629,397.59568584948045,644.7198051505658,813.2334813552393,600.9657467914143,669.9777555109043,0.0,989.8416458833319,430.2705213985927,391.0486989467856,1343.5389546567687
7,2066.15929484161,1004.8980355230892,348.66758165764185,196.67634626787492,568.5929227319986,354.8698591503063,989.8416458833319,0.0,905.8285488013597,957.6293180538521,375.3190444436569
8,1507.101467725207,793.3957909797452,587.726500753006,709.349432811038,782.6026766442045,710.0160696428628,430.2705213985927,905.8285488013597,0.0,771.8487291500708,1187.6829231142751
9,2277.2894461653023,47.30765262576367,677.0851071231473,834.7313103011827,410.17788218325916,603.2194223750207,391.0486989467856,957.6293180538521,771.8487291500708,0.0,1332.946889745858
10,2101.1931914931074,1380.2168313390146,700.1765545187145,530.4643007373429,940.2647406165989,730.0633812526015,1343.5389546567687,375.3190444436569,1187.6829231142751,1332.946889745858,0.0
