,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,75,08-22 08:48:00,126.567,43.812,822,1,
1,75,08-22 16:11:00,126.562,43.82,822,1,
2,75,08-22 15:15:00,126.54557,43.82176,822,0,4475921.0
3,75,08-22 15:23:00,126.54274,43.82312,822,0,4031349.0
4,75,08-22 15:33:00,126.54806,43.82924,822,0,4152288.0
5,75,08-22 15:52:00,126.55827,43.83265,822,0,827670.0
6,75,08-22 14:33:00,126.55011,43.83141,822,0,2749471.0
7,75,08-22 14:50:00,126.54805,43.82741,822,0,2723604.0
8,75,08-22 15:00:00,126.54909,43.82428,822,0,2317668.0
9,75,08-22 13:20:00,126.56017,43.82226,822,0,4360626.0
10,75,08-22 13:28:00,126.5514,43.82268,822,0,2756740.0
11,75,08-22 13:46:00,126.55449,43.82571,822,0,2329120.0
12,75,08-22 13:51:00,126.55131,43.82613,822,0,4237497.0
13,75,08-22 14:03:00,126.55406,43.82432,822,0,834220.0
14,75,08-22 14:12:00,126.55428,43.82435,822,0,4199554.0
15,75,08-22 12:36:00,126.56805,43.82949,822,0,2971881.0
16,75,08-22 12:41:00,126.56684,43.82974,822,0,3619380.0
17,75,08-22 12:46:00,126.56603,43.82983,822,0,1977645.0
18,75,08-22 13:01:00,126.55942,43.82514,822,0,4352330.0
19,75,08-22 13:14:00,126.56,43.82478,822,0,4295732.0
20,75,08-22 11:59:00,126.57047,43.82698,822,0,1847763.0
21,75,08-22 12:07:00,126.56873,43.82323,822,0,874434.0
22,75,08-22 12:15:00,126.56902,43.82577,822,0,1327881.0
23,75,08-22 12:21:00,126.56485,43.8244,822,0,57429.0
24,75,08-22 10:21:00,126.56842,43.81623,822,0,1785379.0
25,75,08-22 10:33:00,126.56969,43.81945,822,0,1766244.0
26,75,08-22 10:41:00,126.57214,43.82142,822,0,3893719.0
27,75,08-22 10:50:00,126.56996,43.82362,822,0,1994764.0
28,75,08-22 11:04:00,126.57646,43.82098,822,0,2739781.0
29,75,08-22 11:18:00,126.57892,43.81954,822,0,4038205.0
30,75,08-22 11:26:00,126.57872,43.82309,822,0,1382916.0
31,75,08-22 11:38:00,126.57883,43.82298,822,0,296100.0
32,75,08-22 11:47:00,126.57485,43.82236,822,0,2351713.0
33,75,08-22 10:55:00,126.56775,43.82497,822,0,3574489.0
34,75,08-22 09:45:00,126.56266,43.81917,822,0,2965231.0
35,75,08-22 10:09:00,126.56697,43.81937,822,0,142352.0
36,75,08-22 18:14:00,126.59411,43.84166,822,0,3694333.0
37,75,08-22 16:18:00,126.56558,43.81307,822,0,489743.0
38,75,08-22 16:25:00,126.56399,43.81405,822,0,907533.0
39,75,08-22 16:39:00,126.5623,43.81693,822,0,928906.0
