,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,0.0,2392.547506993819,2091.8327170737207,2332.7830411700807,1570.161248522513,1977.0717324081502,2347.759492938265,2259.473950717575,1845.7250436352547,2252.5862635981075,2014.141236374229,2219.5444403295865,2408.7414992007016,1645.7517536458602,1559.9875267946786,1393.4826615130185,1112.31832642443,1562.8872236311147,1818.9048216733408,1561.2553031412333,1556.293988475814,1750.350520074374,2080.9925215217404,2191.957440911561,1902.945072392944,1924.486006812719,2031.2573574768073,1710.5575015733643,1518.017209515185,1646.5844293155335,1594.2109241566473,1889.3086722164937,1802.9728412760755,1495.4997487716341,1454.7973728774136,994.108878392315,1193.7473205782921,1378.0304507257458,1444.3888300745164,1198.7305047815616,536.346215588625,812.8280968726765,372.7284362945767,362.39499500339633,119.83487604543627,351.1163451410045,3987.734186197365
1,2392.547506993819,0.0,623.9851860143623,500.05211625776036,964.2499061058874,477.08712355369414,268.97759961360094,468.39885705451434,838.819399677768,841.9701361385492,951.1501029402739,1129.8152803333023,495.51141962780696,872.7361820359032,871.3904053713475,1030.565754073264,1307.211935007506,1186.529907563958,987.2013150703353,859.4109106014077,836.7083579477816,749.9229539535985,1066.293692131168,977.2731898469091,1481.9421792092103,1395.058560272461,1391.0828882364215,1333.419257723043,1209.3403123309718,1158.151077940264,1074.4662717608664,877.1073843902443,2025.0053980522912,1914.3743623345,1762.7834509735685,1856.956765563015,1639.9767449684405,1515.555060197325,2139.2354338579157,2291.0503998096087,2056.815486135781,1882.459471373032,2025.018708139871,2083.3492819044222,2407.2954401961474,2258.8665878259444,3388.485388157919
2,2091.8327170737207,623.9851860143623,0.0,1026.3097066540345,522.4250258405807,301.36384854865264,390.25277865859874,201.64392923315796,271.9164163155313,296.00486762805156,327.55029054498766,540.5318034897739,328.38510818883265,977.3710192387063,862.6689058032823,721.5749346337972,987.630480725483,637.6277976899939,389.45508270110037,581.762677329873,677.7286737849051,357.60235556952864,1442.8330884076624,1402.9987577863392,1768.8567483942843,1694.7041728946765,1727.562469520265,1554.2273308803642,1330.2217403901711,1340.4096486284452,1212.8313010562326,1163.3169879078087,2236.4472622335607,2045.0353811049906,1886.779060772311,1824.5805362241776,1665.8147898511302,1606.6470283998776,2239.2271099624595,2310.315137030826,1882.6035564284973,1785.9820600889832,1720.9915230057456,1844.0903292106655,2135.182490587747,2046.0744499673526,3885.9644981863426
3,2332.7830411700807,500.05211625776036,1026.3097066540345,0.0,1174.4417952107683,768.238037445497,751.6170944363964,924.1191572564231,1162.5909331151317,1291.737460392323,1341.7150737331365,1564.3977259692174,984.7370707513018,687.891728638021,786.7291227393541,1128.939101694352,1358.594961214148,1446.367499492191,1318.0214405496854,986.3494085695969,886.3870271978125,991.9939700439306,605.4464415490792,494.9497770158994,1047.4539241505822,957.9854270803501,933.4607071875372,953.5424267291761,923.3235790710761,830.8607100444983,800.1512964946626,519.5069606303041,1610.730681935306,1554.3654796826002,1415.9891159291728,1616.3660205349463,1373.7746249993206,1212.491176795872,1788.7779545942742,1988.3450116862352,1911.6717856506996,1688.8395567592138,1988.9475554035982,1989.1180104410366,2322.4480179531824,2132.5762917480947,2894.489143069523
4,1570.161248522513,964.2499061058874,522.4250258405807,1174.4417952107683,0.0,487.5794792385009,828.1441599745965,700.7740552158529,285.28464317148286,707.3905813227345,508.66408805278087,776.8382680117802,845.0847428281945,781.2650615279812,612.3198596722998,252.35566263776028,475.91525208447484,284.4483618413485,328.52415363774827,231.07363467496967,384.12287626550085,215.17948606558204,1374.6595546857245,1386.7481174353986,1583.0820706321604,1527.1259451245244,1589.222616027807,1336.0308041558399,1063.4853528929484,1121.3364473746462,981.8576978763788,1066.8370758350788,1956.605849721582,1716.1124360068006,1563.030029163689,1403.0451272387788,1290.586626010936,1282.1067641059626,1879.666579128407,1898.3514014658376,1391.277336594569,1331.6369228195101,1200.212268905683,1333.5586248267596,1616.1680274146943,1539.7172602409203,3829.641567513181
5,1977.0717324081502,477.08712355369414,301.36384854865264,768.238037445497,487.5794792385009,0.0,370.79247557708425,335.3356995087691,396.1912618416896,597.1219571981637,582.4167951799411,830.5001186174254,482.47238734774237,688.1801759298504,593.6337788377053,585.8117845879779,868.4897574823561,716.8167745128078,551.7983133567105,415.90919749679125,451.6401264628637,272.8699291606835,1143.3017377805743,1108.729426351868,1469.1015961848116,1394.1186259349709,1426.2045254217246,1258.7780445540543,1046.5078265673574,1047.3068941685785,923.9626719137041,861.9535889523443,1946.3717102189653,1767.8206305747349,1609.5877616198604,1588.4568879587323,1409.782570640429,1333.3453417004346,1970.1422306237012,2062.969457526096,1702.1461857804702,1572.1153573170586,1604.825901295773,1694.1977598385236,2005.068463898501,1885.1923067792786,3593.690045416958
6,2347.759492938265,268.97759961360094,390.25277865859874,751.6170944363964,828.1441599745965,370.79247557708425,0.0,207.37303733495116,641.1852341593441,575.8782307022555,708.101417661755,865.9586995202118,233.23507813108148,967.1237107849638,916.3494851544644,955.4913238352627,1238.0993262405466,1006.3222836661723,775.8708891554088,786.5061183452217,813.1693536657306,617.7400854015816,1277.5597321414157,1204.3706731045315,1667.3024218586697,1583.843744989047,1593.1438852507974,1491.325134130931,1324.3980644309613,1296.6297942517908,1192.3445862052026,1048.3600608621714,2188.6062453693035,2046.1713265996639,1890.0899741858589,1922.6317431730718,1726.1027451238056,1625.8016795435497,2261.443014399396,2382.6594743022088,2065.1950346869235,1921.770666728325,1975.4172659522155,2063.5315278700073,2375.694348675002,2252.50930807125,3646.054150716046
7,2259.473950717575,468.39885705451434,201.64392923315796,924.1191572564231,700.7740552158529,335.3356995087691,207.37303733495116,0.0,471.1347988568158,374.38720978020467,503.9689734220504,661.4595703572272,152.41522254533234,1013.7645644298912,928.5226832797131,871.4449763889465,1148.2288902571468,838.268932551879,590.2953811220817,714.4254949028,779.123250714336,509.18361869816175,1405.4995593359192,1347.2159268626199,1767.643320295551,1688.1543159029563,1708.7879829522426,1571.4658857668692,1374.1578724586652,1365.3622719610744,1247.9953035588728,1149.4324786660889,2265.1700196252445,2097.4950059088624,1939.5284867382195,1922.6334329801275,1745.0250190773093,1665.444338032316,2302.8503346654466,2398.2818131408967,2019.238423220226,1901.294338347887,1887.0977951947293,1996.3351249968027,2296.8418530286735,2193.488407110643,3813.1394050633094
8,1845.7250436352547,838.819399677768,271.9164163155313,1162.5909331151317,285.28464317148286,396.1912618416896,641.1852341593441,471.1347988568158,0.0,422.41738946258926,250.66026187942103,529.4495954012359,599.1266048058421,937.7971831362935,789.3414991213563,524.0357316591488,760.9509238249275,367.63955163996314,155.63752770490953,430.9445853498334,568.2806302716489,226.46472061859043,1481.6884130881094,1467.2550063439658,1751.2595205870468,1685.903909809735,1734.4771493125431,1516.6595542636637,1262.8103277635823,1298.8926914877636,1162.2364379681992,1181.6217785576125,2170.821697730455,1949.859076904481,1793.6393550197947,1670.5691741521791,1540.3586369310922,1510.688143553499,2126.527207991331,2164.3087257625225,1676.1439568684782,1609.0237424895895,1478.241223080334,1617.7970019644672,1895.8674102307111,1824.5842017986756,3946.108310100235
9,2252.5862635981075,841.9701361385492,296.00486762805156,1291.737460392323,707.3905813227345,597.1219571981637,575.8782307022555,374.38720978020467,422.41738946258926,0.0,253.651559793162,291.901521351588,388.5770078590285,1269.6788865482242,1147.164880080791,943.7769265127507,1182.1807088507005,706.9227618344241,437.3653841391806,831.1959151721866,947.9531268078124,604.9625389845935,1735.8659096973481,1691.3650504308755,2064.6910177705254,1990.7015757270635,2023.2283182984743,1848.4182345484808,1618.923532283807,1633.7099532967902,1504.3816498004426,1458.951871680783,2527.330618328848,2328.2335690798373,2170.3032007638294,2081.3361099990516,1936.8132519403941,1888.6142086716045,2516.677620307057,2572.420304143109,2098.5403261322217,2027.4946155177015,1889.26346392919,2037.0161292547225,2308.0899851453237,2244.920120170066,4170.1443899949
10,2014.141236374229,951.1501029402739,327.55029054498766,1341.7150737331365,508.66408805278087,582.4167951799411,708.101417661755,503.9689734220504,250.66026187942103,253.651559793162,0.0,278.78943913580434,580.3706918182829,1183.9222595467177,1038.89669169565,759.0699683534621,969.3447887669947,457.3844726927459,196.7269846490397,680.3689181540428,818.9224554765983,474.83164650552567,1710.5960249028149,1686.3065495775934,1996.1082210073134,1928.8629723331385,1973.8538262969282,1764.2983318741306,1512.9497457416408,1546.6092127413008,1410.7378582146803,1415.794093551927,2421.347517330252,2199.894383880522,2043.887077984202,1910.2360283108223,1787.3477693124325,1760.9655975810842,2374.6038349942373,2405.134359119046,1889.2161417961777,1840.0073724098659,1655.1759206255847,1813.787297539207,2074.1329555012926,2023.9183926243318,4170.6219040148135
11,2219.5444403295865,1129.8152803333023,540.5318034897739,1564.3977259692174,776.8382680117802,830.5001186174254,865.9586995202118,661.4595703572272,529.4495954012359,291.901521351588,278.78943913580434,0.0,678.4064313551385,1459.5300073829414,1316.9727464356,1029.1035454403345,1219.8139795336267,662.4932310962388,449.80385460324806,958.5215199449499,1097.703770947089,752.8786557013278,1971.5329737881104,1939.0942539276184,2269.986564332701,2201.187438526737,2243.0770704056613,2040.63763953166,1791.3482850037483,1823.1117818440257,1687.9111389285717,1681.9341947426694,2700.026347823452,2478.1160604318466,2322.3053339064154,2179.620309717276,2063.045980264149,2039.4239453758923,2651.047680109942,2675.0251541612133,2135.65252671738,2102.101909997709,1871.6457463658041,2045.6558934384193,2288.183488165829,2257.4887309269648,4423.774397839481
12,2408.7414992007016,495.51141962780696,328.38510818883265,984.7370707513018,845.0847428281945,482.47238734774237,233.23507813108148,152.41522254533234,599.1266048058421,388.5770078590285,580.3706918182829,678.4064313551385,0.0,1148.7861193141841,1072.5516608712628,1022.8876987997484,1298.4692344130804,960.960632273359,700.626054326003,866.7703792451503,930.0354801172465,659.3315605934141,1503.5631510896349,1434.6316595056953,1882.470034503619,1800.7656464251008,1815.0123388257032,1695.5838694274285,1509.3735455819442,1493.7307623926451,1380.872579852373,1262.5297825068506,2391.739481491244,2233.3536631012826,2075.82531796004,2070.9192034050493,1889.4420776697102,1804.3779270935147,2441.994629336638,2543.9903694687323,2171.638370661297,2052.2569747171306,2036.630835092276,2148.1395873294236,2447.423722637534,2345.6862965934847,3879.0527512537124
13,1645.7517536458602,872.7361820359032,977.3710192387063,687.891728638021,781.2650615279812,688.1801759298504,967.1237107849638,1013.7645644298912,937.7971831362935,1269.6788865482242,1183.9222595467177,1459.5300073829414,1148.7861193141841,0.0,174.4534543943414,607.0836709466843,748.2010083258665,1058.3197970185906,1062.6287713856575,550.4284539460895,397.1705361362911,711.3804239378704,611.9856889977424,657.1422966803775,813.7280479092924,750.9410975962702,808.3978515781043,581.5255670041154,360.65096782548903,364.77668816620417,235.89496685173617,312.86459876570376,1259.3469015690644,1084.5870017257887,927.0534399373051,985.5710725861876,768.1754791768327,658.7307386854849,1295.2306964921606,1422.3097591945498,1230.9121569982651,1025.7863921279259,1307.2613124925208,1301.2944086836055,1634.5984604600344,1448.555575699865,3049.4997444506535
14,1559.9875267946786,871.3904053713475,862.6689058032823,786.7291227393541,612.3198596722998,593.6337788377053,916.3494851544644,928.5226832797131,789.3414991213563,1147.164880080791,1038.89669169565,1316.9727464356,1072.5516608712628,174.4534543943414,0.0,432.86175373774677,592.2127381300475,886.2574186264114,905.2132210501985,383.1294375899144,229.70714681842603,564.1216014173501,785.6605338805812,824.6867660515182,972.6741901784858,914.9531462764569,977.6579441487175,730.2667292012065,474.9250265195186,513.1236084901146,374.5724058673224,483.12613704897535,1384.799064300836,1182.4163812089832,1024.1996570566732,1006.2822748718603,816.90203288722,744.1194847619818,1378.6418042499263,1471.8225653238956,1187.4124120119156,1013.905747972386,1207.1200013758196,1229.8870559253673,1560.4352768178899,1394.5961839490772,3221.7833078403187
15,1393.4826615130185,1030.565754073264,721.5749346337972,1128.939101694352,252.35566263776028,585.8117845879779,955.4913238352627,871.4449763889465,524.0357316591488,943.7769265127507,759.0699683534621,1029.1035454403345,1022.8876987997484,607.0836709466843,432.86175373774677,0.0,282.68956538635234,477.4738192249789,580.7562385156144,172.00716855191823,244.88619249374818,365.62230605706935,1218.4525654964884,1252.41912854797,1375.75771127998,1327.2744299081514,1398.5336366465954,1123.0890297113153,841.7097131499361,914.6726129873927,776.7516590019341,914.4781608960877,1718.5862328966691,1469.9347101238316,1318.5490318457132,1151.3045260354518,1039.9118264501772,1039.7497090059219,1629.0764797612844,1646.439593280167,1162.1058173898703,1084.9901671028715,1020.8124722046132,1125.5669112201283,1426.4004377547928,1325.3087740854783,3645.881334592985
