,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,3172.7946632773464,4123.659181839498,3877.236608819438,5452.152078532425,2580.858846650456,4089.2912474132477,3406.4038153782717,3234.6804265564638,4663.986215590538,2537.969142799036,3873.881007813968,5266.317306856411,3371.755681133496,2845.858946749939,3703.2971321078826,4930.905653973305,3338.7403152041425
1,3172.7946632773464,0.0,1231.766539156228,841.7570488024545,6858.736676094221,967.445584641552,1134.9445125375817,237.77549161887094,61.91029391089795,1512.386613505528,692.5547185710407,702.44970557956,2094.175473163515,580.5986633923998,1766.3889563786058,583.0463954062512,1758.115590114142,203.36494747523858
2,4123.659181839498,1231.766539156228,0.0,421.11853219423676,8086.654232056723,1551.8552451782077,130.9880334751023,1121.0230282943112,1190.9971367139162,1347.8372405149673,1631.9350788322329,853.002554275322,1564.0803624043579,1609.0414532473787,2966.598721317944,1195.8748075058757,1270.1988749036582,1221.8038059496541
3,3877.236608819438,841.7570488024545,421.11853219423676,0.0,7678.6090098046225,1366.5387287779447,303.81786547498206,706.1792574522005,794.435970300374,1148.4793178247878,1343.4771759470943,460.89791024176003,1534.1913013652106,1187.9234361340439,2550.4159049478385,783.8632031081119,1202.20620020408,807.9023719976424
4,5452.152078532425,6858.736676094221,8086.654232056723,7678.6090098046225,0.0,7026.066416339194,7981.154109196375,6972.999426986901,6896.4805762834485,7671.561433382618,6676.482206297935,7355.216686266563,8293.01685145361,6535.864723039388,5144.016480847756,7006.891882945973,8077.94585137432,6871.060765527048
5,2580.858846650456,967.445584641552,1551.8552451782077,1366.5387287779447,7026.066416339194,0.0,1531.8179498609527,1172.413849364339,1013.3490988712737,2380.832147311632,438.26487648632576,1523.8905929958485,2877.136532910331,1499.2117433408166,2260.950634936526,1531.8248112605465,2537.6418259958787,1168.9074400742134
6,4089.2912474132477,1134.9445125375817,130.9880334751023,303.81786547498206,7981.154109196375,1531.8179498609527,0.0,1009.6749368965303,1090.8255389563317,1237.891573416932,1577.302762044637,723.0708176755032,1494.8661637382388,1488.5959293778737,2854.233099918353,1068.3694495827083,1188.4339923681518,1111.2488717484785
7,3406.4038153782717,237.77549161887094,1121.0230282943112,706.1792574522005,6972.999426986901,1172.413849364339,1009.6749368965303,0.0,177.01086917196128,1274.6231362040346,927.7514407080836,476.891970895934,1859.9157805334085,520.7830215269495,1845.6000083357121,359.53583261646634,1525.3573419690194,102.01845386406131
8,3234.6804265564638,61.91029391089795,1190.9971367139162,794.435970300374,6896.4805762834485,1013.3490988712737,1090.8255389563317,177.01086917196128,0.0,1451.463495721777,751.2672662585335,640.8603875148189,2032.26562705167,565.8031737375022,1793.7843365570639,527.5770618078727,1696.2262782515616,156.51275310036527
9,4663.986215590538,1512.386613505528,1347.8372405149673,1148.4793178247878,7671.561433382618,2380.832147311632,1237.891573416932,1274.6231362040346,1451.463495721777,0.0,2198.7466848505633,856.9466406001882,656.7257390180403,1353.2452326564517,2611.5435978758646,960.9119799742463,408.8287652745173,1330.3419654298614
10,2537.969142799036,692.5547185710407,1631.9350788322329,1343.4771759470943,6676.482206297935,438.26487648632576,1577.302762044637,927.7514407080836,751.2672662585335,2198.7466848505633,0.0,1362.2921183053334,2758.0003904246473,1136.0488949439589,1827.792430470399,1274.0397675271456,2418.2075163169357,890.226864367006
11,3873.881007813968,702.44970557956,853.002554275322,460.89791024176003,7355.216686266563,1523.8905929958485,723.0708176755032,476.891970895934,640.8603875148189,856.9466406001882,1362.2921183053334,0.0,1397.1057546648237,819.4823234500182,2211.217858743439,357.7888821188879,1058.6686649781668,562.9533001409832
12,5266.317306856411,2094.175473163515,1564.0803624043579,1534.1913013652106,8293.01685145361,2877.136532910331,1494.8661637382388,1859.9157805334085,2032.26562705167,656.7257390180403,2758.0003904246473,1397.1057546648237,0.0,2002.6373043527817,3263.449816312333,1583.7131196246999,340.73616882612225,1930.0575581535725
13,3371.755681133496,580.5986633923998,1609.0414532473787,1187.9234361340439,6535.864723039388,1499.2117433408166,1488.5959293778737,520.7830215269495,565.8031737375022,1353.2452326564517,1136.0488949439589,819.4823234500182,2002.6373043527817,0.0,1391.8536903622337,475.1943943887409,1699.3271149241798,439.91233539906034
14,2845.858946749939,1766.3889563786058,2966.598721317944,2550.4159049478385,5144.016480847756,2260.950634936526,2854.233099918353,1845.6000083357121,1793.7843365570639,2611.5435978758646,1827.792430470399,2211.217858743439,3263.449816312333,1391.8536903622337,0.0,1863.833065015125,3002.4312295630107,1744.8671998502994
15,3703.2971321078826,583.0463954062512,1195.8748075058757,783.8632031081119,7006.891882945973,1531.8248112605465,1068.3694495827083,359.53583261646634,527.5770618078727,960.9119799742463,1274.0397675271456,357.7888821188879,1583.7131196246999,475.1943943887409,1863.833065015125,0.0,1263.0735499846714,384.16601843846763
16,4930.905653973305,1758.115590114142,1270.1988749036582,1202.20620020408,8077.94585137432,2537.6418259958787,1188.4339923681518,1525.3573419690194,1696.2262782515616,408.8287652745173,2418.2075163169357,1058.6686649781668,340.73616882612225,1699.3271149241798,3002.4312295630107,1263.0735499846714,0.0,1598.5228981406917
17,3338.7403152041425,203.36494747523858,1221.8038059496541,807.9023719976424,6871.060765527048,1168.9074400742134,1111.2488717484785,102.01845386406131,156.51275310036527,1330.3419654298614,890.226864367006,562.9533001409832,1930.0575581535725,439.91233539906034,1744.8671998502994,384.16601843846763,1598.5228981406917,0.0
