,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,2925,08-31 07:36:00,126.544,43.85,831,1,
1,2925,08-31 07:38:00,126.545,43.85,831,1,
2,2925,08-31 12:05:00,126.536,43.883,831,1,
3,2925,08-31 09:03:00,126.51737,43.83102,831,0,3078122.0
4,2925,08-31 09:08:00,126.51697,43.83131,831,0,2763708.0
5,2925,08-31 11:11:00,126.51488,43.81297,831,0,2420950.0
6,2925,08-31 10:41:00,126.51613,43.8151,831,0,3770075.0
7,2925,08-31 09:33:00,126.51399,43.83256,831,0,1406980.0
8,2925,08-31 10:07:00,126.51829,43.82057,831,0,1951830.0
9,2925,08-31 08:48:00,126.51531,43.83217,831,0,4407670.0
10,2925,08-31 09:18:00,126.51177,43.83321,831,0,1879407.0
11,2925,08-31 09:48:00,126.51712,43.82552,831,0,2801013.0
12,2925,08-31 11:26:00,126.51814,43.82522,831,0,2553231.0
13,2925,08-31 18:09:00,126.51773,43.82733,831,0,1760729.0
14,2925,08-31 10:53:00,126.51396,43.81627,831,0,1131223.0
15,2925,08-31 11:05:00,126.51296,43.81355,831,0,2609214.0
16,2925,08-31 12:07:00,126.5179,43.82735,831,0,2566609.0
