,courier_id,gps_time,gps_lng,gps_lat,ds,depot,order_id
0,3156,07-15 09:51:00,126.585,43.895,715,1,
1,3156,07-15 11:09:00,126.563,43.921,715,1,
2,3156,07-15 15:31:00,126.55088,43.90979,715,0,2598559.0
3,3156,07-15 14:16:00,126.54693,43.90853,715,0,2084693.0
4,3156,07-15 15:08:00,126.54462,43.91367,715,0,4285011.0
5,3156,07-15 14:47:00,126.54759,43.91395,715,0,4208374.0
6,3156,07-15 13:46:00,126.54951,43.90749,715,0,4139123.0
7,3156,07-15 16:40:00,126.55015,43.90423,715,0,787359.0
8,3156,07-15 13:11:00,126.55362,43.90014,715,0,4268898.0
9,3156,07-15 14:24:00,126.5451,43.90934,715,0,3545090.0
10,3156,07-15 14:02:00,126.54617,43.90877,715,0,3354158.0
11,3156,07-15 13:41:00,126.54988,43.907,715,0,3374958.0
12,3156,07-15 13:52:00,126.54899,43.90716,715,0,3000662.0
13,3156,07-15 14:29:00,126.54681,43.9114,715,0,122330.0
14,3156,07-15 15:45:00,126.5522,43.91154,715,0,514748.0
15,3156,07-15 14:08:00,126.54686,43.90912,715,0,347704.0
16,3156,07-15 16:16:00,126.55764,43.91615,715,0,3186439.0
