,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,2184.7044283368377,2253.678650753892,2175.9840200674707,2040.7633696960122,2093.3926290043546,2245.1089598110525,2077.61686515794,821.1209749334294,423.26238127584116,561.1964855285312,1149.9235990377995,922.5574557977502
1,2184.7044283368377,0.0,190.10041646074532,375.8904753028173,369.3036244174034,342.8231342885794,67.70190894744171,222.27348254775643,3005.6660225484,2607.502502713633,2737.2119576885725,3328.7891736812817,3054.7364657255753
2,2253.678650753892,190.10041646074532,0.0,219.45053680558834,558.0200525184823,228.2216480414879,210.7776241570459,177.84194997076182,3071.610399245505,2673.884469864498,2811.7705421162404,3402.8425840330697,3142.075591835717
3,2175.9840200674707,375.8904753028173,219.45053680558834,0.0,713.1118646432358,90.99805614661757,417.1081671251717,198.50334982273392,2985.706224975942,2590.398715714535,2737.042439972649,3325.0394950022996,3081.3003150033314
4,2040.7633696960122,369.3036244174034,558.0200525184823,713.1118646432358,0.0,652.3758267163134,375.7307925644964,520.2563937509034,2856.3017018458527,2461.903663377197,2573.794845952197,3160.7183668261237,2862.9832347950296
5,2093.3926290043546,342.8231342885794,228.2216480414879,90.99805614661757,652.3758267163134,0.0,395.09820449767335,132.75001026099682,2905.2030351661547,2509.210960706167,2654.184221351896,3242.9790669617973,2996.1689634231816
6,2245.1089598110525,67.70190894744171,210.7776241570459,417.1081671251717,375.7307925644964,395.09820449767335,0.0,282.2898015217118,3066.203904826085,2668.122641903931,2796.306640261906,3387.760588500112,3111.058472975466
7,2077.61686515794,222.27348254775643,177.84194997076182,198.50334982273392,520.2563937509034,132.75001026099682,282.2898015217118,0.0,2894.877189866627,2497.3058929086988,2636.3326200286433,3227.1356768035535,2969.1692114624484
8,821.1209749334294,3005.6660225484,3071.610399245505,2985.706224975942,2856.3017018458527,2905.2030351661547,3066.203904826085,2894.877189866627,0.0,398.20253013727194,299.8105968015941,358.6850678475807,382.1718071521744
9,423.26238127584116,2607.502502713633,2673.884469864498,2590.398715714535,2461.903663377197,2509.210960706167,2668.122641903931,2497.3058929086988,398.20253013727194,0.0,183.39415968417816,736.9017598620452,573.2601885219113
10,561.1964855285312,2737.2119576885725,2811.7705421162404,2737.042439972649,2573.794845952197,2654.184221351896,2796.306640261906,2636.3326200286433,299.8105968015941,183.39415968417816,0.0,591.6329306162585,390.4843248608774
11,1149.9235990377995,3328.7891736812817,3402.8425840330697,3325.0394950022996,3160.7183668261237,3242.9790669617973,3387.760588500112,3227.1356768035535,358.6850678475807,736.9017598620452,591.6329306162585,0.0,365.6532361623359
12,922.5574557977502,3054.7364657255753,3142.075591835717,3081.3003150033314,2862.9832347950296,2996.1689634231816,3111.058472975466,2969.1692114624484,382.1718071521744,573.2601885219113,390.4843248608774,365.6532361623359,0.0
